,title,artist,gender,lyricist,composer,arranger,debut_year,generation
703,thebest,에이치오티,남,강타 (KANGTA)   ,    강타 (KANGTA)   ,    강타 (KANGTA)   ,1996,1
704,iyah!,에이치오티,남,유영진   ,"    유영진    ,    Groovie. K   ",    유영진   ,1996,1
705,그래그렇게,에이치오티,남,강타 (KANGTA)   ,    강타 (KANGTA)   ,    강타 (KANGTA)   ,1996,1
706,아이야(iyah!),에이치오티,남,유영진   ,"    유영진    ,    Groovie. K   ",    유영진   ,1996,1
707,투지(gititup!)+전사의후예+yougotgun,에이치오티,남,문희준   ,    문희준   ,    문희준   ,1996,1
708,환희(it`sbeenrainingsinceyouleftme)+신비(delight),에이치오티,남,강타 (KANGTA)   ,    강타 (KANGTA)   ,    강타 (KANGTA)   ,1996,1
709,n.b.k.(naturalbornkiller),에이치오티,남,토니 안   ,    토니 안   ,    토니 안   ,1996,1
710,timewilltell,에이치오티,남,이재원   ,"    이재원    ,    문희준   ","    이재원    ,    문희준   ",1996,1
711,persiablackhole(희준special),에이치오티,남,문희준   ,    문희준   ,    문희준   ,1996,1
712,scratchshow(우혁special),에이치오티,남,,,,1996,1
713,good-bye이젠(good-byeforthelast)(우혁special)-withtony,에이치오티,남,장우혁   ,    장우혁   ,    장우혁   ,1996,1
714,행복(fullofhappiness)+빛(hope),에이치오티,남,,,,1996,1
715,mymother,에이치오티,남,장우혁   ,"    장우혁    ,    강타 (KANGTA)   ","    장우혁    ,    송광식   ",1996,1
716,멤버인사말(closingment),에이치오티,남,,,,1996,1
717,그래!그렇게!(wecandoit),에이치오티,남,강타 (KANGTA)   ,    강타 (KANGTA)   ,    강타 (KANGTA)   ,1996,1
718,앵콜곡:outsidecastle(thecastleoutsiders),에이치오티,남,문희준   ,    문희준   ,    문희준   ,1996,1
719,캔디(candy),에이치오티,남,장용진   ,    장용진   ,    장용진   ,1996,1
720,우리들의맹세(thepromiseofh.o.t.),에이치오티,남,"유영진    ,    강타 (KANGTA)   ",    유영진   ,    유영진   ,1996,1
721,thewaythatyoulikeme,에이치오티,남,유영진   ,"    유한진    ,    유영진   ","    유한진    ,    유영진   ",1996,1
722,사랑하는사람에게(winter),에이치오티,남,,,,1996,1
723,졸업(graduation),에이치오티,남,,,,1996,1
724,weddingchristmas,에이치오티,남,,,,1996,1
725,jinglebell,에이치오티,남,,,,1996,1
726,outsidecastle(thecastleoutsiders),에이치오티,남,문희준   ,    문희준   ,    문희준   ,1996,1
727,신비(delight),에이치오티,남,강타 (KANGTA)   ,    강타 (KANGTA)   ,    강타 (KANGTA)   ,1996,1
728,꿈의기도(prayforyou),에이치오티,남,강타 (KANGTA)   ,    강타 (KANGTA)   ,    강타 (KANGTA)   ,1996,1
729,파랑새의소원,에이치오티,남,문희준   ,    문희준   ,    문희준   ,1996,1
730,onelastlove,에이치오티,남,토니 안   ,"    토니 안    ,    윤치웅   ","    토니 안    ,    윤치웅   ",1996,1
731,good-bye이젠(goodbyeforthelast),에이치오티,남,장우혁   ,    장우혁   ,    장우혁   ,1996,1
732,for연가(姸歌)(asongforlady),에이치오티,남,문희준   ,    문희준   ,    문희준   ,1996,1
733,illusion,에이치오티,남,강타 (KANGTA)   ,    강타 (KANGTA)   ,    강타 (KANGTA)   ,1996,1
734,naturalbornkiller,에이치오티,남,토니 안   ,    토니 안   ,    토니 안   ,1996,1
735,버려진아이들,에이치오티,남,이재원   ,    이재원   ,    이재원   ,1996,1
736,늘지금처럼(alwaysmylove),에이치오티,남,강타 (KANGTA)   ,    강타 (KANGTA)   ,    강타 (KANGTA)   ,1996,1
737,silverbell,에이치오티,남,,,,1996,1
738,고요한밤그대와난(theday1030),에이치오티,남,,,,1996,1
739,전쟁,에이치오티,남,,,,1996,1
740,아이야!(iyah!),에이치오티,남,유영진   ,"    유영진    ,    Groovie. K   ",    유영진   ,1996,1
741,"하늘,꿈,그리고...",에이치오티,남,,,,1996,1
742,나의너(mygirl),에이치오티,남,강타 (KANGTA)   ,    강타 (KANGTA)   ,    강타 (KANGTA)   ,1996,1
743,8.15(제2의독립을위하여...),에이치오티,남,문희준   ,    문희준   ,    문희준   ,1996,1
744,신념,에이치오티,남,,,,1996,1
745,koreanpride,에이치오티,남,토니 안   ,    토니 안   ,    토니 안   ,1996,1
746,마지막음성,에이치오티,남,,,,1996,1
747,doordie,에이치오티,남,장우혁   ,    장우혁   ,    장우혁   ,1996,1
748,고백,에이치오티,남,,,,1996,1
749,축복(celebrate),에이치오티,남,강타 (KANGTA)   ,    강타 (KANGTA)   ,    강타 (KANGTA)   ,1996,1
750,친구,에이치오티,남,,,,1996,1
751,영혼(soul),에이치오티,남,문희준   ,    문희준   ,    문희준   ,1996,1
752,웃음,에이치오티,남,,,,1996,1
753,puhaha,에이치오티,남,이재원   ,    이재원   ,    이재원   ,1996,1
754,사모(조지훈),에이치오티,남,강타 (KANGTA)   ,    강타 (KANGTA)   ,    강타 (KANGTA)   ,1996,1
755,탈출,에이치오티,남,,,,1996,1
756,"고마워,미안해",에이치오티,남,,,,1996,1
757,"아이들&news(1999/6/30,sbs8시뉴스중)",에이치오티,남,,,,1996,1
758,행복(fullofhappiness)/빛(hope),에이치오티,남,장용진   ,    장용진   ,    장용진   ,1996,1
759,투지(gititup!),에이치오티,남,문희준   ,    문희준   ,    문희준   ,1996,1
760,전사의후예(폭력시대)/늑대와양(wolf&sheep),에이치오티,남,유영진   ,    유영진   ,    유영진   ,1996,1
761,널사랑한만큼,에이치오티,남,곽상엽   ,    곽상엽   ,    곽상엽   ,1996,1
762,자유롭게날수있도록(freetofly)/우리들의맹세(thepromiseofh.o.t.),에이치오티,남,유영진   ,    유영진   ,    유영진   ,1996,1
763,열맞춰(lineup!),에이치오티,남,유영진   ,    유영진   ,"    유영진    ,    Groovie. K   ",1996,1
764,wearethefuture,에이치오티,남,유영진   ,    유영진   ,    유영진   ,1996,1
765,아이야!(iyah!)-80인조오케스트라,에이치오티,남,,,,1996,1
766,아이야!(iyah!)-rockband,에이치오티,남,유영진   ,"    유영진    ,    Groovie. K   ",    유영진   ,1996,1
767,"鬪魂(투혼,thespritoffighter)",에이치오티,남,문희준   ,    문희준   ,    문희준   ,1996,1
768,멘트-인사말,에이치오티,남,,,,1996,1
769,환희(it`sbeenrainingsinceyouleftme),에이치오티,남,강타 (KANGTA)   ,    강타 (KANGTA)   ,    강타 (KANGTA)   ,1996,1
770,go!h.o.t.!/오늘도짜증나는날이네/열등감(theendofmyinferioritycomplex),에이치오티,남,유영진   ,    유영진   ,    유영진   ,1996,1
771,열맞춰!(lineup!),에이치오티,남,유영진   ,"    유영진    ,    Groovie. K   ",    유영진   ,1996,1
772,h.o.t.(houseoftrust)-아빠!사랑해요-,에이치오티,남,장용진   ,    장용진   ,    장용진   ,1996,1
773,ini-이세상에버려진모든아이들을위하여...-,에이치오티,남,"토니 안    ,    문희준   ",    문희준   ,    문희준   ,1996,1
774,monade,에이치오티,남,곽상엽   ,    곽상엽   ,    곽상엽   ,1996,1
775,technolove,에이치오티,남,"토니 안    ,    강타 (KANGTA)   ",    강타 (KANGTA)   ,    강타 (KANGTA)   ,1996,1
776,"소년이여!신화가되어라(boys,bealegend!)",에이치오티,남,장우혁   ,    장우혁   ,    토니 안   ,1996,1
777,yougotgun?,에이치오티,남,"이재원    ,    토니 안   ",    이재원   ,    이재원   ,1996,1
778,홀로서기(allalone),에이치오티,남,토니 안   ,    토니 안   ,    토니 안   ,1996,1
779,"후에...(since,you`vegone)",에이치오티,남,"토니 안    ,    문희준   ",    문희준   ,    문희준   ,1996,1
780,하나라는아름다운느낌(unityisasbeautifulasone),에이치오티,남,홍성민   ,    신인수   ,    김덕윤   ,1996,1
781,weddingx-mas,에이치오티,남,강타 (KANGTA)   ,    강타 (KANGTA)   ,    강타 (KANGTA)   ,1996,1
782,go!h.o.t.!,에이치오티,남,유영진   ,    유영진   ,    유영진   ,1996,1
783,늑대와양,에이치오티,남,유영진   ,    유영진   ,    유영진   ,1996,1
784,자유롭게날수있도록,에이치오티,남,유영진   ,    유영진   ,    유영진   ,1996,1
785,열등감,에이치오티,남,유영진   ,    유영진   ,    유영진   ,1996,1
786,12번째생일,에이치오티,남,곽상엽   ,    곽상엽   ,"    유영진    ,    티노   ",1996,1
787,tragedy,에이치오티,남,,,,1996,1
788,너와나,에이치오티,남,김수지   ,    곽상엽   ,    곽상엽   ,1996,1
789,candy,에이치오티,남,,,,1996,1
790,전사의후예(폭력시대),에이치오티,남,유영진   ,    유영진   ,    유영진   ,1996,1
791,노을속에비친그대모습,에이치오티,남,Jay Kang   ,    Jay Kim   ,    Jay Kim   ,1996,1
792,"내가필요할때(소년,소녀가장에게)",에이치오티,남,유영진   ,    유영진   ,    유영진   ,1996,1
793,오늘도짜증나는날이네,에이치오티,남,Jay Kim   ,    Jay Kim   ,    Jay Kim   ,1996,1
794,너는fast나는slow,에이치오티,남,유영진   ,    유영진   ,    유영진   ,1996,1
795,개성시대,에이치오티,남,Jay Kang   ,    Jay Kim   ,    Jay Kim   ,1996,1
796,about여자(女子),에이치오티,남,Jay Kang   ,    Jay Kim   ,    Jay Kim   ,1996,1
797,"투혼(鬪魂,thespritoffighter)",에이치오티,남,,,,1996,1
798,go3,에이치오티,남,,,,1996,1
799,유서낭독,에이치오티,남,,,,1996,1
800,행복(fullofhappiness),에이치오티,남,,,,1996,1
801,intro,에이치오티,남,,,,1996,1
802,빛,에이치오티,남,,,,1996,1
803,"1,2집모음",에이치오티,남,,,,1996,1
804,3집모음,에이치오티,남,,,,1996,1
805,앵콜,에이치오티,남,,,,1996,1
806,눈내리는날,언타이틀,남,유건형   ,    유건형   ,    유건형   ,1996,1
807,학교(maintitle),언타이틀,남,,,,1996,1
808,떠나가지마세요,언타이틀,남,"유건형    ,    서정환   ",    유건형   ,    유건형   ,1996,1
809,나의슬픈사랑이야기,언타이틀,남,유건형   ,    유건형   ,    유건형   ,1996,1
810,사랑연가,언타이틀,남,유건형   ,    유건형   ,    유건형   ,1996,1
811,댄스!댄스!댄스!,언타이틀,남,서정환   ,    유건형   ,    유건형   ,1996,1
812,하얀사랑,언타이틀,남,"유건형    ,    서정환   ",    유건형   ,    유건형   ,1996,1
813,낮과밤,언타이틀,남,서정환   ,    유건형   ,    유건형   ,1996,1
814,인연,언타이틀,남,유건형   ,    유건형   ,    유건형   ,1996,1
815,검은위선,언타이틀,남,"유건형    ,    서정환   ",    유건형   ,    유건형   ,1996,1
816,lovesong#2,언타이틀,남,"유건형    ,    서정환   ",    유건형   ,    유건형   ,1996,1
817,run,언타이틀,남,서정환   ,    유건형   ,    유건형   ,1996,1
818,playboy,언타이틀,남,서정환   ,    유건형   ,    유건형   ,1996,1
819,goodbye,언타이틀,남,,,,1996,1
820,우리가시작할때...거기엔랩이있었다,언타이틀,남,서정환   ,    유건형   ,    유건형   ,1996,1
821,꽃,언타이틀,남,유건형   ,    유건형   ,    유건형   ,1996,1
822,승리,언타이틀,남,유건형   ,    유건형   ,    유건형   ,1996,1
823,don`tstopthemusic,언타이틀,남,유건형   ,    유건형   ,    유건형   ,1996,1
824,불,언타이틀,남,유건형   ,    유건형   ,    유건형   ,1996,1
825,정.경,언타이틀,남,유건형   ,    유건형   ,    유건형   ,1996,1
826,왜,언타이틀,남,유건형   ,    유건형   ,    유건형   ,1996,1
827,빈자리,언타이틀,남,유건형   ,    유건형   ,    유건형   ,1996,1
828,자살,언타이틀,남,서정환   ,    유건형   ,    유건형   ,1996,1
829,물거품,언타이틀,남,무   ,    유건형   ,    유건형   ,1996,1
830,disco,언타이틀,남,유건형   ,    유건형   ,    유건형   ,1996,1
831,앞으로,언타이틀,남,유건형   ,    유건형   ,    유건형   ,1996,1
832,날개,언타이틀,남,유건형   ,    유건형   ,    유건형   ,1996,1
833,행복만들기,언타이틀,남,유건형   ,    유건형   ,    유건형   ,1996,1
834,일어나,언타이틀,남,,,,1996,1
835,부(富),언타이틀,남,유건형   ,    유건형   ,    유건형   ,1996,1
836,첫사랑,언타이틀,남,유건형   ,    유건형   ,    유건형   ,1996,1
837,증오,언타이틀,남,유건형   ,    유건형   ,    유건형   ,1996,1
838,lovesong,언타이틀,남,유건형   ,    유건형   ,    유건형   ,1996,1
839,고정관념,언타이틀,남,유건형   ,    유건형   ,    유건형   ,1996,1
840,걱정마,언타이틀,남,유건형   ,    유건형   ,    유건형   ,1996,1
841,졸업,언타이틀,남,유건형   ,    유건형   ,    유건형   ,1996,1
842,파란색,언타이틀,남,유건형   ,    유건형   ,    유건형   ,1996,1
843,책임져,언타이틀,남,"유건형    ,    서정환   ",    유건형   ,    유건형   ,1996,1
844,이대로영원히,언타이틀,남,"유건형    ,    서정환   ",    유건형   ,    유건형   ,1996,1
845,조금더,언타이틀,남,유건형   ,    유건형   ,    유건형   ,1996,1
846,시간이다할때까지,언타이틀,남,"유건형    ,    서정환   ",    유건형   ,    유건형   ,1996,1
847,돕자,언타이틀,남,"유건형    ,    서정환   ",    유건형   ,    유건형   ,1996,1
848,자존심,언타이틀,남,유건형   ,    유건형   ,    유건형   ,1996,1
849,기회를줘,언타이틀,남,유건형   ,    유건형   ,    유건형   ,1996,1
850,너만을기다려,언타이틀,남,"유건형    ,    서정환   ",    유건형   ,    유건형   ,1996,1
851,이렇게저렇게,언타이틀,남,유건형   ,    유건형   ,    유건형   ,1996,1
852,오늘밤,언타이틀,남,"유건형    ,    서정환   ",    유건형   ,    유건형   ,1996,1
853,여름안에서,언타이틀,남,,,,1996,1
854,저바다가날막겠어,언타이틀,남,,,,1996,1
855,등대지기,언타이틀,남,,,,1996,1
856,봄을기다리며,언타이틀,남,,,,1996,1
857,굴레를벗어나,언타이틀,남,,,,1996,1
858,고백,언타이틀,남,,,,1996,1
859,빠삐용(그의두통은자유였다),하모하모,남,,,,1996,1
860,마라!봐라!,하모하모,남,,,,1996,1
861,아니벌써,하모하모,남,,,,1996,1
862,silverline,하모하모,남,,,,1996,1
863,truelove,하모하모,남,,,,1996,1
864,반쪽만의사랑(myteacher),하모하모,남,,,,1996,1
865,히든카드,하모하모,남,,,,1996,1
866,세상에던지는한마디,하모하모,남,,,,1996,1
867,pangpang(나보다나은너),하모하모,남,,,,1996,1
868,환상체험,아이돌,남,이건우   ,    박근태   ,    박근태   ,1996,1
869,건망증,아이돌,남,,,,1996,1
870,이럴수가,아이돌,남,박기영   ,    박근태   ,    박근태   ,1996,1
871,lovestory,아이돌,남,박기영   ,    이현정   ,    곽영준   ,1996,1
872,통화중(감기),아이돌,남,이건우   ,    강인원   ,    유영선   ,1996,1
873,삼인사각,아이돌,남,이비 (Pi Lee)   ,    신피디   ,    신피디   ,1996,1
874,어쨌건...,아이돌,남,박기영   ,    박기영   ,    정원재   ,1996,1
875,도사(jungletrance),아이돌,남,이승호   ,    박근태   ,    박근태   ,1996,1
876,bowwow,아이돌,남,,,,1996,1
877,homeboy,아이돌,남,,,,1996,1
878,streetboy,아이돌,남,,,,1996,1
879,둘만의사랑,아이돌,남,,,,1996,1
880,노래이야기,아이돌,남,주영훈   ,    주영훈   ,    주영훈   ,1996,1
881,nanana,아이돌,남,,,,1996,1
882,상상,아이돌,남,,,,1996,1
883,꿈속의그녀,아이돌,남,주영훈   ,    주영훈   ,    주영훈   ,1996,1
884,"옛날노래(feat.ydg,노민혁of클릭비,김명훈of울랄라세션)",구피,남,"빅 바운스    ,    신동욱   ",    빅 바운스   ,    빅 바운스   ,1996,1
885,lalili(라리리),구피,남,,,,1996,1
886,한걸음(onestep),구피,남,,,,1996,1
887,악몽,구피,남,,,,1996,1
888,못난남자야,구피,남,"박성호 (구피)    ,    아바타 LEE   ","    박성호 (구피)    ,    아바타 LEE   ","    박성호 (구피)    ,    아바타 LEE   ",1996,1
889,비야,구피,남,박성호 (구피)   ,    박성호 (구피)   ,    박성호 (구피)   ,1996,1
890,내뺨을때려줘,구피,남,박성호 (구피)   ,    박성호 (구피)   ,    박성호 (구피)   ,1996,1
891,술한잔해,구피,남,박성호 (구피)   ,    박성호 (구피)   ,    박성호 (구피)   ,1996,1
892,너를위한마지막노래,구피,남,박성호 (구피)   ,    박성호 (구피)   ,    박성호 (구피)   ,1996,1
893,사랑은없다,구피,남,박성호 (구피)   ,    박성호 (구피)   ,    박성호 (구피)   ,1996,1
894,touch,구피,남,박성호 (구피)   ,    박성호 (구피)   ,    박성호 (구피)   ,1996,1
895,靑春(청춘)..hungry,구피,남,신동욱   ,    박성호 (구피)   ,    박성호 (구피)   ,1996,1
896,빙빙(makeyourbodymove),구피,남,박성호 (구피)   ,    박성호 (구피)   ,    박성호 (구피)   ,1996,1
897,mr.dj,구피,남,강우경   ,    박성호 (구피)   ,    박성호 (구피)   ,1996,1
898,turningmylife,구피,남,박성호 (구피)   ,    박성호 (구피)   ,    박성호 (구피)   ,1996,1
899,지우개,구피,남,박성호 (구피)   ,    박성호 (구피)   ,    박성호 (구피)   ,1996,1
900,stay,구피,남,신동욱   ,    박성호 (구피)   ,    박성호 (구피)   ,1996,1
901,두근두근(나쁜오빠),구피,남,강우경   ,    박성호 (구피)   ,    박성호 (구피)   ,1996,1
902,"ghttolife(feat.성치,재욱,성필)",구피,남,,,,1996,1
903,悲(비),구피,남,박성호 (구피)   ,    박성호 (구피)   ,    박성호 (구피)   ,1996,1
904,justthewayweare,구피,남,,,,1996,1
905,chacha,구피,남,,,,1996,1
906,옛사랑(hiddentrack),구피,남,,,,1996,1
907,비련,구피,남,이승호   ,    윤일상   ,    윤일상   ,1996,1
908,게임의법칙,구피,남,조은희   ,    조성진   ,    조성진   ,1996,1
909,heymylife,구피,남,신동욱   ,    박성호 (구피)   ,    박성호 (구피)   ,1996,1
910,madeinsummer,구피,남,신동욱   ,    박성호 (구피)   ,    박성호 (구피)   ,1996,1
911,goofysong,구피,남,구피   ,    박성호 (구피)   ,    박성호 (구피)   ,1996,1
912,heylove,구피,남,구피   ,    박성호 (구피)   ,    박성호 (구피)   ,1996,1
913,rockdaparty,구피,남,신동욱   ,    박성호 (구피)   ,    박성호 (구피)   ,1996,1
914,자꾸만생각나,구피,남,신동욱   ,    박성호 (구피)   ,    박성호 (구피)   ,1996,1
915,생각해봐,구피,남,이희성   ,    이희성   ,    이희성   ,1996,1
916,dancedancedance,구피,남,신동욱   ,    박성호 (구피)   ,    박성호 (구피)   ,1996,1
917,o.m.g(ohmygod),구피,남,이승광   ,    박성호 (구피)   ,    박성호 (구피)   ,1996,1
918,sexymusic,구피,남,강우경   ,    박성호 (구피)   ,    박성호 (구피)   ,1996,1
919,착각,구피,남,신동욱   ,    박성호 (구피)   ,    박성호 (구피)   ,1996,1
920,제8요일,구피,남,신동욱   ,    프랙탈   ,    프랙탈   ,1996,1
921,긴가민가,구피,남,,,,1996,1
922,뭔데뭔데,구피,남,이승호   ,    윤일상   ,    윤일상   ,1996,1
923,pandora,구피,남,조은희   ,    가게인   ,    가게인   ,1996,1
924,dna,구피,남,조은희   ,    조성진   ,    조성진   ,1996,1
925,다시또,구피,남,이승호   ,    윤일상   ,    윤일상   ,1996,1
926,눈이오는날에,구피,남,조진광   ,    조성진   ,    조성진   ,1996,1
927,아킬레스건(achilles`tendon),구피,남,조은희   ,    이현   ,    이현   ,1996,1
928,본색,구피,남,조은희   ,    이현   ,    이현   ,1996,1
929,pain,구피,남,조은희   ,    주태영   ,    주태영   ,1996,1
930,sting,구피,남,이승호   ,    가게인   ,    가게인   ,1996,1
931,skyletter,구피,남,정성민   ,    이승광   ,    이현   ,1996,1
932,byeforyou,구피,남,이승호   ,    조성진   ,    조성진   ,1996,1
933,target,구피,남,,,,1996,1
934,너를사랑했다,구피,남,,,,1996,1
935,쇼크,구피,남,조진광   ,    조성진   ,    주태영   ,1996,1
936,안녕,구피,남,"오지훈    ,    주태영   ",    조성진   ,    조성진   ,1996,1
937,천국보다아름다운,구피,남,신동욱   ,    조성진   ,    조성진   ,1996,1
938,sunny,구피,남,이승호   ,    외국 곡   ,    윤일상   ,1996,1
939,therulesofgame,구피,남,,,,1996,1
940,겨울잠자는아이,구피,남,이승호   ,    윤일상   ,    윤일상   ,1996,1
941,manymany,구피,남,,,,1996,1
942,다잘될거야,구피,남,이승호   ,    윤일상   ,    윤일상   ,1996,1
943,누가그래?(이루어질수없는사랑),구피,남,이승호   ,    윤일상   ,    윤일상   ,1996,1
944,열혈남아,구피,남,이승호   ,    윤일상   ,    윤일상   ,1996,1
945,사자(死者)의눈물,구피,남,이승호   ,    주태영   ,    주태영   ,1996,1
946,이별전야,구피,남,이승호   ,    이용민   ,    이용민   ,1996,1
947,오늘도행복해,구피,남,박주연   ,    노영민   ,    전준규   ,1996,1
948,시련,구피,남,김태희   ,    조성진   ,    조성진   ,1996,1
949,바다가되어,구피,남,이용민   ,    이용민   ,    이용민   ,1996,1
950,슬픈다짐,구피,남,"오지훈    ,    신동욱   ",    주태영   ,    주태영   ,1996,1
951,이별로온사랑,구피,남,,,,1996,1
952,리허설,구피,남,이승호   ,    윤일상   ,    윤일상   ,1996,1
953,마지막배려,구피,남,장대성   ,    윤일상   ,    윤일상   ,1996,1
954,돌아온탕아,구피,남,이승호   ,    이윤상   ,    이윤상   ,1996,1
955,백합,구피,남,이승호   ,    이윤상   ,    이윤상   ,1996,1
956,wearethegoofy,구피,남,이승호   ,    윤일상   ,    윤일상   ,1996,1
957,전봇대,구피,남,이승호   ,    윤일상   ,    윤일상   ,1996,1
958,많이많이,구피,남,이승호   ,    윤일상   ,    윤일상   ,1996,1
959,위험한초대,구피,남,이승호   ,    윤일상   ,    윤일상   ,1996,1
960,난봤어,구피,남,이승호   ,    윤일상   ,    윤일상   ,1996,1
961,포레스트검프를꿈꾸며,구피,남,강은경   ,    윤일상   ,    윤일상   ,1996,1
962,에피소드1(tobecontinued...),구피,남,이승호   ,    윤일상   ,    윤일상   ,1996,1
963,난다른(애이불바),구피,남,강은경   ,    윤일상   ,    윤일상   ,1996,1
964,누가그래,구피,남,,,,1996,1
965,다잘될꺼야,구피,남,,,,1996,1
966,영원히,태사자,남,,,,1997,1
967,without,태사자,남,,,,1997,1
968,편지,태사자,남,,,,1997,1
969,메모리,태사자,남,,,,1997,1
970,cometogetherⅱ,태사자,남,,,,1997,1
971,time,태사자,남,,,,1997,1
972,bluebirthday,태사자,남,,,,1997,1
973,rain,태사자,남,,,,1997,1
974,두번의이별,태사자,남,,,,1997,1
975,무소유,태사자,남,,,,1997,1
976,dream,태사자,남,,,,1997,1
977,begin,태사자,남,,,,1997,1
978,너만을,태사자,남,,,,1997,1
979,cometogetherⅰ,태사자,남,,,,1997,1
980,천우운풍(天雨雲風)(always),태사자,남,,,,1997,1
981,magic,태사자,남,,,,1997,1
982,도,태사자,남,,,,1997,1
983,도약(跳躍),태사자,남,,,,1997,1
984,소나기사랑,태사자,남,,,,1997,1
985,tom&jerry,태사자,남,,,,1997,1
986,vanesa,태사자,남,,,,1997,1
987,again,태사자,남,,,,1997,1
988,ex-girlfriend,태사자,남,,,,1997,1
989,crazy,태사자,남,,,,1997,1
990,에피소드,태사자,남,써니사이드 챙   ,    박재완   ,    최유원   ,1997,1
991,power,태사자,남,홍지유   ,"    김진권    ,    홍지유   ",    김진권   ,1997,1
992,마네킨,태사자,남,"박정란    ,    강원석   ",    강원석   ,    강원석   ,1997,1
993,체념(諦念),태사자,남,정기석   ,    정기석   ,"    정기석    ,    정기송   ",1997,1
994,memory,태사자,남,홍지유   ,    최유원   ,    최유원   ,1997,1
995,vanessa,태사자,남,오지훈   ,    김진권   ,    김진권   ,1997,1
996,let`sgo,태사자,남,그레이   ,    그레이   ,    그레이   ,1997,1
997,너만을...,태사자,남,,,,1997,1
998,시(詩),태사자,남,"그레이    ,    3534   ",    그레이   ,    그레이   ,1997,1
999,회심가,태사자,남,오지훈   ,    박해운   ,    박해운   ,1997,1
1000,비상(飛上),태사자,남,,,,1997,1
1001,작은바램,태사자,남,오지훈   ,    최유원   ,    최유원   ,1997,1
1002,technotime,태사자,남,,,,1997,1
1003,충격,태사자,남,,,,1997,1
1004,애심,태사자,남,,,,1997,1
1005,아그작,태사자,남,,,,1997,1
1006,legendofthehero,태사자,남,,,,1997,1
1007,일어나,태사자,남,,,,1997,1
1008,happyday,태사자,남,,,,1997,1
1009,나만의천사,태사자,남,,,,1997,1
1010,잃어버린의미,태사자,남,,,,1997,1
1011,배신,태사자,남,,,,1997,1
1012,gotothe평창,엔알지,남,,,,1997,1
1013,통화중,엔알지,남,이건우   ,    유영선   ,"    임성무    ,    김효민    ,    조원일   ",1997,1
1014,flyday,엔알지,남,,,,1997,1
1015,20th세기night(20세기나이트),엔알지,남,김유민   ,"    김유민    ,    이승엽    ,    이다경   ",    김유민   ,1997,1
1016,boom(붐),엔알지,남,김유민   ,    김유민   ,    김유민   ,1997,1
1017,티파니에서아침을remix,엔알지,남,신명호   ,    박선주 (Pak Sun Zoo)   ,    김유민   ,1997,1
1018,hitsong(히트송)remix,엔알지,남,천명훈   ,    천명훈   ,    김유민   ,1997,1
1019,어깨동무,엔알지,남,강타 (KANGTA)   ,    강타 (KANGTA)   ,    강타 (KANGTA)   ,1997,1
1020,남행열차,엔알지,남,,,,1997,1
1021,별책부록,엔알지,남,,,,1997,1
1022,theone,엔알지,남,,,,1997,1
1023,달려!,엔알지,남,,,,1997,1
1024,선물,엔알지,남,,,,1997,1
1025,널보낸후,엔알지,남,,,,1997,1
1026,잠시만안녕,엔알지,남,,,,1997,1
1027,dr.dj,엔알지,남,,,,1997,1
1028,미치겠네!!!,엔알지,남,,,,1997,1
1029,shiny,엔알지,남,,,,1997,1
1030,바램,엔알지,남,,,,1997,1
1031,휴식처럼...,엔알지,남,,,,1997,1
1032,lovingyou,엔알지,남,노유민   ,    이상준   ,"    박경훈    ,    차길완   ",1997,1
1033,mygirl,엔알지,남,노유민   ,    이상준   ,    이현우   ,1997,1
1034,롤리박,엔알지,남,천명훈   ,    신명구   ,    장준호   ,1997,1
1035,lookatme,엔알지,남,이현우   ,    이현우   ,    이현우   ,1997,1
1036,후회,엔알지,남,천명훈   ,"    이현우    ,    천명훈   ",    이현우   ,1997,1
1037,anotherone,엔알지,남,이현우   ,    이현우   ,    이현우   ,1997,1
1038,iou,엔알지,남,이현우   ,    이현우   ,    이현우   ,1997,1
1039,boss,엔알지,남,천명훈   ,    천명훈   ,    유건형   ,1997,1
1040,풍수지탄(風樹之嘆),엔알지,남,이현우   ,    이현우   ,    이현우   ,1997,1
1041,gogo,엔알지,남,이현우   ,"    이현우    ,    노유민   ",    이현우   ,1997,1
1042,대한건아만세,엔알지,남,천명훈   ,    천명훈   ,    유건형   ,1997,1
1043,나어떡해,엔알지,남,천명훈   ,    천명훈   ,    이현우   ,1997,1
1044,용서,엔알지,남,이현우   ,    이현우   ,    이현우   ,1997,1
1045,친구,엔알지,남,천명훈   ,    천명훈   ,    이현우   ,1997,1
1046,hitsong,엔알지,남,천명훈   ,    천명훈   ,    유건형   ,1997,1
1047,하루,엔알지,남,노유민   ,    이현우   ,    이현우   ,1997,1
1048,funkitup,엔알지,남,천명훈   ,    이현우   ,    이현우   ,1997,1
1049,어색한사랑,엔알지,남,문성훈   ,    문성훈   ,    문성훈   ,1997,1
1050,remember,엔알지,남,배화영   ,    이상준   ,    고동훈   ,1997,1
1051,ohah!,엔알지,남,천명훈   ,    이현우   ,    이현우   ,1997,1
1052,icanrun,엔알지,남,천명훈   ,    이상준   ,    고동훈   ,1997,1
1053,withus,엔알지,남,천명훈   ,    천명훈   ,    이현우   ,1997,1
1054,별이빛나는밤에(hitsong),엔알지,남,,,,1997,1
1055,편지,엔알지,남,노유민   ,    이현우   ,    이현우   ,1997,1
1056,fiance,엔알지,남,무   ,    무   ,    이현우   ,1997,1
