,title,artist,gender,lyricist,composer,arranger,debut_year,generation
7192,intro,피에스타,여,,,,2012,3
7193,아무것도몰라요,피에스타,여,"신사동 호랭이    ,    BEOMxNANG   ","    신사동 호랭이    ,    BEOMxNANG   ",    신사동 호랭이   ,2012,3
7194,머리어깨무릎발,피에스타,여,"신사동 호랭이    ,    북극곰   ","    신사동 호랭이    ,    북극곰   ","    신사동 호랭이    ,    북극곰   ",2012,3
7195,whoo!(withericbenet),피에스타,여,,,,2012,3
7196,sweetlove(feat.김연우),피에스타,여,TEXU   ,    TEXU   ,    TEXU   ,2012,3
7197,wedon`tstop,피에스타,여,"신혁    ,    D`DAY    ,    Jasmine Kearse    ,    Brittani Marthena White   ","    신혁    ,    DK    ,    Edward Ross Lara   ","    신혁    ,    Edward Ross Lara   ",2012,3
7198,wicked(feat.tigerjk),피에스타,여,"TEXU    ,    김이나   ",    TEXU   ,    TEXU   ,2012,3
7199,vista,피에스타,여,김이나   ,    KZ   ,    KZ   ,2012,3
7200,달빛바다,피에스타,여,김이나   ,"    김태영    ,    싸이져   ","    김태영    ,    싸이져   ",2012,3
7201,할로(halo),비비드걸,여,,,,2012,3
7202,heyboy,비비드걸,여,,,,2012,3
7203,죽고못살고(feat.bigtone),비비드걸,여,,,,2012,3
7204,prettywoman,비비드걸,여,,,,2012,3
7205,oldskoolluv,비비드걸,여,,,,2012,3
7206,sign,비비드걸,여,,,,2012,3
7207,까불다가,비비드걸,여,,,,2012,3
7208,알쏭달쏭,타히티,여,"똘아이박    ,    Bra Bus   ","    똘아이박    ,    피터팬    ,    Bra Bus   ","    똘아이박    ,    Bra Bus   ",2012,3
7209,myprince,타히티,여,"이종수    ,    주승훈    ,    나병수   ","    이종수    ,    주승훈    ,    나병수   ","    이종수    ,    주승훈    ,    나병수   ",2012,3
7210,skip,타히티,여,"똘아이박    ,    피터팬   ","    똘아이박    ,    피터팬    ,    미친기집애   ","    똘아이박    ,    미친기집애   ",2012,3
7211,참좋을거야,타히티,여,"감성소녀    ,    이웃집총각   ",    남지선   ,    권규진   ,2012,3
7212,phonenumber,타히티,여,,,,2012,3
7213,tahiti,타히티,여,,,,2012,3
7214,lovesick,타히티,여,,,,2012,3
7215,오빤내꺼,타히티,여,,,,2012,3
7216,몰라몰라,타히티,여,개미   ,    개미   ,    이건영   ,2012,3
7217,blowmyspeakersout,타히티,여,"강명신    ,    김수미   ","    JD Relic    ,    Ash moua    ,    Adam Kapit    ,    Ryan S. Jhun   ","    JD Relic    ,    Ash moua    ,    Adam Kapit    ,    Ryan S. Jhun   ",2012,3
7218,tonight,타히티,여,김지향   ,"    Lauren Seymour    ,    JD Relic    ,    Ash moua    ,    Ryan S. Jhun   ","    Lauren Seymour    ,    JD Relic    ,    Ash moua    ,    Ryan S. Jhun   ",2012,3
7219,hastaluego,타히티,여,"이지은    ,    Ryan S. Jhun   ","    JD Relic    ,    Ash moua    ,    Ryan S. Jhun   ","    JD Relic    ,    Ash moua    ,    Ryan S. Jhun   ",2012,3
7220,prettyface,타히티,여,김이나   ,"    Antwann Frost    ,    Brande Kelley    ,    Ryan S. Jhun   ","    Antwann Frost    ,    Brande Kelley    ,    Ryan S. Jhun   ",2012,3
7221,don`tlietome,비비드,여,"함길수    ,    박성희   ",    함길수   ,    함길수   ,2013,3
7222,포브송,비비드,여,이상훈   ,    Hip Wave Sound   ,    Hip Wave Sound   ,2013,3
7223,saveit,비비드,여,,,,2013,3
7224,vivid,비비드,여,Hip Wave Sound   ,    Hip Wave Sound   ,    Hip Wave Sound   ,2013,3
7225,breathless,비비드,여,Hip Wave Sound   ,    Hip Wave Sound   ,    Hip Wave Sound   ,2013,3
7226,빠라바라밤,비비드,여,Hip Wave Sound   ,    Hip Wave Sound   ,    Hip Wave Sound   ,2013,3
7227,dadada,비비드,여,Hip Wave Sound   ,    Hip Wave Sound   ,    Hip Wave Sound   ,2013,3
7228,땡땡땡,비비드,여,Hip Wave Sound   ,    Hip Wave Sound   ,    Hip Wave Sound   ,2013,3
7229,24hour7days,비비드,여,Hip Wave Sound   ,    Hip Wave Sound   ,    Hip Wave Sound   ,2013,3
7230,queserasera,비비드,여,Hip Wave Sound   ,    Hip Wave Sound   ,    Hip Wave Sound   ,2013,3
7231,있을때잘해,비비드,여,Hip Wave Sound   ,    Hip Wave Sound   ,    Hip Wave Sound   ,2013,3
7232,and,비비드,여,Hip Wave Sound   ,    Hip Wave Sound   ,    Hip Wave Sound   ,2013,3
7233,playgirl,비비드,여,Hip Wave Sound   ,    Hip Wave Sound   ,    Hip Wave Sound   ,2013,3
7234,hurtheart,비비드,여,Hip Wave Sound   ,    Hip Wave Sound   ,    Hip Wave Sound   ,2013,3
7235,무서운이야기,비비드,여,,,,2013,3
7236,attentionme,비비드,여,,,,2013,3
7237,야이야,비비드,여,,,,2013,3
7238,allright,비비드,여,,,,2013,3
7239,딱걸렸어,비비드,여,,,,2013,3
7240,happytime,비비드,여,,,,2013,3
7241,예뻐,인피니트 에이치,남,"9999    ,    장동우 (인피니트)    ,    HOYA (호야)   ","    9999    ,    HOYA (호야)   ",    9999   ,2013,3
7242,어디안가(feat.양다일),인피니트 에이치,남,"라이머    ,    장동우 (인피니트)    ,    HOYA (호야)   ","    이현도    ,    Eniac    ,    키겐   ","    이현도    ,    Eniac   ",2013,3
7243,부딪쳐(feat.류수정of러블리즈),인피니트 에이치,남,"라이머    ,    장동우 (인피니트)    ,    HOYA (호야)   ","    ASSBRASS    ,    라이머   ",    ASSBRASS   ,2013,3
7244,"바빠서sorry(feat.스윙스,샴페인of샴페인&캔들)",인피니트 에이치,남,"장동우 (인피니트)    ,    HOYA (호야)    ,    스윙스    ,    HENNEY (헤니)   ","    ASSBRASS    ,    HENNEY (헤니)   ",    ASSBRASS   ,2013,3
7245,지킬앤하이드(feat.태완),인피니트 에이치,남,"라이머    ,    장동우 (인피니트)    ,    HOYA (호야)   ","    ASSBRASS    ,    라이머    ,    HOYA (호야)   ",    ASSBRASS   ,2013,3
7246,니가미치지않고서야(feat.산체스of팬텀),인피니트 에이치,남,"Xepy    ,    장동우 (인피니트)    ,    HOYA (호야)   ","    리시    ,    Xepy   ",    리시   ,2013,3
7247,victoriousway,인피니트 에이치,남,데드피 (DEADP)   ,    VidaLoca   ,    VidaLoca   ,2013,3
7248,specialgirl(feat.bumkey),인피니트 에이치,남,"빈지노 (Beenzino)    ,    범키   ",    프라이머리   ,    프라이머리   ,2013,3
7249,니가없을때(feat.zion.t),인피니트 에이치,남,"Zion.T    ,    릴보이 (긱스)    ,    루이 (긱스)   ",    Zion.T   ,"    Zion.T    ,    프라이머리    ,    GRAY (그레이)   ",2013,3
7250,못해(feat.개코ofdynamicduo),인피니트 에이치,남,"개코    ,    최자   ","    프라이머리    ,    개코   ",    프라이머리   ,2013,3
7251,flyhigh(feat.베이비소울),인피니트 에이치,남,팔로알토(Paloalto)   ,    프라이머리   ,    프라이머리   ,2013,3
7252,missingyou,제아 파이브,남,차쿤 (일렉트로보이즈)   ,"    별들의 전쟁    ,    차쿤 (일렉트로보이즈)    ,    미쓰리   ","    별들의 전쟁    ,    미쓰리   ",2013,3
7253,헤어지던날,제아 파이브,남,"용감한 형제    ,    별들의 전쟁   ","    용감한 형제    ,    별들의 전쟁   ","    용감한 형제    ,    별들의 전쟁   ",2013,3
7254,피앙세(fiancee),제아 파이브,남,"임광욱    ,    김창락    ,    Polar Monkeys   ","    임광욱    ,    김창락    ,    Polar Monkeys   ","    임광욱    ,    김창락    ,    Polar Monkeys   ",2013,3
7255,아리따운걸,제아 파이브,남,"라도    ,    북극곰   ","    라도    ,    북극곰   ",    라도   ,2013,3
7256,mistake,제아 파이브,남,"노는어린이    ,    레온    ,    황금두현   ","    노는어린이    ,    레온    ,    황금두현   ","    노는어린이    ,    레온    ,    황금두현   ",2013,3
7257,wildboy,히스토리,남,"장이정 (JANGYIJEONG)    ,    김시형   ","    장이정 (JANGYIJEONG)    ,    이어달리기   ","    장이정 (JANGYIJEONG)    ,    이어달리기   ",2013,3
7258,queen,히스토리,남,"장이정 (JANGYIJEONG)    ,    김시형   ","    장이정 (JANGYIJEONG)    ,    BlueRhythm   ",    BlueRhythm   ,2013,3
7259,"baby,hello",히스토리,남,"장이정 (JANGYIJEONG)    ,    송경일   ","    장이정 (JANGYIJEONG)    ,    송경일   ",    이어달리기   ,2013,3
7260,그럴때면(도균solo),히스토리,남,"나도균    ,    김태영   ","    나도균    ,    김태영   ",    김태영   ,2013,3
7261,lost,히스토리,남,장이정 (JANGYIJEONG)   ,"    장이정 (JANGYIJEONG)    ,    BlueRhythm   ","    장이정 (JANGYIJEONG)    ,    BlueRhythm   ",2013,3
7262,liar,히스토리,남,"장이정 (JANGYIJEONG)    ,    김재호    ,    김시형   ","    장이정 (JANGYIJEONG)    ,    김재호    ,    BlueRhythm   ",    BlueRhythm   ,2013,3
7263,mindgame,히스토리,남,D`DAY   ,"    신혁    ,    KZ    ,    Jordan Kyle    ,    DK    ,    Jarah Lafayette Gibson   ","    신혁    ,    Jordan Kyle   ",2013,3
7264,죽어버릴지도몰라,히스토리,남,"장이정 (JANGYIJEONG)    ,    김태영   ",    장이정 (JANGYIJEONG)   ,"    장이정 (JANGYIJEONG)    ,    김태영   ",2013,3
7265,ghost,히스토리,남,"KZ    ,    장이정 (JANGYIJEONG)   ","    KZ    ,    장이정 (JANGYIJEONG)   ",    KZ   ,2013,3
7266,slowdown,히스토리,남,이트라이브   ,    이트라이브   ,    이트라이브   ,2013,3
7267,1century(장이정solo),히스토리,남,장이정 (JANGYIJEONG)   ,"    BlueRhythm    ,    장이정 (JANGYIJEONG)   ",    BlueRhythm   ,2013,3
7268,igotu,히스토리,남,장이정 (JANGYIJEONG)   ,"    배진렬 (JR Groove)    ,    앤드류 최   ",    배진렬 (JR Groove)   ,2013,3
7269,psycho,히스토리,남,김이나   ,"    이민수    ,    East4A   ","    이민수    ,    East4A   ",2013,3
7270,태양은없다,히스토리,남,"KZ    ,    전다운    ,    미친감성   ","    KZ    ,    전다운    ,    미친감성   ","    KZ    ,    전다운    ,    미친감성   ",2013,3
7271,it`salright,히스토리,남,"김태성    ,    전준용   ","    앤드류 최    ,    220    ,    디즈   ",    디즈   ,2013,3
7272,bluemoon,히스토리,남,"장이정 (JANGYIJEONG)    ,    KZ   ","    KZ    ,    장이정 (JANGYIJEONG)   ","    장이정 (JANGYIJEONG)    ,    아르마딜로    ,    KZ   ",2013,3
7273,난너한테뭐야,히스토리,남,김이나   ,"    윤상    ,    East4A   ","    윤상    ,    East4A   ",2013,3
7274,hello,히스토리,남,"Deanfluenza    ,    김형규   ","    신혁    ,    Deanfluenza    ,    Jordan Kyle    ,    이윤지   ","    신혁    ,    Jordan Kyle   ",2013,3
7275,tomorrow,히스토리,남,D`DAY   ,    KZ   ,    KZ   ,2013,3
7276,신파,히스토리,남,김이나   ,    삼박자   ,    삼박자   ,2013,3
7277,열대야(tellmelove),히스토리,남,"키비    ,    HAAS   ","    임광욱    ,    e.one    ,    Jin Choi   ","    임광욱    ,    Jin Choi   ",2013,3
7278,blind,히스토리,남,민연재   ,"    Brent Paschke    ,    Jimmy Richard    ,    Gabriel Steve Lopez   ",    임광욱   ,2013,3
7279,marednight,히스토리,남,"배진렬 (JR Groove)    ,    김제로   ","    배진렬 (JR Groove)    ,    정우영   ","    배진렬 (JR Groove)    ,    정우영   ",2013,3
7280,whynot,히스토리,남,"이트라이브    ,    빅톤   ",    이트라이브   ,    이트라이브   ,2013,3
7281,dreamer(narr.아이유),히스토리,남,김이나   ,    이민수   ,    이민수   ,2013,3
7282,d-day,히스토리,남,"민연재    ,    남기상   ","    남기상    ,    권선익    ,    DAX   ","    남기상    ,    권선익    ,    DAX    ,    미호   ",2013,3
7283,thelasttime,히스토리,남,"KZ    ,    D`DAY   ",    KZ   ,    KZ   ,2013,3
7284,에덴의동쪽,엘씨나인,남,"이태건    ,    Ricky    ,    LC9   ",    정재엽   ,    정재엽   ,2013,3
7285,못난놈이웁니다,엘씨나인,남,이태건   ,"    정재엽    ,    박건우   ","    정재엽    ,    박건우   ",2013,3
7286,전초전,엘씨나인,남,,,,2013,3
7287,mamabeat(feat.가인),엘씨나인,남,에이팀   ,"    엔느    ,    에이팀   ",    에이팀   ,2013,3
7288,readysetgo,엘씨나인,남,,,,2013,3
7289,할수있어,핫젝갓알지,남,이용민   ,    이용민   ,    이용민   ,2013,3
7290,euphoria,방탄소년단,남,,,,2013,3
7291,magicshop,방탄소년단,남,,,,2013,3
7292,전하지못한진심(feat.steveaoki),방탄소년단,남,,,,2013,3
7293,trivia轉:seesaw,방탄소년단,남,,,,2013,3
7294,tear,방탄소년단,남,,,,2013,3
7295,epiphany,방탄소년단,남,,,,2013,3
7296,i`mfine,방탄소년단,남,,,,2013,3
7297,idol,방탄소년단,남,,,,2013,3
7298,answer:lovemyself,방탄소년단,남,,,,2013,3
7299,trivia起:justdance,방탄소년단,남,,,,2013,3
7300,bestofme,방탄소년단,남,,,,2013,3
7301,고민보다go,방탄소년단,남,,,,2013,3
7302,dna,방탄소년단,남,,,,2013,3
7303,anpanman,방탄소년단,남,,,,2013,3
7304,보조개,방탄소년단,남,,,,2013,3
7305,trivia承:love,방탄소년단,남,,,,2013,3
7306,micdrop,방탄소년단,남,,,,2013,3
7307,her,방탄소년단,남,,,,2013,3
7308,singularity,방탄소년단,남,,,,2013,3
7309,fakelove,방탄소년단,남,,,,2013,3
7310,intro:singularity,방탄소년단,남,,,,2013,3
7311,134340,방탄소년단,남,,,,2013,3
7312,낙원,방탄소년단,남,,,,2013,3
7313,lovemaze,방탄소년단,남,,,,2013,3
7314,airplanept.2,방탄소년단,남,,,,2013,3
7315,sowhat,방탄소년단,남,,,,2013,3
7316,outro:tear,방탄소년단,남,,,,2013,3
7317,intro:serendipity,방탄소년단,남,,,,2013,3
7318,piedpiper,방탄소년단,남,,,,2013,3
7319,outro:her,방탄소년단,남,,,,2013,3
7320,comebackhome,방탄소년단,남,"서태지    ,    RM    ,    j-hope    ,    Supreme Boi   ",    서태지   ,"    Supreme Boi    ,    Pdogg   ",2013,3
7321,intro:boymeetsevil,방탄소년단,남,,,,2013,3
7322,피땀눈물,방탄소년단,남,,,,2013,3
7323,begin,방탄소년단,남,,,,2013,3
7324,lie,방탄소년단,남,,,,2013,3
7325,stigma,방탄소년단,남,,,,2013,3
7326,firstlove,방탄소년단,남,,,,2013,3
7327,reflection,방탄소년단,남,,,,2013,3
7328,mama,방탄소년단,남,,,,2013,3
7329,awake,방탄소년단,남,,,,2013,3
7330,lost,방탄소년단,남,,,,2013,3
7331,btscypher4,방탄소년단,남,,,,2013,3
7332,amiwrong,방탄소년단,남,,,,2013,3
7333,21세기소녀,방탄소년단,남,,,,2013,3
7334,둘!셋!(그래도좋은날이더많기를),방탄소년단,남,,,,2013,3
7335,봄날,방탄소년단,남,,,,2013,3
7336,nottoday,방탄소년단,남,,,,2013,3
7337,outro:wings,방탄소년단,남,,,,2013,3
7338,asupplementarystory:youneverwalkalone,방탄소년단,남,,,,2013,3
7339,interlude:wings,방탄소년단,남,,,,2013,3
7340,epilogue:youngforever,방탄소년단,남,,,,2013,3
7341,ineedu,방탄소년단,남,,,,2013,3
7342,잡아줘(holdmetight),방탄소년단,남,,,,2013,3
7343,고엽,방탄소년단,남,,,,2013,3
7344,run,방탄소년단,남,,,,2013,3
7345,macity,방탄소년단,남,,,,2013,3
7346,뱁새,방탄소년단,남,,,,2013,3
7347,쩔어,방탄소년단,남,,,,2013,3
7348,불타오르네(fire),방탄소년단,남,,,,2013,3
7349,saveme,방탄소년단,남,,,,2013,3
7350,conversehigh,방탄소년단,남,,,,2013,3
7351,이사,방탄소년단,남,,,,2013,3
7352,whalien52,방탄소년단,남,,,,2013,3
7353,butterfly,방탄소년단,남,"방시혁    ,    Slow Rabbit    ,    Pdogg    ,    브라더수    ,    RM    ,    SUGA    ,    j-hope   ","    방시혁    ,    Slow Rabbit    ,    Pdogg    ,    브라더수    ,    RM    ,    SUGA    ,    j-hope   ","    RM    ,    SUGA    ,    j-hope   ",2013,3
7354,intro:nevermind,방탄소년단,남,"Slow Rabbit    ,    SUGA   ","    Slow Rabbit    ,    SUGA   ","    Slow Rabbit    ,    SUGA   ",2013,3
7355,skit:onenightinastrangecity,방탄소년단,남,"Pdogg    ,    방시혁    ,    Slow Rabbit   ","    Pdogg    ,    방시혁    ,    Slow Rabbit   ","    Pdogg    ,    방시혁    ,    Slow Rabbit   ",2013,3
7356,outro:houseofcards,방탄소년단,남,"Slow Rabbit    ,    브라더수    ,    방시혁   ","    Slow Rabbit    ,    브라더수    ,    방시혁   ","    Slow Rabbit    ,    브라더수    ,    방시혁   ",2013,3
7357,intro:화양연화,방탄소년단,남,,,,2013,3
7358,skit:expectation!,방탄소년단,남,,,,2013,3
7359,흥탄소년단,방탄소년단,남,,,,2013,3
7360,outro:loveisnotover,방탄소년단,남,,,,2013,3
7361,intro:whatamitoyou,방탄소년단,남,,,,2013,3
7362,danger,방탄소년단,남,,,,2013,3
7363,호르몬전쟁,방탄소년단,남,,,,2013,3
7364,힙합성애자,방탄소년단,남,,,,2013,3
7365,letmeknow,방탄소년단,남,,,,2013,3
7366,rain,방탄소년단,남,,,,2013,3
7367,btscypherpt.3:killer(feat.supremeboi),방탄소년단,남,,,,2013,3
7368,interlude:뭐해,방탄소년단,남,,,,2013,3
7369,핸드폰좀꺼줄래,방탄소년단,남,,,,2013,3
7370,이불킥,방탄소년단,남,,,,2013,3
7371,24/7=heaven,방탄소년단,남,,,,2013,3
7372,여기봐,방탄소년단,남,,,,2013,3
7373,2학년,방탄소년단,남,,,,2013,3
7374,outro:그게말이돼?,방탄소년단,남,,,,2013,3
7375,missright,방탄소년단,남,,,,2013,3
7376,intro:skoolluvaffair,방탄소년단,남,,,,2013,3
7377,상남자(boyinluv),방탄소년단,남,,,,2013,3
7378,skit:soulmate,방탄소년단,남,,,,2013,3
7379,어디에서왔는지,방탄소년단,남,,,,2013,3
7380,하루만,방탄소년단,남,,,,2013,3
7381,tomorrow,방탄소년단,남,,,,2013,3
7382,btscypherpart.2:triptych,방탄소년단,남,,,,2013,3
7383,등골브레이커,방탄소년단,남,,,,2013,3
7384,jump,방탄소년단,남,,,,2013,3
7385,outro:propose,방탄소년단,남,,,,2013,3
7386,btscypherpt.2:triptych,방탄소년단,남,,,,2013,3
7387,"intro:o!rul8,2?",방탄소년단,남,,,,2013,3
7388,n.o,방탄소년단,남,,,,2013,3
7389,weon,방탄소년단,남,,,,2013,3
7390,skit:ruhappynow?,방탄소년단,남,,,,2013,3
7391,ifiruledtheworld,방탄소년단,남,,,,2013,3
7392,coffee,방탄소년단,남,,,,2013,3
7393,btscypherpt.1,방탄소년단,남,,,,2013,3
7394,진격의방탄,방탄소년단,남,,,,2013,3
7395,팔도강산,방탄소년단,남,,,,2013,3
7396,outro:luvinskool,방탄소년단,남,,,,2013,3
7397,intro:2cool4skool(feat.djfriz),방탄소년단,남,,,,2013,3
7398,wearebulletproofpt.2,방탄소년단,남,,,,2013,3
7399,skit:circleroomtalk,방탄소년단,남,,,,2013,3
7400,nomoredream,방탄소년단,남,,,,2013,3
7401,좋아요,방탄소년단,남,,,,2013,3
7402,outro:circleroomcypher,방탄소년단,남,,,,2013,3
7403,whatu,스피드,남,"길다솜    ,    이다윤   ","    신혁    ,    Ben Parris    ,    Jordan Kyle    ,    Deanfluenza    ,    DK    ,    Jeffery Yoo   ","    신혁    ,    Ben Parris    ,    Jordan Kyle   ",2013,3
7404,rose,스피드,남,"e.one    ,    박세준   ","    e.one    ,    조재석   ","    e.one    ,    조재석   ",2013,3
7405,선물같은단한사람(babyu),스피드,남,"마르코    ,    제이켠   ",    마르코   ,    마르코   ,2013,3
7406,나를잊지말아요,스피드,남,"안영민    ,    오징징   ",    안영민   ,"    안영민    ,    오징징   ",2013,3
7407,lookatmenow,스피드,남,"신사동 호랭이    ,    북극곰   ","    신사동 호랭이    ,    북극곰   ",    신사동 호랭이   ,2013,3
7408,좀비파티,스피드,남,우태운   ,"    우태운    ,    라디오갤럭시   ",    라디오갤럭시   ,2013,3
7409,놀리러간다,스피드,남,우태운   ,"    우태운    ,    I AM   ","    신사동 호랭이    ,    라디오갤럭시   ",2013,3
7410,왜난꼭,스피드,남,"우태운    ,    라디오갤럭시   ","    우태운    ,    라디오갤럭시   ",    라디오갤럭시   ,2013,3
7411,focus,스피드,남,우태운   ,    라디오갤럭시   ,    라디오갤럭시   ,2013,3
7412,heymalady,스피드,남,우태운   ,"    우태운    ,    라디오갤럭시   ","    우태운    ,    라디오갤럭시   ",2013,3
7413,진통제,스피드,남,이단옆차기   ,"    조영수    ,    이단옆차기   ",    이단옆차기   ,2013,3
7414,통증,스피드,남,용감한 형제   ,"    용감한 형제    ,    코끼리 왕국   ","    코끼리 왕국    ,    이정민   ",2013,3
7415,빵빵,스피드,남,"이단옆차기    ,    David Kim    ,    우태운   ",    이단옆차기   ,    이단옆차기   ,2013,3
7416,슬픈약속(feat.다비치),스피드,남,,,,2013,3
7417,luvya,스피드,남,이단옆차기   ,    이단옆차기   ,    Ichiro Suezawa   ,2013,3
7418,지독히도가슴아픈사랑,스피드,남,,,,2013,3
7419,하루종일,스피드,남,,,,2013,3
7420,idoido(feat.더씨야),스피드,남,"이단옆차기    ,    David Kim    ,    우태운   ","    이단옆차기    ,    SEION   ",    이단옆차기   ,2013,3
7421,it`sover(onlyspeed),스피드,남,"김태주    ,    한서윤    ,    신사동 호랭이   ","    김태주    ,    한서윤    ,    신사동 호랭이   ","    김태주    ,    한서윤    ,    신사동 호랭이   ",2013,3
7422,talkaboutlove,소년공화국,남,,,,2013,3
7423,getdown,소년공화국,남,"서지음    ,    민수    ,    성준   ","    August Rigo    ,    Jarah Lafayette Gibson    ,    Kyle Coleman    ,    Greg Bonnick    ,    Hayden Chapman    ,    Ryan S. Jhun   ","    August Rigo    ,    Jarah Lafayette Gibson    ,    Kyle Coleman    ,    Greg Bonnick    ,    Hayden Chapman    ,    Ryan S. Jhun   ",2013,3
7424,지켜만봐,소년공화국,남,Mafly   ,"    신혁    ,    Beat&Keys    ,    Deanfluenza    ,    DK   ","    신혁    ,    Beat&Keys   ",2013,3
7425,v.i.p,소년공화국,남,"남기상    ,    강전명   ","    남기상    ,    박성진    ,    권선익    ,    김재웅   ","    박성진    ,    김재웅    ,    정규성   ",2013,3
7426,널위했던노래(원준solo),소년공화국,남,원준 (소년공화국)   ,"    원준 (소년공화국)    ,    인광   ","    원준 (소년공화국)    ,    인광   ",2013,3
7427,촛불(candlelove),소년공화국,남,"알고보니 혼수상태    ,    헬로굿보이   ","    알고보니 혼수상태    ,    헬로굿보이   ","    알고보니 혼수상태    ,    헬로굿보이   ",2013,3
7428,hello,소년공화국,남,"이단옆차기    ,    David Kim   ","    이단옆차기    ,    Homeboy   ","    Homeboy    ,    라디오갤럭시   ",2013,3
7429,진짜가나타났다,소년공화국,남,"이단옆차기    ,    David Kim    ,    민수   ","    이단옆차기    ,    영광의 얼굴들 (Full8loom)   ",    영광의 얼굴들 (Full8loom)   ,2013,3
7430,인형,소년공화국,남,"이단옆차기    ,    David Kim   ","    이단옆차기    ,    텐조와 타스코   ",    텐조와 타스코   ,2013,3
7431,pump,소년공화국,남,"신사동 호랭이    ,    LE (2LSON)   ","    Daniel Caesar    ,    Ludwig Lindell    ,    신사동 호랭이    ,    박근태   ","    Daniel Caesar    ,    Ludwig Lindell   ",2013,3
7432,가운데,소년공화국,남,"신사동 호랭이    ,    LE (2LSON)   ","    신사동 호랭이    ,    LE (2LSON)    ,    Brian Lee   ",    신사동 호랭이   ,2013,3
7433,몽유(somnambulance),소년공화국,남,,,,2013,3
7434,예쁘게입고나와,소년공화국,남,이단옆차기   ,"    이단옆차기    ,    텐조와 타스코   ",    텐조와 타스코   ,2013,3
7435,videogame,소년공화국,남,"17HOLIC    ,    박근태    ,    Jin Choi    ,    Mage    ,    오자현   ","    박근태    ,    Jin Choi    ,    Mage   ",    Jin Choi   ,2013,3
7436,i`mready(intro),소년공화국,남,,,,2013,3
7437,넌내게특별해,소년공화국,남,,,,2013,3
7438,뭐하러,소년공화국,남,,,,2013,3
7439,l.i.u,소년공화국,남,,,,2013,3
7440,전화해집에(partyrock),소년공화국,남,,,,2013,3
7441,specialgirl,소년공화국,남,,,,2013,3
7442,aguys,엔오엠,남,,,,2013,3
7443,밤에본한강(feat.은하of여자친구),프로씨,남,"이강    ,    Pro C (프로씨)   ","    이강    ,    구름   ",    구름   ,2013,3
7444,더사랑하는쪽이아프다(feat.에일리),프로씨,남,"Kohway    ,    버피 (BUFFY)    ,    무스 (MOOS)    ,    김원   ",    김원   ,    김원   ,2013,3
7445,나쁜기억(feat.케이윌),프로씨,남,"신종섭    ,    mNine (엠나인)    ,    Kohway    ,    신우섭   ","    신종섭    ,    신우섭   ","    신종섭    ,    신우섭   ",2013,3
7446,24/7,투윤,여,"이상호    ,    서재우 (TENTEN)    ,    서용배 (TENTEN)   ","    이상호    ,    서재우 (TENTEN)    ,    서용배 (TENTEN)   ","    서재우 (TENTEN)    ,    서용배 (TENTEN)   ",2013,3
7447,악몽(feat.정일훈ofbtob),투윤,여,"이상호    ,    마리오   ",    이상호   ,"    서재우 (TENTEN)    ,    서용배 (TENTEN)   ",2013,3
7448,whynot,투윤,여,윤혜주   ,"    Thomas Troelsen    ,    Robert S Nevil    ,    Keeley Hawkes    ,    Mich Hansen    ,    Mikkel Remee Sigvardt   ",    김진환   ,2013,3
7449,쎄쎄쎄(feat.kikaflo),투윤,여,"임상혁    ,    전지윤 (JENYER)    ,    박수석    ,    Kikaflo   ","    임상혁    ,    전지윤 (JENYER)    ,    박수석   ","    임상혁    ,    전지윤 (JENYER)    ,    박수석   ",2013,3
7450,blackswan(feat.낯선),투윤,여,"윤혜주    ,    낯선   ","    Ole Henrik Antonsen    ,    Claudia Mills    ,    Lars Aass   ",    김태호   ,2013,3
7451,아주흔한말,다소니,여,김희탐   ,"    신사동 호랭이    ,    라도   ","    신사동 호랭이    ,    이삭이   ",2013,3
7452,goodbye,다소니,여,"신사동 호랭이    ,    최규성   ","    신사동 호랭이    ,    최규성   ",    신사동 호랭이   ,2013,3
7453,그럴땐,레이디스 코드,여,정영   ,    두번째달   ,    두번째달   ,2013,3
7454,lorelei,레이디스 코드,여,신아녜스   ,"    NOPARI (MonoTree)    ,    신아녜스    ,    추대관 (MonoTree)   ","    추대관 (MonoTree)    ,    NOPARI (MonoTree)   ",2013,3
7455,therain,레이디스 코드,여,"GDLO (MonoTree)    ,    황현    ,    신아녜스   ","    황현    ,    오레오   ",    황현   ,2013,3
7456,janedoe,레이디스 코드,여,GDLO (MonoTree)   ,"    G-High (MonoTree)    ,    최영경   ",    G-High (MonoTree)   ,2013,3
7457,myflower,레이디스 코드,여,이주형 (MonoTree)   ,"    이주형 (MonoTree)    ,    NOPARI (MonoTree)   ",    NOPARI (MonoTree)   ,2013,3
7458,galaxy,레이디스 코드,여,"G-High (MonoTree)    ,    GDLO (MonoTree)   ","    G-High (MonoTree)    ,    최영경   ",    G-High (MonoTree)   ,2013,3
7459,chaconne,레이디스 코드,여,박지연 (MonoTree)   ,    추대관 (MonoTree)   ,    추대관 (MonoTree)   ,2013,3
7460,아파도웃을래,레이디스 코드,여,"서의범    ,    서유석    ,    소정 (레이디스 코드)   ","    서의범    ,    서유석   ","    서의범    ,    서유석   ",2013,3
7461,kisskiss,레이디스 코드,여,슈퍼창따이   ,    슈퍼창따이   ,    슈퍼창따이   ,2013,3
7462,미치게훅가게,레이디스 코드,여,"지훈    ,    안영민   ",    안영민   ,    안영민   ,2013,3
