,title,artist,gender,lyricist,composer,arranger,debut_year,generation
2971,갈증(smokyheart),동방신기,남,서지음   ,"    Brian Kennedy    ,    Dewain Whitmore   ","    Brian Kennedy    ,    Dewain Whitmore   ",2004,2
2972,loveagain,동방신기,남,장연정   ,"    김태성    ,    앤드류 최    ,    Fast Lane    ,    Sky Beatz   ",    Sky Beatz   ,2004,2
2973,뒷모습(steppin`),동방신기,남,전간디   ,"    임광욱    ,    Andrew Jackson    ,    Martin Hedegaard   ","    임광욱    ,    Andrew Jackson    ,    Martin Hedegaard   ",2004,2
2974,rise...,동방신기,남,최강창민 (MAX)   ,"    Jarkko Ehnqvist    ,    Pessi Levanto    ,    Martin Mulholland    ,    디즈   ",    이재명   ,2004,2
2975,11월...그리고(novemberwithlove),동방신기,남,"유노윤호 (U-KNOW)    ,    김우주   ","    유노윤호 (U-KNOW)    ,    진짜사나이   ","    유노윤호 (U-KNOW)    ,    진짜사나이    ,    B.O.K   ",2004,2
2976,항상곁에있을게(alwayswithyou),동방신기,남,"황현 (MonoTree)    ,    신아녜스   ",    황현 (MonoTree)   ,    황현 (MonoTree)   ,2004,2
2977,인생은빛났다(viva),동방신기,남,kenzie   ,    The Underdogs   ,    The Underdogs   ,2004,2
2978,iswear,동방신기,남,최강창민 (MAX)   ,    Mazeland   ,    황현 (MonoTree)   ,2004,2
2979,gorgeous,동방신기,남,김정배   ,"    kenzie    ,    앤드류 최   ",    kenzie   ,2004,2
2980,goodnight,동방신기,남,유영진   ,"    유한진    ,    유영진   ",    유한진   ,2004,2
2981,idon`tknow,동방신기,남,김부민   ,    Hitchhiker   ,    Hitchhiker   ,2004,2
2982,믿어요,동방신기,남,박창현   ,    박창현   ,    박창현   ,2004,2
2983,risingsun(순수),동방신기,남,유영진   ,    유영진   ,    유영진   ,2004,2
2984,o-正.反.合.(정반합),동방신기,남,유영진   ,    유영진   ,    유영진   ,2004,2
2985,주문(mirotic),동방신기,남,,,,2004,2
2986,왜(keepyourheaddown),동방신기,남,유영진   ,    유영진   ,    유영진   ,2004,2
2987,introduction~magenta~,동방신기,남,,,,2004,2
2988,이것만은알고가-독백-beforeugo(monologue),동방신기,남,유남용   ,"    유남용    ,    유한진   ",    유한진   ,2004,2
2989,maximum,동방신기,남,,,,2004,2
2990,믿기싫은이야기(howcani),동방신기,남,박창현   ,    박창현   ,    박창현   ,2004,2
2991,crazy,동방신기,남,김태성   ,"    김태성    ,    NODAY   ",    김태성   ,2004,2
2992,honeyfunnybunny,동방신기,남,,,,2004,2
2993,rumor,동방신기,남,,,,2004,2
2994,고백(confession),동방신기,남,,,,2004,2
2995,ourgame,동방신기,남,,,,2004,2
2996,she,동방신기,남,,,,2004,2
2997,아테나(athena),동방신기,남,,,,2004,2
2998,journey(feat.서현from소녀시대),동방신기,남,,,,2004,2
2999,rideintotheearth,동방신기,남,,,,2004,2
3000,악녀(areyouagoodgirl?),동방신기,남,,,,2004,2
3001,낙원(paradise),동방신기,남,"휘성 (Realslow)    ,    Kevin Kumar    ,    Sean Kumar   ","    Kevin Kumar    ,    Sean Kumar   ","    Kevin Kumar    ,    Sean Kumar   ",2004,2
3002,무지개(rainbow),동방신기,남,,,,2004,2
3003,openingment,동방신기,남,,,,2004,2
3004,사랑안녕사랑(lovebyelove)-micky,동방신기,남,Micky   ,    Micky   ,    Micky   ,2004,2
3005,그것만이내세상-hero,동방신기,남,,,,2004,2
3006,wrongnumber,동방신기,남,,,,2004,2
3007,반달,동방신기,남,,,,2004,2
3008,loveintheice,동방신기,남,,,,2004,2
3009,don`tsaygoodbye,동방신기,남,"김태성    ,    김지후   ","    김태성    ,    김지후   ","    김태성    ,    김지후   ",2004,2
3010,xiahtic(feat.key)-xiah,동방신기,남,,,,2004,2
3011,체크메이트(checkmate)-u-know,동방신기,남,"유노윤호 (U-KNOW)    ,    이찬우   ","    유노윤호 (U-KNOW)    ,    이찬우   ","    유노윤호 (U-KNOW)    ,    이찬우   ",2004,2
3012,spellboundoftvxq,동방신기,남,,,,2004,2
3013,crazylove,동방신기,남,,,,2004,2
3014,하하하쏭,동방신기,남,,,,2004,2
3015,closingment,동방신기,남,,,,2004,2
3016,songforyou,동방신기,남,,,,2004,2
3017,tonight,동방신기,남,유영진   ,"    유영진    ,    유한진   ",    유영진   ,2004,2
3018,secretgame,동방신기,남,,,,2004,2
3019,hey!(don`tbringmedown),동방신기,남,,,,2004,2
3020,소원(wish),동방신기,남,박준하   ,    박준하   ,    홍석   ,2004,2
3021,넌나의노래(you`remymelody),동방신기,남,"PASCAL GUYON    ,    김영후    ,    Sean Alexander    ,    Jimmy Andrew Richard   ","    PASCAL GUYON    ,    Sean Alexander    ,    Jimmy Andrew Richard   ","    PASCAL GUYON    ,    Sean Alexander    ,    Jimmy Andrew Richard   ",2004,2
3022,노을..바라보다(pictureofyou),동방신기,남,,,,2004,2
3023,사랑안녕사랑(lovebyelove),동방신기,남,Micky   ,    Micky   ,    Micky   ,2004,2
3024,flowerlady,동방신기,남,,,,2004,2
3025,잊혀진계절,동방신기,남,,,,2004,2
3026,clap!,동방신기,남,,,,2004,2
3027,purpleline(한국어버전),동방신기,남,,,,2004,2
3028,evergreen,동방신기,남,최강창민 (MAX)   ,    박유천   ,    LeeOn   ,2004,2
3029,여행기,동방신기,남,,,,2004,2
3030,천년연가(千年戀歌),동방신기,남,임보경   ,    Hisaishi Joe   ,    안정훈   ,2004,2
3031,한여름의크리스마스,동방신기,남,이정현   ,    이정현   ,    안익수   ,2004,2
3032,millionmen,동방신기,남,,,,2004,2
3033,hey!girl,동방신기,남,,,,2004,2
3034,youonlylove,동방신기,남,,,,2004,2
3035,crying-영웅개인기,동방신기,남,,,,2004,2
3036,ment,동방신기,남,,,,2004,2
3037,phantom-환영(幻影),동방신기,남,,,,2004,2
3038,remember,동방신기,남,,,,2004,2
3039,mypage-시아개인기,동방신기,남,,,,2004,2
3040,spokesman-유노개인기(feat.superjunior-동해),동방신기,남,,,,2004,2
3041,hiyaya여름날,동방신기,남,,,,2004,2
3042,one,동방신기,남,,,,2004,2
3043,세상에단하나뿐인마음(you`remymiracle),동방신기,남,,,,2004,2
3044,drive,동방신기,남,,,,2004,2
3045,dangerousmind,동방신기,남,,,,2004,2
3046,풍선(balloons),동방신기,남,,,,2004,2
3047,하루달,동방신기,남,김정배   ,    kenzie   ,    kenzie   ,2004,2
3048,allinvain,동방신기,남,,,,2004,2
3049,내가그대없이(whenwe`llbetogether),동방신기,남,kenzie   ,    kenzie   ,    kenzie   ,2004,2
3050,getmesome,동방신기,남,,,,2004,2
3051,i`llbethere,동방신기,남,,,,2004,2
3052,이제막시작된이야기(thestoryhasjustbegun),동방신기,남,,,,2004,2
3053,on&on,동방신기,남,,,,2004,2
3054,phantom환영(幻影),동방신기,남,,,,2004,2
3055,네곁에숨쉴수있다면(newsong),동방신기,남,,,,2004,2
3056,그리고…(holdingbackthetears),동방신기,남,,,,2004,2
3057,beautifulthing,동방신기,남,,,,2004,2
3058,whatevertheysay,동방신기,남,,,,2004,2
3059,(믹키개인기)여우비(likeweather),동방신기,남,,,,2004,2
3060,지금처럼,동방신기,남,,,,2004,2
3061,약속했던그때에(alwaysthere...),동방신기,남,,,,2004,2
3062,iwannaholdyou,동방신기,남,,,,2004,2
3063,(영웅개인기)발걸음,동방신기,남,,,,2004,2
3064,넌언제나,동방신기,남,,,,2004,2
3065,오아시스,동방신기,남,Kenzie   ,    Kenzie   ,    Kenzie   ,2004,2
3066,동방의투혼,동방신기,남,유영지   ,    유영지   ,    유영지   ,2004,2
3067,인사(performedby동방신기),동방신기,남,,,,2004,2
3068,showmeyourlove,동방신기,남,Kenzie   ,    Kenzie   ,    Kenzie   ,2004,2
3069,beautifullife,동방신기,남,,,,2004,2
3070,loveafterlove,동방신기,남,,,,2004,2
3071,loveis..,동방신기,남,Minuki   ,    김성훈   ,    김성훈   ,2004,2
3072,freeyourmind(feat.trax),동방신기,남,Young-Hu Kim   ,"    Young-hu Kim, William Pyon   ",    안익수   ,2004,2
3073,작은고백(loveisallineed),동방신기,남,Seung Jae Lee   ,    JoJo Bee for Xperimental Music   ,    JoJo Bee for Xperimental Music   ,2004,2
3074,공간(하늘과바다사이...-whisperof...),동방신기,남,황성제   ,    황성제   ,    황성제   ,2004,2
3075,너희들것이니까(iwish...),동방신기,남,박창학   ,    윤상   ,    황성제   ,2004,2
3076,아상신/我相信,동방신기,남,,,,2004,2
3077,tri-angle(삼각-마력/三角-魔力),동방신기,남,,,,2004,2
3078,thewayuare(니적양자/你的樣子),동방신기,남,,,,2004,2
3079,thefirstnoel,동방신기,남,,,,2004,2
3080,마법의성(magiccastle),동방신기,남,김광진   ,    김광진   ,    Kenzie   ,2004,2
3081,기도문(prayer),동방신기,남,,,,2004,2
3082,글로리아높으신이의탄생(angelswehaveheardonhigh),동방신기,남,,,,2004,2
3083,고요한밤거룩한밤(silentnightholynight),동방신기,남,,,,2004,2
3084,thanksto,동방신기,남,김수정   ,    이상인   ,    이상인   ,2004,2
3085,꼬마야,동방신기,남,,,,2004,2
3086,mylittleprincess(있잖아요...),동방신기,남,배화영   ,    황성제   ,    황성제   ,2004,2
3087,내여자친구가되어줄래?,동방신기,남,배화영   ,"    Ear    ,    Tommy La Verdi    ,    Daniel Pandher   ",    안익수   ,2004,2
3088,ineverletgo,동방신기,남,이윤재   ,    이윤재   ,    이윤재   ,2004,2
3089,옹달샘이야기-하나,동방신기,남,,,,2004,2
3090,옹달샘(mountainspring),동방신기,남,,,,2004,2
3091,옹달샘이야기-둘,동방신기,남,,,,2004,2
3092,throughtheforest,동방신기,남,이윤재   ,    이윤재   ,    이규원   ,2004,2
3093,hug,동방신기,남,,,,2004,2
3250,힘을내요,제이엔씨,남,우연석   ,"    우연석    ,    안성준   ",    이택승   ,2004,2
3251,넌모르는데,제이엔씨,남,이택승   ,    이택승   ,    이택승   ,2004,2
3252,하루가지나고,제이엔씨,남,김재덕   ,    김세진   ,"    안성준    ,    김대현   ",2004,2
3253,burninglife,제이엔씨,남,이택승   ,    이택승   ,    이택승   ,2004,2
3254,iknow,제이엔씨,남,이택승   ,    이택승   ,    이택승   ,2004,2
3255,but...,제이엔씨,남,오종혁   ,    오종혁   ,    이택승   ,2004,2
3256,널사랑한다고...(짝사랑),제이엔씨,남,우연석   ,    하현곤   ,    김대현   ,2004,2
3257,기억,제이엔씨,남,서정진   ,    서정진   ,    서정진   ,2004,2
3258,너의의미(duetwith장수원&오종혁),제이엔씨,남,서정진   ,"    서정진    ,    김세진   ",    서정진   ,2004,2
3259,kissfriend,제이엔씨,남,안성준   ,    안성준   ,    이택승   ,2004,2
3260,cowboy,제이엔씨,남,오종혁   ,    오종혁   ,    Ignite   ,2004,2
3261,notorious(feat.sophiya),트랙스,남,"소피야 (Sophiya)    ,    Todd Wright    ,    pH-1   ","    IMLAY    ,    GINJO    ,    Ross Lara    ,    Todd Wright    ,    소피야 (Sophiya)    ,    정모 (JUNGMO)    ,    pH-1   ","    Ross Lara    ,    IMLAY    ,    GINJO   ",2004,2
3262,길(road),트랙스,남,100%서정   ,    정모 (JUNGMO)   ,    정모 (JUNGMO)   ,2004,2
3263,가슴이차가운남자(letyougo),트랙스,남,,,,2004,2
3264,오!나의여신님(oh!mygoddess),트랙스,남,,,,2004,2
3265,창문(blind),트랙스,남,"Misfit    ,    정모 (JUNGMO)    ,    제이 (Jay)   ",    정모 (JUNGMO)   ,"    정모 (JUNGMO)    ,    히치하이커   ",2004,2
3266,하늘아,트랙스,남,,,,2004,2
3267,likeadream,트랙스,남,제이 (Jay)   ,    정모 (JUNGMO)   ,    히치하이커   ,2004,2
3268,knockknockknock,트랙스,남,,,,2004,2
3269,가슴속에묻어두겠지(goodbyetoromance),트랙스,남,,,,2004,2
3270,goodnews,트랙스,남,,,,2004,2
3271,tellmeyourlove,트랙스,남,기승주   ,"    최철호    ,    조용훈   ",    조용훈   ,2004,2
3272,let`splay,트랙스,남,,,,2004,2
3273,자기야(jagiyah),트랙스,남,조윤경   ,    MARK STEIN   ,    MARK STEIN   ,2004,2
3274,rush,트랙스,남,,,,2004,2
3275,태양의노래(runningmyway),트랙스,남,,,,2004,2
3276,onenight,트랙스,남,,,,2004,2
3277,아직은...나(icanchange),트랙스,남,박근철   ,    박근철   ,    박근철   ,2004,2
3278,치유(healing)(feat.keyfromshinee),트랙스,남,휘성 (Realslow)   ,    정모 (JUNGMO)   ,"    정모 (JUNGMO)    ,    유한진   ",2004,2
3279,끝나지않은이야기(don`tleaveme),트랙스,남,,,,2004,2
3280,운명,트랙스,남,김태희   ,    김진훈   ,    김진훈   ,2004,2
3281,목소리,트랙스,남,전해성   ,    전해성   ,    최원혁   ,2004,2
3282,그자리에,트랙스,남,"김기범    ,    김진훈   ",    김진훈   ,    김진훈   ,2004,2
3283,alone,트랙스,남,태훈   ,    LeeOn   ,    LeeOn   ,2004,2
3284,gogo,트랙스,남,"김성수    ,    박준하   ",    김성수   ,"    김성수    ,    박준하   ",2004,2
3285,mytears,트랙스,남,조윤경   ,    홍석   ,    홍석   ,2004,2
3286,영혼을감싸안아(embraceone`ssoul),트랙스,남,,,,2004,2
3287,축제(carnival),트랙스,남,,,,2004,2
3288,초우(初雨)(coldrain),트랙스,남,Kenzie   ,    Kenzie   ,    Kenzie   ,2004,2
3289,liez,트랙스,남,,,,2004,2
3290,paradise,트랙스,남,김성수   ,    김성수   ,    김성수   ,2004,2
3291,crazy,트랙스,남,김성수   ,"    김성수    ,    박준하   ","    김성수    ,    박준하   ",2004,2
3292,totaleclipse,트랙스,남,,,,2004,2
3293,thislove,트랙스,남,"김성수    ,    박준하   ","    김성수    ,    박준하   ","    김성수    ,    박준하   ",2004,2
3294,sadweddingsong,트랙스,남,,,,2004,2
3295,paradox(bonustrack),트랙스,남,유영진   ,"    유영진    ,    Groovie. K   ",    유영진   ,2004,2
3296,너없이,트랙스,남,Kenzie   ,    Anders Grahn   ,    Kenzie   ,2004,2
3297,scorpio,트랙스,남,"Macdonnell Douglass    ,    Typhoon   ",    Yoshiki   ,    Yoshiki   ,2004,2
3298,beattraitor,트랙스,남,조윤경   ,    Nagano   ,    Nagano   ,2004,2
3299,knife,트랙스,남,"Yukinojo Mori, 윤정, 조윤경   ",    Masanori Takumi   ,    Masanori Takumi   ,2004,2
3300,ontheroad,트랙스,남,Kenzie   ,    Kenzie   ,    Kenzie   ,2004,2
3301,areyouready,트랙스,남,RoseBeetz   ,    RoseBeetz   ,    Groovie. K   ,2004,2
3302,백마탄왕자,엘프,여,,,,2004,2
3303,prettypoison,엘프,여,,,,2004,2
3304,슬픈기적,엘프,여,,,,2004,2
3305,찬바람이불면,엘프,여,,,,2004,2
3306,paradise,제이하트,여,제이하트 (J.Heart)   ,    제이하트 (J.Heart)   ,    제이하트 (J.Heart)   ,2004,2
3307,shutupandjustdance,제이하트,여,제이하트 (J.Heart)   ,    제이하트 (J.Heart)   ,    제이하트 (J.Heart)   ,2004,2
3308,첫차타고가(stayupallnight),제이하트,여,제이하트 (J.Heart)   ,    제이하트 (J.Heart)   ,"    Ashtray    ,    이용우   ",2004,2
3309,callmyname,제이하트,여,원펀치   ,    원펀치   ,    원펀치   ,2004,2
3310,ㅅㄹㅎ,제이하트,여,제이하트 (J.Heart)   ,    제이하트 (J.Heart)   ,"    Ashtray    ,    이용우   ",2004,2
3311,tellme,제이하트,여,제이하트 (J.Heart)   ,    제이하트 (J.Heart)   ,    제이하트 (J.Heart)   ,2004,2
3312,낭중지추(囊中之錐),컬러링 베이비 7공주,여,"임희선, 원일   ",    임희선   ,    임희선   ,2004,2
3313,꼬방꼬방,컬러링 베이비 7공주,여,,,,2004,2
3314,소중한사람,컬러링 베이비 7공주,여,김영아   ,    전준규   ,    전준규   ,2004,2
3315,해피크리스마스,컬러링 베이비 7공주,여,여지원   ,    권규진   ,    권규진   ,2004,2
3316,엄마의나무,컬러링 베이비 7공주,여,김태윤   ,    김진훈   ,    김진훈   ,2004,2
3317,첫사랑,컬러링 베이비 7공주,여,김성태   ,    김성태   ,    김성태   ,2004,2
3318,하하호호,컬러링 베이비 7공주,여,"배은정    ,    윤현성   ",    윤현성   ,    윤현성   ,2004,2
3319,혼자만의여행,컬러링 베이비 7공주,여,,,,2004,2
3320,고백하는날,컬러링 베이비 7공주,여,이원숙   ,"    곽영준    ,    박채원   ",    곽영준   ,2004,2
3321,놀러와,컬러링 베이비 7공주,여,김영아   ,    전준규   ,    전준규   ,2004,2
3322,사랑+,컬러링 베이비 7공주,여,정진환   ,    김민   ,    김민   ,2004,2
3323,가족,컬러링 베이비 7공주,여,김영아   ,    전준규   ,    전준규   ,2004,2
3324,축하합니다,컬러링 베이비 7공주,여,김태윤   ,    전준규   ,    전준규   ,2004,2
3325,러브송,컬러링 베이비 7공주,여,김영아   ,    전준규   ,    전준규   ,2004,2
3326,12월의기도,컬러링 베이비 7공주,여,윤영주   ,    김진훈   ,    김진훈   ,2004,2
3327,캐롤선물상자,컬러링 베이비 7공주,여,외국곡   ,    외국곡   ,    박세준   ,2004,2
3328,주문을걸어,컬러링 베이비 7공주,여,윤영주   ,    김성태   ,    김성태   ,2004,2
3329,봄하루(포스코cf),컬러링 베이비 7공주,여,김태윤   ,    전준규   ,    전준규   ,2004,2
3330,스윗하트,컬러링 베이비 7공주,여,"정은경, 이종성   ",    전준규   ,    전준규   ,2004,2
3331,사랑의마법,컬러링 베이비 7공주,여,정은경   ,    전준규   ,    전준규   ,2004,2
3332,슬픈연가,컬러링 베이비 7공주,여,김영아   ,    윤현성   ,    윤현성   ,2004,2
3333,바다,컬러링 베이비 7공주,여,정은경   ,    전준규   ,    전준규   ,2004,2
3334,잠자는숲속공주의슬픈사랑이야기,컬러링 베이비 7공주,여,정은경   ,    박세준   ,    표건수   ,2004,2
3335,가을소나타,컬러링 베이비 7공주,여,김영아   ,    김진훈   ,    김진훈   ,2004,2
3336,천사에게,컬러링 베이비 7공주,여,정진환   ,    전준규   ,    전준규   ,2004,2
3337,우유쏭,컬러링 베이비 7공주,여,박찬석   ,    박찬석   ,    박찬석   ,2004,2
3338,blacksuit,슈퍼주니어,남,"이스란    ,    조윤경    ,    오민주    ,    임정효    ,    ESBEE   ","    Martin Hoberg Hedegaard    ,    Coach & Sendo   ","    Martin Hoberg Hedegaard    ,    Coach & Sendo   ",2005,2
3339,scenestealer,슈퍼주니어,남,은혁 (EUNHYUK)   ,"    Joseph    ,    Davey Nate    ,    Prince Chapelle    ,    Phillip Guillory    ,    MZMC    ,    Otha `Vakseen` Davis III   ","    Joseph    ,    Phillip Guillory   ",2005,2
3340,me&u,슈퍼주니어,남,"이유진    ,    송민주(Jam Factory)    ,    조윤경    ,    은혁 (EUNHYUK)   ","    Jamil `Digi` Chammas    ,    Justin Lucas    ,    M.BRONX    ,    SanFilippo    ,    Anthony Pavel    ,    MZMC   ","    Jamil `Digi` Chammas    ,    Justin Lucas    ,    Anthony Pavel   ",2005,2
3341,비처럼가지마요(onemorechance),슈퍼주니어,남,"동해 (DONGHAE)    ,    제이덥 (JDUB)    ,    은혁 (EUNHYUK)   ","    동해 (DONGHAE)    ,    제이덥 (JDUB)   ",    제이덥 (JDUB)   ,2005,2
3342,gooddayforagoodday,슈퍼주니어,남,"조윤경    ,    박성희    ,    은혁 (EUNHYUK)   ","    Didrik Thott    ,    Josef Melin    ,    Chris Meyer   ",    Josef Melin   ,2005,2
3343,runaway,슈퍼주니어,남,신아녜스   ,"    Onestar    ,    추대관 (MonoTree)    ,    적재   ","    추대관 (MonoTree)    ,    적재   ",2005,2
3344,superduper,슈퍼주니어,남,"Team One Sound    ,    이특 (LEETEUK)   ","    Team One Sound    ,    이특 (LEETEUK)   ","    Team One Sound    ,    IMLAY   ",2005,2
3345,theluckyones,슈퍼주니어,남,"서지음    ,    진리 (Full8loom)   ","    Lee Paul Williams    ,    Jorgen Elofsson    ,    Anton Mĺrtensson   ","    Lee Paul Williams    ,    Jorgen Elofsson    ,    Anton Mĺrtensson   ",2005,2
3346,예뻐보여(girlfriend),슈퍼주니어,남,"이스란    ,    은혁 (EUNHYUK)   ",    다비 (DAVII)   ,    다비 (DAVII)   ,2005,2
3347,안아줄게(hug),슈퍼주니어,남,"예성 (YESUNG)    ,    민연재   ","    Phenomenotes    ,    예성 (YESUNG)   ",    권박사   ,2005,2
3348,spinup!,슈퍼주니어,남,"조윤경    ,    희철 (HEECHUL)    ,    은혁 (EUNHYUK)   ","    Mike Woods    ,    Kevin White    ,    신혁    ,    Cameron Edward Neilson    ,    MZMC   ",    Rice n` Peas   ,2005,2
3349,시간차(toolate),슈퍼주니어,남,서지음   ,"    Cesar Peralta    ,    Christopher Golighty    ,    Francia Lopez    ,    ANTHONY LEE   ",    Cesar Peralta   ,2005,2
3350,ido(두번째고백),슈퍼주니어,남,"Yoda    ,    민연재    ,    1월 8일    ,    희철 (HEECHUL)   ","    신혁    ,    Jeff Lewis    ,    배민수    ,    $un    ,    Mrey   ","    신혁    ,    배민수    ,    $un    ,    Mrey   ",2005,2
3351,losiento(feat.kard),슈퍼주니어,남,"kenzie    ,    희철 (HEECHUL)    ,    은혁 (EUNHYUK)   ","    Daniel Obi Klein    ,    Charli Taft    ,    Andreas Oberg    ,    Juan Salinas    ,    Oscar “Skillz” Salinas   ","    Daniel Obi Klein    ,    Play-N-Skillz   ",2005,2
