,title,artist,gender,lyricist,composer,arranger,debut_year,generation
3918,너는어디에,초신성,남,최갑원   ,"    김도훈 (RBW)    ,    한상원   ",    한상원   ,2007,2
3919,romance,초신성,남,"민명기    ,    박동규   ",    민명기   ,"    박동규    ,    송대기   ",2007,2
3920,onceagain,초신성,남,최갑원   ,"    PJ    ,    김도훈 (RBW)   ",    PJ   ,2007,2
3921,유리잔,초신성,남,이희승   ,    한성호   ,    문정규   ,2007,2
3922,한마디말을못해서,초신성,남,한성호   ,    한성호   ,    한승훈   ,2007,2
3923,lovehunter,초신성,남,,,,2007,2
3924,hit,초신성,남,,,,2007,2
3925,파라다이스(메인테마),티맥스,남,"오준성    ,    은종태   ",    오준성   ,    오준성   ,2007,2
3926,sayyes,티맥스,남,"태훈    ,    황성제   ",    황성제   ,    황성제   ,2007,2
3927,그녀가울어,티맥스,남,정진환   ,    이영주   ,    이영주   ,2007,2
3928,believe,티맥스,남,이승민   ,"    홍정수    ,    박영민   ","    홍정수    ,    박영민   ",2007,2
3929,세상끝에서,티맥스,남,"김태영    ,    박성운   ","    김태영    ,    박성운   ","    김태영    ,    박성운   ",2007,2
3930,해줄수있는말,티맥스,남,슈퍼창따이   ,    슈퍼창따이   ,    슈퍼창따이   ,2007,2
3931,까불지마,티맥스,남,슈퍼창따이   ,    슈퍼창따이   ,    슈퍼창따이   ,2007,2
3932,borntothemax(intro),티맥스,남,를(LEL)   ,    를(LEL)   ,    를(LEL)   ,2007,2
3933,마리,티맥스,남,를(LEL)   ,    를(LEL)   ,    를(LEL)   ,2007,2
3934,심장이열번뛰기전에,티맥스,남,슈퍼창따이   ,    슈퍼창따이   ,    슈퍼창따이   ,2007,2
3935,하나가될수있게(interlude),티맥스,남,를(LEL)   ,    를(LEL)   ,    를(LEL)   ,2007,2
3936,saymyname,티맥스,남,,,,2007,2
3937,가자go,티맥스,남,"라이머    ,    비즈니즈   ","    라이머    ,    마스터키   ","    슈퍼창따이    ,    마스터키   ",2007,2
3938,이런놈이야,티맥스,남,,,,2007,2
3939,나쁜널,티맥스,남,,,,2007,2
3940,romanticblues,티맥스,남,,,,2007,2
3941,변덕쟁이,티맥스,남,,,,2007,2
3942,한번쯤은,티맥스,남,,,,2007,2
3943,원해,티맥스,남,신민철   ,    신민철   ,    서재하   ,2007,2
3944,준비o.k(junbeo.k)(김준solo),티맥스,남,김준   ,    황성제   ,"    황성제    ,    G-High (MonoTree)   ",2007,2
3945,왜그랬어(feat.김준)(신민철solo),티맥스,남,"윤현성    ,    신민철   ","    신민철    ,    류광민   ",    서재하   ,2007,2
3946,눈물이말라(박윤화solo),티맥스,남,"류광민    ,    신민철   ","    류광민    ,    서재하   ",    서재하   ,2007,2
3947,나쁜마음을먹게해(클럽버전),티맥스,남,,,,2007,2
3948,wishurmylove(withj),티맥스,남,김하늘   ,    박근철   ,    박근철   ,2007,2
3949,openingtitle(파라다이스intro),티맥스,남,"오준성    ,    은종태   ",    오준성   ,    오준성   ,2007,2
3950,널사랑해,티맥스,남,신민철   ,    류광민   ,    윤현성   ,2007,2
3951,blooming,티맥스,남,강우경   ,    류광민   ,    윤현성   ,2007,2
3952,lionheart,티맥스,남,,,,2007,2
3953,openupmyheart,티맥스,남,,,,2007,2
3954,충치,티맥스,남,,,,2007,2
3955,bangbangboom！,티맥스,남,신민철   ,    류광민   ,    류광민   ,2007,2
3956,girltalk,타키온,남,,,,2007,2
3957,feelyourbreeze,타키온,남,,,,2007,2
3958,아니면,타키온,남,,,,2007,2
3959,여름밤의꿈,에프티 아일랜드,남,"한성호    ,    김창락    ,    김수빈   ","    김창락    ,    김수빈   ","    이상호    ,    이후상    ,    밍키 (RBW)   ",2007,2
3960,dancewithu,에프티 아일랜드,남,"최종훈 (FT아일랜드)    ,    김재양   ","    김창락    ,    조세희   ",    조세희   ,2007,2
3961,nowhere,에프티 아일랜드,남,이재진 (FT아일랜드)   ,"    이재진 (FT아일랜드)    ,    이홍기 (FT아일랜드)    ,    정진욱    ,    Design88   ",    정진욱   ,2007,2
3962,fadeout(feat.유나ofaoa),에프티 아일랜드,남,"이홍기 (FT아일랜드)    ,    일 (IL)   ","    이홍기 (FT아일랜드)    ,    일 (IL)   ",    일 (IL)   ,2007,2
3963,whoiam,에프티 아일랜드,남,"이홍기 (FT아일랜드)    ,    김동원   ","    이홍기 (FT아일랜드)    ,    김동원   ",    고진영   ,2007,2
3964,원해,에프티 아일랜드,남,이재진 (FT아일랜드)   ,"    이재진 (FT아일랜드)    ,    Chris Wahle   ",    Chris Wahle   ,2007,2
3965,wind,에프티 아일랜드,남,이홍기 (FT아일랜드)   ,"    이홍기 (FT아일랜드)    ,    일 (IL)   ","    일 (IL)    ,    Suzuki `Daichi` Hideyuki   ",2007,2
3966,travel,에프티 아일랜드,남,"이홍기 (FT아일랜드)    ,    이재진 (FT아일랜드)   ","    이홍기 (FT아일랜드)    ,    일 (IL)   ",    일 (IL)   ,2007,2
3967,thenight,에프티 아일랜드,남,이재진 (FT아일랜드)   ,"    이재진 (FT아일랜드)    ,    Andy Platts    ,    이상호   ",    Andy Platts   ,2007,2
3968,너를그린다,에프티 아일랜드,남,최종훈 (FT아일랜드)   ,"    최종훈 (FT아일랜드)    ,    김창락    ,    MAGNUS FUNEMYR   ",    MAGNUS FUNEMYR   ,2007,2
3969,saveme,에프티 아일랜드,남,"김동원    ,    Big Brother   ","    이홍기 (FT아일랜드)    ,    김동원    ,    Big Brother    ,    STAINBOYS   ","    Big Brother    ,    STAINBOYS   ",2007,2
3970,stillwithyou,에프티 아일랜드,남,"최민환 (FT아일랜드)    ,    이상윤   ","    미나리꽁    ,    Yusuke Watada   ",    정진욱   ,2007,2
3971,voice,에프티 아일랜드,남,"이홍기 (FT아일랜드)    ,    Big Brother   ","    Big Brother    ,    이홍기 (FT아일랜드)    ,    이재진 (FT아일랜드)    ,    STAINBOYS   ","    STAINBOYS    ,    Big Brother   ",2007,2
3972,parade,에프티 아일랜드,남,"이홍기 (FT아일랜드)    ,    Big Brother   ","    이홍기 (FT아일랜드)    ,    Big Brother    ,    STAINBOYS   ","    STAINBOYS    ,    Big Brother   ",2007,2
3973,nobetterdays,에프티 아일랜드,남,"최종훈 (FT아일랜드)    ,    이상윤   ","    최종훈 (FT아일랜드)    ,    김창락    ,    Erik Lidbom   ",    Erik Lidbom   ,2007,2
3974,나무,에프티 아일랜드,남,"이재진 (FT아일랜드)    ,    김동원   ","    이재진 (FT아일랜드)    ,    김동원   ","    이재진 (FT아일랜드)    ,    김동원   ",2007,2
3975,outoflove,에프티 아일랜드,남,"이홍기 (FT아일랜드)    ,    Jamil Kazmi   ",    Hong`s Tower   ,    TIENOWA   ,2007,2
3976,takemenow,에프티 아일랜드,남,"이홍기 (FT아일랜드)    ,    Jamil Kazmi   ",    Hong`s Tower   ,    Yuzuru Kusugo   ,2007,2
3977,lose,에프티 아일랜드,남,이재진 (FT아일랜드)   ,"    이재진 (FT아일랜드)    ,    김동원   ",    AKKIN   ,2007,2
3978,가면,에프티 아일랜드,남,최종훈 (FT아일랜드)   ,"    최종훈 (FT아일랜드)    ,    한승훈   ",    TIENOWA   ,2007,2
3979,너에게물들어,에프티 아일랜드,남,"최종훈 (FT아일랜드)    ,    이진호   ","    최종훈 (FT아일랜드)    ,    고진영   ",    고진영   ,2007,2
3980,standbyme,에프티 아일랜드,남,이재진 (FT아일랜드)   ,"    이재진 (FT아일랜드)    ,    김재양    ,    박현우   ","    김재양    ,    박현우   ",2007,2
3981,paparazzi,에프티 아일랜드,남,"최종훈 (FT아일랜드)    ,    송승현 (FT아일랜드)    ,    이진호   ",    최종훈 (FT아일랜드)   ,    TIENOWA   ,2007,2
3982,wonderfullife,에프티 아일랜드,남,이홍기 (FT아일랜드)   ,    Hong`s Tower   ,    Corin.   ,2007,2
3983,weare...,에프티 아일랜드,남,이홍기 (FT아일랜드)   ,    Hong`s Tower   ,"    박현우    ,    정진욱   ",2007,2
3984,puppy,에프티 아일랜드,남,"이홍기 (FT아일랜드)    ,    Kenn Kato   ","    이홍기 (FT아일랜드)    ,    Corin   ",    Corin   ,2007,2
3985,tothelight,에프티 아일랜드,남,"이재진 (FT아일랜드)    ,    이홍기 (FT아일랜드)   ","    이재진 (FT아일랜드)    ,    이진호    ,    최재열   ",    Corin.   ,2007,2
3986,빛,에프티 아일랜드,남,이홍기 (FT아일랜드)   ,    이홍기 (FT아일랜드)   ,    Corin.   ,2007,2
3987,please,에프티 아일랜드,남,최종훈 (FT아일랜드)   ,"    최종훈 (FT아일랜드)    ,    이진호   ",    AKKIN   ,2007,2
3988,heygirl,에프티 아일랜드,남,"최종훈 (FT아일랜드)    ,    이재진 (FT아일랜드)   ","    최종훈 (FT아일랜드)    ,    김재양    ,    박현우   ",    AKKIN   ,2007,2
3989,pray,에프티 아일랜드,남,"최종훈 (FT아일랜드)    ,    이홍기 (FT아일랜드)    ,    이재진 (FT아일랜드)    ,    송승현 (FT아일랜드)   ",    최종훈 (FT아일랜드)   ,    AKKIN   ,2007,2
3990,그림자,에프티 아일랜드,남,이재진 (FT아일랜드)   ,    이재진 (FT아일랜드)   ,    Suzuki `Daichi` Hideyuki   ,2007,2
3991,bpm69,에프티 아일랜드,남,"이홍기 (FT아일랜드)    ,    이재진 (FT아일랜드)   ","    이재진 (FT아일랜드)    ,    고진영    ,    박현우   ",    Suzuki `Daichi` Hideyuki   ,2007,2
3992,doyouknowwhy?,에프티 아일랜드,남,이홍기 (FT아일랜드)   ,"    최종훈 (FT아일랜드)    ,    장영수   ",    Suzuki `Daichi` Hideyuki   ,2007,2
3993,timeto,에프티 아일랜드,남,이재진 (FT아일랜드)   ,"    이재진 (FT아일랜드)    ,    고진영    ,    박현우   ",    Corin.   ,2007,2
3994,blackchocolate,에프티 아일랜드,남,"이홍기 (FT아일랜드)    ,    Kenn Kato   ","    이홍기 (FT아일랜드)    ,    이진호    ,    최재열   ",    Corin.   ,2007,2
3995,befree,에프티 아일랜드,남,"최종훈 (FT아일랜드)    ,    이재진 (FT아일랜드)   ","    Kouta Okochi    ,    Corin.   ",    Corin.   ,2007,2
3996,freedom,에프티 아일랜드,남,이홍기 (FT아일랜드)   ,    Corin.   ,    Corin.   ,2007,2
3997,beloved,에프티 아일랜드,남,"이홍기 (FT아일랜드)    ,    이재진 (FT아일랜드)   ","    이재진 (FT아일랜드)    ,    Suzuki `Daichi` Hideyuki   ",    Suzuki `Daichi` Hideyuki   ,2007,2
3998,shinin`on,에프티 아일랜드,남,이홍기 (FT아일랜드)   ,    Minoru Komorita (小森田實)   ,    Chokkaku   ,2007,2
3999,stay,에프티 아일랜드,남,이홍기 (FT아일랜드)   ,"    최종훈 (FT아일랜드)    ,    Corin.   ",    Corin.   ,2007,2
4000,morningcoffee,에프티 아일랜드,남,이재진 (FT아일랜드)   ,"    이재진 (FT아일랜드)    ,    장영수   ",    Suzuki `Daichi` Hideyuki   ,2007,2
4001,lastlovesong,에프티 아일랜드,남,최종훈 (FT아일랜드)   ,"    최종훈 (FT아일랜드)    ,    장영수   ","    최종훈 (FT아일랜드)    ,    Corin.   ",2007,2
4002,오렌지색하늘,에프티 아일랜드,남,이홍기 (FT아일랜드)   ,"    이홍기 (FT아일랜드)    ,    한성호    ,    장영수   ",    Ichiro Suezawa   ,2007,2
4003,beautiful,에프티 아일랜드,남,이홍기 (FT아일랜드)   ,    Kunio Tago (多胡邦夫)   ,    Suzuki `Daichi` Hideyuki   ,2007,2
4004,onmyway,에프티 아일랜드,남,이홍기 (FT아일랜드)   ,"    이홍기 (FT아일랜드)    ,    장영수    ,    신민규   ",    Corin.   ,2007,2
4005,미치도록,에프티 아일랜드,남,한성호   ,"    Twoface    ,    이상호   ","    Twoface    ,    이상호   ",2007,2
4006,가질수없는너,에프티 아일랜드,남,최종훈 (FT아일랜드)   ,"    최종훈 (FT아일랜드)    ,    한승훈    ,    R307   ","    한승훈    ,    R307   ",2007,2
4007,thewayintoyou,에프티 아일랜드,남,"이재진 (FT아일랜드)    ,    신민규   ","    이재진 (FT아일랜드)    ,    신민규   ",    신민규   ,2007,2
4008,siren,에프티 아일랜드,남,"이홍기 (FT아일랜드)    ,    아리    ,    R307   ","    이홍기 (FT아일랜드)    ,    R307   ",    R307   ,2007,2
4009,memory,에프티 아일랜드,남,"이홍기 (FT아일랜드)    ,    한성호    ,    R307   ","    이홍기 (FT아일랜드)    ,    R307   ",    R307   ,2007,2
4010,fallingstar,에프티 아일랜드,남,"이재진 (FT아일랜드)    ,    이희승    ,    Vinyl House   ","    이재진 (FT아일랜드)    ,    Vinyl House   ",    Vinyl House   ,2007,2
4011,tryagain,에프티 아일랜드,남,"최종훈 (FT아일랜드)    ,    이희승   ",    최종훈 (FT아일랜드)   ,    Vinyl House   ,2007,2
4012,alwayswithyou,에프티 아일랜드,남,"이홍기 (FT아일랜드)    ,    한승훈   ","    이홍기 (FT아일랜드)    ,    한승훈   ",    한승훈   ,2007,2
4013,좋겠어(iwish),에프티 아일랜드,남,한성호   ,"    김도훈 (RBW)    ,    이상호   ",    이상호   ,2007,2
4014,너의말,에프티 아일랜드,남,김재양   ,"    한승훈    ,    전근화   ","    한승훈    ,    신민규   ",2007,2
4015,staywithme,에프티 아일랜드,남,"한승훈    ,    이홍기 (FT아일랜드)   ",    한승훈   ,"    한승훈    ,    신민규   ",2007,2
4016,u(alliwantisyou),에프티 아일랜드,남,김재양   ,"    한승훈    ,    최종훈 (FT아일랜드)   ",    Vinyl House   ,2007,2
4017,보내주자...,에프티 아일랜드,남,한성호   ,    한승훈   ,    한승훈   ,2007,2
4018,paperplane,에프티 아일랜드,남,"이재진 (FT아일랜드)    ,    김재양   ","    이재진 (FT아일랜드)    ,    Corin   ",    Corin   ,2007,2
4019,wannago(세상끝나지않는노래),에프티 아일랜드,남,이재진 (FT아일랜드)   ,"    송승현 (FT아일랜드)    ,    최민환 (FT아일랜드)    ,    Corin   ",    Corin   ,2007,2
4020,life,에프티 아일랜드,남,이홍기 (FT아일랜드)   ,    최종훈 (FT아일랜드)   ,    Corin   ,2007,2
4021,compass(그길),에프티 아일랜드,남,,,,2007,2
4022,letitgo!,에프티 아일랜드,남,"최종훈 (FT아일랜드)    ,    김재양   ","    최종훈 (FT아일랜드)    ,    Corin   ",    Corin   ,2007,2
4023,지독하게,에프티 아일랜드,남,한성호   ,"    김도훈 (RBW)    ,    이상호   ",    이상호   ,2007,2
4024,친구마저잃었다,에프티 아일랜드,남,이희승   ,    한승훈   ,    한승훈   ,2007,2
4025,난못난사람입니다,에프티 아일랜드,남,이희승   ,    김재양   ,    김재양   ,2007,2
4026,다큰남자가...,에프티 아일랜드,남,이승호   ,    한승훈   ,    한승훈   ,2007,2
4027,애인이돼주길바래요,에프티 아일랜드,남,한성호   ,"    최종훈 (FT아일랜드)    ,    한승훈   ","    한승훈    ,    고진영    ,    박현우   ",2007,2
4028,새들처럼,에프티 아일랜드,남,지근식   ,    지근식   ,"    한승훈    ,    김태영    ,    싸이져   ",2007,2
4029,상심,에프티 아일랜드,남,홍재선   ,    홍재선   ,    김재양   ,2007,2
4030,그대눈물까지도,에프티 아일랜드,남,오지훈   ,    오지훈   ,    한승훈   ,2007,2
4031,이별아닌이별,에프티 아일랜드,남,오태호   ,    오태호   ,    jakcong   ,2007,2
4032,신사동그사람,에프티 아일랜드,남,정은이   ,    남국인   ,    신민규   ,2007,2
4033,꼭은아니더라도,에프티 아일랜드,남,한성호   ,"    한성호    ,    한승훈   ",    한승훈   ,2007,2
4034,hellohello,에프티 아일랜드,남,,,,2007,2
4035,oh,에프티 아일랜드,남,,,,2007,2
4036,널갖겠다,에프티 아일랜드,남,,,,2007,2
4037,고백합니다,에프티 아일랜드,남,,,,2007,2
4038,sunshinegirl,에프티 아일랜드,남,,,,2007,2
4039,슬픈언약식,에프티 아일랜드,남,,,,2007,2
4040,사랑사랑사랑,에프티 아일랜드,남,"김도훈 (RBW)    ,    이상호    ,    마리오   ","    김도훈 (RBW)    ,    이상호   ",    이상호   ,2007,2
4041,굳은살이박혀버려..,에프티 아일랜드,남,한성호   ,    한승훈   ,    한승훈   ,2007,2
4042,babylove,에프티 아일랜드,남,,,,2007,2
4043,미친듯이너하나만,에프티 아일랜드,남,,,,2007,2
4044,돈키호테의노래,에프티 아일랜드,남,"한경혜    ,    한성호    ,    김해경   ","    최종훈 (FT아일랜드)    ,    한승훈   ","    최종훈 (FT아일랜드)    ,    한승훈   ",2007,2
4045,you`llbemyheart,에프티 아일랜드,남,,,,2007,2
4046,사랑하기때문에,에프티 아일랜드,남,유재하   ,    유재하   ,    FTISLAND (FT아일랜드)   ,2007,2
4047,러브레터(ft.triple),에프티 아일랜드,남,,,,2007,2
4048,멀리멀리(ft.triple),에프티 아일랜드,남,,,,2007,2
4049,꼬집어봐도(ft.triple),에프티 아일랜드,남,,,,2007,2
4050,lie,에프티 아일랜드,남,,,,2007,2
4051,사랑이왔나봐,에프티 아일랜드,남,,,,2007,2
4052,asongforyou,에프티 아일랜드,남,,,,2007,2
4053,빙빙빙,에프티 아일랜드,남,,,,2007,2
4054,바래,에프티 아일랜드,남,,,,2007,2
4055,천사와나무꾼,에프티 아일랜드,남,,,,2007,2
4056,결혼해줘,에프티 아일랜드,남,,,,2007,2
4057,꼭은아니더라도...,에프티 아일랜드,남,한성호   ,"    한성호    ,    전훈   ",    한승훈   ,2007,2
4058,첫눈에알아,에프티 아일랜드,남,한성호   ,"    한성호    ,    전훈   ",    김재양   ,2007,2
4059,보내주기,에프티 아일랜드,남,명인희   ,    김보민   ,    김보민   ,2007,2
4060,못난이,에프티 아일랜드,남,,,,2007,2
4061,남의속도모르고,에프티 아일랜드,남,,,,2007,2
4062,미우나고우나,에프티 아일랜드,남,,,,2007,2
4063,소녀를만나다(소나기),에프티 아일랜드,남,,,,2007,2
4064,troublemaker,에프티 아일랜드,남,,,,2007,2
4065,사랑하는법을몰라서,에프티 아일랜드,남,,,,2007,2
4066,첫키스,에프티 아일랜드,남,,,,2007,2
4067,사랑이야,에프티 아일랜드,남,최갑원   ,"    이상호    ,    김도훈 (RBW)   ",    이상호   ,2007,2
4068,그대는사랑입니다,에프티 아일랜드,남,한성호   ,    한성호   ,    한성호   ,2007,2
4069,loveis,에프티 아일랜드,남,한성호   ,    한성호   ,    한성호   ,2007,2
4070,train,에프티 아일랜드,남,,,,2007,2
4071,너올때까지,에프티 아일랜드,남,,,,2007,2
4072,primadonna(encore),에프티 아일랜드,남,,,,2007,2
4073,나쁜여자야,에프티 아일랜드,남,,,,2007,2
4074,인형처럼,에프티 아일랜드,남,,,,2007,2
4075,마법,에프티 아일랜드,남,한성호   ,    한승훈   ,    한승훈   ,2007,2
4076,missingyou,에프티 아일랜드,남,,,,2007,2
4077,그대와나,에프티 아일랜드,남,,,,2007,2
4078,어쩌란말이야,에프티 아일랜드,남,한성호   ,    한승훈   ,    한승훈   ,2007,2
4079,reoreo,에프티 아일랜드,남,,,,2007,2
4080,집착,에프티 아일랜드,남,한성호   ,    한성호   ,    문정규   ,2007,2
4081,눈물이더가까운사람,에프티 아일랜드,남,류재현   ,"    류재현    ,    한승훈   ",    한승훈   ,2007,2
4082,남자의첫사랑은무덤까지간다,에프티 아일랜드,남,한경혜   ,    윤건   ,    PEEJAY   ,2007,2
4083,한사람만,에프티 아일랜드,남,"한성호    ,    이원기   ",    한승훈   ,    한승훈   ,2007,2
4084,프리마돈나,에프티 아일랜드,남,,,,2007,2
4085,사랑앓이,에프티 아일랜드,남,,,,2007,2
4086,행복합니다,에프티 아일랜드,남,한성호   ,    한성호   ,    김재양   ,2007,2
4087,너를사랑해(loveis...),에프티 아일랜드,남,안영민   ,    조영수   ,    조영수   ,2007,2
4088,heaven,에프티 아일랜드,남,안영민   ,    조영수   ,    조영수   ,2007,2
4089,너의안부를물을때,에프티 아일랜드,남,한성호   ,"    한승훈    ,    김재양   ",    한승훈   ,2007,2
4090,바램,에프티 아일랜드,남,한성호   ,    한성호   ,    한승훈   ,2007,2
4091,내오랜그녀와해야할일,에프티 아일랜드,남,이희승   ,"    한승훈    ,    김재양   ",    김재양   ,2007,2
4092,사랑후애(僞愛),에프티 아일랜드,남,한성호   ,    한성호   ,    한승훈   ,2007,2
4093,여자는몰라,에프티 아일랜드,남,한성호   ,    한승훈   ,    한승훈   ,2007,2
4094,멋쟁이vs예쁜이(ftvspri),에프티 아일랜드,남,한성호   ,    한승훈   ,"    한승훈    ,    김재양   ",2007,2
4095,외워두기,에프티 아일랜드,남,한성호   ,    한승훈   ,    한승훈   ,2007,2
4096,미워하고원망하고,에프티 아일랜드,남,한성호   ,    한성호   ,    김재양   ,2007,2
4097,1분1초도,에프티 아일랜드,남,강은경   ,    김재양   ,    김재양   ,2007,2
4098,사랑하지마요,에프티 아일랜드,남,한성호   ,    김재양   ,    김재양   ,2007,2
4099,사랑이라부르는이름,에프티 아일랜드,남,한성호   ,    한성호   ,    김재양   ,2007,2
4100,천둥,에프티 아일랜드,남,안영민   ,    조영수   ,    조영수   ,2007,2
4101,눈물이흐른다,에프티 아일랜드,남,"민명기    ,    송대기   ",    민명기   ,    송대기   ,2007,2
4102,한가지말,에프티 아일랜드,남,한성호   ,    한성호   ,    한승훈   ,2007,2
4103,하지말래요,에프티 아일랜드,남,한경혜   ,    윤건   ,    서재하   ,2007,2
4104,마중,에프티 아일랜드,남,,,,2007,2
4105,사랑을보았나봐,에프티 아일랜드,남,한성호   ,    이경섭   ,    이경섭   ,2007,2
4106,ftisland,에프티 아일랜드,남,이희승   ,    Yoshihiko Chino (知野芳彦)   ,    Yoshihiko Chino (知野芳彦)   ,2007,2
4107,talkaboutlove,카라,여,,,,2007,2
4108,starlight,카라,여,"이주형 (MonoTree)    ,    추대관 (MonoTree)   ","    이주형 (MonoTree)    ,    추대관 (MonoTree)   ","    이주형 (MonoTree)    ,    추대관 (MonoTree)   ",2007,2
4109,cupid,카라,여,"e.one    ,    이제이 쇼    ,    낯선   ","    e.one    ,    이제이 쇼   ","    e.one    ,    이제이 쇼   ",2007,2
4110,그땐그냥,카라,여,어벤전승   ,    어벤전승   ,    어벤전승   ,2007,2
4111,iluvme,카라,여,"남기상    ,    강전명   ","    남기상    ,    권선익    ,    김재웅    ,    정택준   ","    김재웅    ,    정택준   ",2007,2
4112,white,카라,여,김영아   ,"    전준규    ,    더 준   ",    이준엽   ,2007,2
4113,myangel,카라,여,,,,2007,2
4114,세상속으로,카라,여,,,,2007,2
4115,live,카라,여,"이단옆차기    ,    David Kim   ","    이단옆차기    ,    SEION   ","    이단옆차기    ,    SEION   ",2007,2
4116,맘마미아,카라,여,이단옆차기   ,"    이단옆차기    ,    Homeboy    ,    텐조와 타스코   ",    이단옆차기   ,2007,2
4117,sogood,카라,여,"이단옆차기    ,    David Kim   ","    이단옆차기    ,    텐조와 타스코   ",    텐조와 타스코   ,2007,2
4118,멜랑꼴리(24/7),카라,여,"이단옆차기    ,    David Kim   ","    이단옆차기    ,    SEION   ",    SEION   ,2007,2
4119,빨간불,카라,여,"이단옆차기    ,    David Kim   ","    이단옆차기    ,    텐조와 타스코   ",    텐조와 타스코   ,2007,2
4120,이야기,카라,여,"박규리 (카라)    ,    한승연    ,    구하라 (카라)   ",    SEION   ,    SEION   ,2007,2
4121,beautifulnight,카라,여,"노는어린이    ,    황금두현   ","    노는어린이    ,    심만주   ","    노는어린이    ,    심만주   ",2007,2
4122,loveletter,카라,여,"ZigZag Note    ,    이찬미   ",    ZigZag Note   ,    ZigZag Note   ,2007,2
4123,나비(나루토질풍전1기엔딩),카라,여,,,,2007,2
4124,둘중에하나(runaway),카라,여,"심은지    ,    김희영   ","    심은지    ,    이민영   ","    심은지    ,    이민영   ",2007,2
4125,숙녀가못돼(damagedlady),카라,여,"한재호    ,    김승수    ,    송수윤   ","    이창현    ,    한재호    ,    김승수   ","    이창현    ,    한재호    ,    김승수    ,    홍승현   ",2007,2
4126,1+1,카라,여,배진렬 (JR Groove)   ,"    배진렬 (JR Groove)    ,    홍주희   ",    배진렬 (JR Groove)   ,2007,2
4127,inthegame,카라,여,,,,2007,2
4128,followme,카라,여,박혜수   ,"    유선균    ,    NODAY    ,    김지환   ","    유선균    ,    NODAY    ,    김지환   ",2007,2
4129,smoothie,카라,여,"짱가    ,    이기 (오레오)    ,    노주환   ","    짱가    ,    이기 (오레오)    ,    노주환   ","    짱가    ,    이기 (오레오)    ,    노주환   ",2007,2
4130,2night,카라,여,영광의 얼굴들 (Full8loom)   ,"    영광의 얼굴들 (Full8loom)    ,    GENTLEMAN   ",    영광의 얼굴들 (Full8loom)   ,2007,2
4131,way,카라,여,송수윤   ,"    한재호    ,    김승수   ","    한재호    ,    김승수    ,    홍승현   ",2007,2
4132,pandora,카라,여,송수윤   ,"    한재호    ,    김승수    ,    YUE   ","    한재호    ,    김승수    ,    홍승현    ,    YUE   ",2007,2
4133,idiot,카라,여,"황현 (MonoTree)    ,    송수윤   ",    황현 (MonoTree)   ,"    황현 (MonoTree)    ,    홍승현   ",2007,2
4134,그리운날엔(missu),카라,여,송수윤   ,"    한재호    ,    김승수    ,    안준성   ","    한재호    ,    김승수    ,    홍승현    ,    안준성   ",2007,2
4135,loveisfire,카라,여,송수윤   ,"    한재호    ,    김승수   ","    한재호    ,    김승수   ",2007,2
4136,별을따다줘,카라,여,전창엽   ,    전창엽   ,    김장원   ,2007,2
4137,step,카라,여,송수윤   ,"    한재호    ,    김승수   ","    한재호    ,    김승수    ,    홍승현   ",2007,2
4138,rider,카라,여,"유현상    ,    장재민   ","    유현상    ,    장재민   ","    유현상    ,    장재민   ",2007,2
4139,strawberry,카라,여,"유현상    ,    장재민   ","    유현상    ,    장재민   ","    유현상    ,    장재민   ",2007,2
4140,따라와,카라,여,"유현상    ,    박세현    ,    장재민   ","    유현상    ,    박세현    ,    장재민   ","    유현상    ,    박세현    ,    장재민   ",2007,2
4141,date(myboy),카라,여,"노는어린이    ,    장상욱   ",    노는어린이   ,    노는어린이   ,2007,2
4142,내마음을담아서(dearkamilia),카라,여,박해인   ,    Simon Isogai   ,    Simon Isogai   ,2007,2
4143,편지할께요,카라,여,노영심   ,    김형석   ,    김형석   ,2007,2
4144,점핑(jumping),카라,여,송수윤   ,"    한재호    ,    김승수   ","    한재호    ,    김승수    ,    홍승현   ",2007,2
4145,loveis,카라,여,송수윤   ,"    한재호    ,    김승수   ","    한재호    ,    김승수    ,    홍승현   ",2007,2
4146,burn,카라,여,송수윤   ,"    한재호    ,    김승수   ","    한재호    ,    김승수    ,    홍승현   ",2007,2
4147,binks,카라,여,송수윤   ,"    한재호    ,    김승수   ","    한재호    ,    김승수    ,    홍승현   ",2007,2
4148,with,카라,여,,,,2007,2
4149,2me(투미),카라,여,주영훈   ,    주영훈   ,    주영훈   ,2007,2
4150,we`rewithyou,카라,여,"한재호    ,    송수윤    ,    김승수   ","    한재호    ,    김승수   ","    한재호    ,    김승수   ",2007,2
4151,빙글빙글,카라,여,,,,2007,2
4152,tastylove,카라,여,"한재호    ,    김승수    ,    송수윤   ","    한재호    ,    김승수   ","    한재호    ,    김승수    ,    홍승현   ",2007,2
4153,루팡(lupin),카라,여,"한재호    ,    김승수    ,    송수윤   ","    한재호    ,    김승수   ","    한재호    ,    김승수    ,    홍승현   ",2007,2
4154,umbrella,카라,여,"한재호    ,    김승수    ,    송수윤   ","    한재호    ,    김승수   ","    한재호    ,    김승수    ,    안준성   ",2007,2
4155,rollin`,카라,여,한상원   ,    한상원   ,    윤영민   ,2007,2
4156,lonely,카라,여,"한재호    ,    김승수    ,    송수윤   ",    이주형 (MonoTree)   ,    이주형 (MonoTree)   ,2007,2
4157,길,카라,여,,,,2007,2
