,artist,member_num,gender,idol_id,agency_old,agency_new,artist_m,debut_y,debut_t,fan
57,디베이스,3 (5),남,100688,,H2,"송지훈, 제드",2001.0,,296
58,쥬얼리,3,여,101487,,스타제국,"김은정, 하주연, 김예원, 박세미",2001.0,사랑해,1572
59,투야,3,여,100786,,Astars,,2001.0,봐,410
60,알,4,여,100883,,매스컴,,2001.0,,38
61,보이스코,4,여,101262,,자이브레코드,,2001.0,,63
62,밀크,4,여,101444,,SM,박희본,2001.0,Come To Me,622
63,블랙 비트,5,남,101735,,SM,,2002.0,,268
64,보이스립,3,남,102453,,,,2002.0,,14
65,큐오큐,5,남,101758,,상마인드,정철,2002.0,,82
66,제이워크,2,남,102409,,,"장수원, 김재덕",2002.0,Suddenly,10071
67,악동 클럽 (디 에이디),5,남,262503,,GM,,2002.0,Remember,114
68,파이브,4,남,103326,,에이치앤제이,"장해영, 서지원, 우정태, 김현수",2002.0,Girl,882
69,슈가,4,여,101447,,스타월드,"아유미, 하린",2001.0,,571
70,신비,3,여,102370,,SM,,2002.0,To My Friend,172
71,스위티,3,여,101483,,YG,이은주,2002.0,,147
72,러브,3,여,102454,,싸이더스HQ,전혜빈,2002.0,Orange Girl,130
73,데자부,4,여,103492,,,,2002.0,Run,147
74,동방신기,2 (5),남,108316,,SM,"유노윤호 (U-KNOW), 최강창민 (MAX)",2004.0,Hug,37982
75,버즈,5,,160091,,산타뮤직,"민경훈, 손성희, 윤우현, 신준기, 김예준",2003.0,어쩌면...,52759
76,에스,3,남,107744,,SM,"신혜성, 강타 (KANGTA), 이지훈",2003.0,I Swear,3837
77,스맥스,3,남,107408,,시즌,,2003.0,,34
78,테이크,5,남,105789,,Blue,"장성재, 신승희",2003.0,,4407
79,모닝,4,여,105688,,,,2003.0,,183
80,제이엔씨,6,남,160801,,키스,"우연석, 오종혁, 김상혁, 장수원, 김재덕",2004.0,하루가 지나고,701
81,트랙스,2 (4),남,108965,,SM,"제이 (JAY), 정모 (JUNGMO)",2004.0,Paradox,1266
82,엘프,4,여,108892,,STN,,2004.0,,3
83,제이하트,3,여,674319,,MPLAN,,2004.0,,109
84,컬러링 베이비 7공주,7,여,108299,,예스플러스,,2004.0,러브송,792
85,슈퍼주니어,11 (13),남,175404,,SM,"신동 (SHINDONG), 예성 (YESUNG), 성민 (SUNGMIN), 규현 (KYUHYUN), 려욱 (RYEOWOOK), 강인 (KANGIN), 동해 (DONGHAE), 희철 (HEECHUL), 시원 (SIWON), 이특 (LEETEUK), 은혁 (EUNHYUK), 기범",2005.0,Twins (Knock Out),50552
86,파란,5,남,173323,,NH미디어,"라이언, 피오(P.O), 에이스",2005.0,첫사랑,1528
87,더블에스오공일,5,남,170541,,DSP미디어,"김현중, 김형준, 박정민, 허영생, 김규종",2005.0,경고,5432
88,키스 파이브,5,여,164035,,ADbell,,2005.0,,13
89,천상지희 더 그레이스,4,여,168015,,SM,"다나 (DANA), 선데이 (SUNDAY), 스테파니 (STEPHANIE), 린아 (LINA)",2005.0,Too Good,993
90,오렌지,3,여,175002,,오렌지,,2005.0,,15
91,배틀,6,남,209785,,굿,"진태화, 크리스, 리오, 류, 휘찬",2006.0,,302
92,빅뱅,5,남,198094,,YG,"태양, G-DRAGON, 대성, T.O.P, 승리",2006.0,We Belong Together,305165
93,씽,4,남,209489,,씽,,2006.0,In Your Hands,125
94,브라운 아이드 걸스,4,여,181694,내가네트워크,미스틱,"제아, 나르샤 (Brown Eyed Girls), 미료, 가인",2006.0,다가와서,16715
95,에이시아,4,여,184426,,예당,,2006.0,,22
96,초신성,6,남,229544,,마루,"성제 (초신성), 지혁 (초신성), 건일 (초신성), 윤학 (초신성), 성모 (초신성), 광수 (초신성)",2007.0,Hit,412
97,티맥스,3,남,227372,,플래닛구공오,"신민철, 김준, 주찬양 (티맥스)",2007.0,Blooming,438
98,타키온,3,남,224625,,J&H미디어,,2007.0,,31
99,에프티 아일랜드,5,남,226490,,FNC,"이홍기 (FT아일랜드), 이재진 (FT아일랜드), 최민환 (FT아일랜드), 최종훈 (FT아일랜드), 송승현 (FT아일랜드)",2007.0,사랑앓이,27336
100,카라,4,여,222128,,DSP미디어,"박규리 (카라), 한승연, 구하라 (카라), 허영지 (카라)",2007.0,Break It,14437
101,베이비 복스 리브,5,여,100032,,DR뮤직,"심은진, 간미연, 윤은혜",1997.0,머리 하는 날,1248
102,써니힐,4 (5),여 (혼),229494,,로엔,"주비, 승아, 미성, 코타",2007.0,통화 연결음,14283
103,원더걸스,4 (5),여,217764,,JYP,"유빈 (Yubin), 핫펠트 (예은), 선미, 혜림 (원더걸스)",2007.0,Irony (아이러니),34083
104,소녀시대,8 (9),여,228069,,SM,"태연 (TAEYEON), 써니 (SUNNY), 유리 (YURI), 수영 (SOOYOUNG), 티파니 (TIFFANY), 서현 (SEOHYUN), 윤아 (YOONA), 효연 (HYOYEON)",2007.0,다시 만난 세계 (Into The New World),105431
105,유키스,5 (10),남,259928,,NH미디어,"수현 (U-Kiss), 기섭 (U-Kiss), 일라이 (U-Kiss), 케빈 (U-Kiss), 훈 (U-Kiss), 준 (U-Kiss)",2008.0,어리지 않아,2246
106,스매쉬 (토니 & 스매쉬),5 (6),남,257968,,TN,"세계, 제리, 나루, 한방, 히로",2008.0,,106
107,에이스타일,6,남,243727,,DSP미디어,,2008.0,,164
108,샤이니,4 (5),남,247639,,SM,"종현 (JONGHYUN), 키 (KEY), 태민 (TAEMIN), 온유 (ONEW), 민호 (MINHO)",2008.0,누난 너무 예뻐,119353
109,투에이엠,4,남,253866,,JYP,"조권, 이창민, 슬옹, 진운",2008.0,이노래,9210
110,투피엠,6 (7),남,259822,,JYP,"닉쿤, 택연, 장우영, 준호, 찬성, 준케이 (JUN. K)",2008.0,10점 만점에 10점,21685
111,슈아이,5,남,431440,,예전미디어,"인석, 창현, 형준, 민호, 진석",,,61
112,엠블랙,3 (5),남,436980,,제이튠캠프,"지오 (G.O), 승호 (MBLAQ), 미르 (MBLAQ)",2009.0,Oh Yeah,12394
113,비스트,5 (6),남,436981,,큐브,"윤두준, 용준형, 양요섭, 이기광, 손동운, 장현승",2009.0,Bad Girl,151740
114,애프터 스쿨,4 (10),여,322666,,플레디스,"유이 (애프터스쿨), 정아 (애프터스쿨), 리지 (오렌지 캬라멜), 나나 (애프터스쿨), 레이나 (Raina), 이영 (애프터스쿨), 가은 (애프터스쿨)",2009.0,AH,4917
115,투애니원,4,여,406712,,YG,"산다라박, 박봄, CL",2009.0,Fire,51682
116,포미닛,5,여,417985,,큐브,"현아, 허가윤 (4minute), 전지윤 (JENYER), 남지현 (4minute), 권소현 (4minute)",2009.0,Hot Issue,17355
117,티아라,4 (6),여,412000,,MBK,"은정 (티아라), 효민 (티아라), 지연, 큐리 (티아라)",2009.0,좋은 사람 Ver.1,19138
118,에프엑스,4 (5),여,428501,,SM,"크리스탈 (KRYSTAL), 루나 (LUNA), 빅토리아 (VICTORIA), 엠버 (AMBER)",2009.0,라차타 (LA chA TA),66583
119,햄,3 (4),여,433421,,이연,"수진, 가현, 효니",2009.0,,213
120,시크릿,1 (4),여,435121,,TS,"송지은, 전효성, 정하나, 한선화",2009.0,I Want You Back,10626
121,레인보우,7,여,440320,,DSP미디어,"김재경, 현영 (레인보우), 고우리, 지숙, 노을, 오승아, 정윤혜",2009.0,Gossip Girl,7040
122,남녀공학,10,혼,13149,,코어콘텐츠미디어,"한빛효영, 한별혜원, 강행, 정우 (스피드), 우태운, 이노, 성민 (스피드), 찬미, 서은교, 종국 (스피드)",2010.0,Too Late (Part.1),419
123,씨엔블루,4,남,450801,,FNC,"정용화 (CNBLUE), 이종현 (CNBLUE), 강민혁 (CNBLUE), 이정신 (CNBLUE)",2010.0,외톨이야,25001
124,제국의 아이들,9,남,449941,,스타제국,"황광희, 문준영 (ZE:After), 임시완, Kevin, 김태헌, 정희철, 하민우, 박형식, 김동준",2010.0,Mazeltov,4178
125,제이와이제이,3,남,499453,,씨제스,"김재중, 박유천, XIA (준수)",2010.0,Empty,35231
126,대국남아,5,남,459644,,씽(오픈월드),"미카, 가람, 현민, 인준 (대국남아), Jay",2010.0,동경소년,753
127,인피니트,6 (7),남,476181,,울림,"김성규, 엘 (인피니트), 장동우 (인피니트), 남우현, 이성열 (인피니트), 이성종 (인피니트)",2010.0,다시 돌아와,123946
128,틴탑,5 (6),남,483581,,티오피미디어,"C.A.P, 니엘, 천지, 창조, Ricky",2010.0,박수 (Clap),19983
129,디엠티엔,6,남,494501,,아이에스엔터미디어그룹,"다니엘, 이나티, 지수, 동림, 사이먼",2010.0,Round 1,602
130,터치,4 (7),남,106246,,YYJ,"선웅, 성용, 재욱, 철민, 강현",2010.0,,104
131,지디 앤 탑,2,남,512321,,YG,"G-DRAGON, T.O.P",2010.0,뻑이가요,29332
132,씨스타,4,여,473181,,스타쉽,"효린, 소유 (SOYOU), 다솜 (씨스타), 보라 (씨스타)",2010.0,Push Push (푸시 푸시),75079
133,오렌지캬라멜,3,여,477632,,플레디스,"리지 (오렌지 캬라멜), 나나 (애프터스쿨), 레이나 (Raina)",2010.0,마법소녀 (魔法少女),12476
134,미쓰에이,2 (4),여,481481,,JYP,"수지 (SUZY), 민, 페이, 지아",2010.0,Bad Girl Good Girl,22207
135,걸스데이,4,여,482762,,드림티,"소진 (걸스데이), 민아 (걸스데이), 유라 (걸스데이), 혜리 (걸스데이)",2010.0,갸우뚱,59218
136,나인뮤지스,5 (9),여,465680,,스타제국,"손성아 (나인뮤지스), 경리 (나인뮤지스), 혜미 (나인뮤지스), 소진 (나인뮤지스), 금조 (나인뮤지스)",2010.0,No PlayBoy,15157
137,지피베이직,3 (6),여,492173,,티모,"제이니, 에미트, 트리니티, 자이온, 무이",2010.0,Game,214
138,브이엔티,3,여,505120,,미디어라인,"쏘이, 유미, iLLA",2010.0,,41
139,디헤븐,1 (3),여,509820,,Jang,"현아, 장현승",2011.0,,143
140,트러블 메이커,2,혼,591031,,큐브,"세용, 인수, 준Q, 채진, 건우",2011.0,Trouble Maker,8169
141,마이네임,5,남,576851,,에이치투미디어,"현성 (보이프렌드), 영민 (보이프렌드), 광민 (보이프렌드), 민우 (보이프렌드), 동현 (보이프렌드), 정민 (보이프렌드)",2011.0,메시지 (Message),2337
142,보이프렌드,6,남,541500,,스타쉽,"동해 (DONGHAE), 은혁 (EUNHYUK)",2011.0,Boyfriend (보이프렌드),7221
143,슈퍼 주니어-디앤이,2,남,838961,,SM,"진영, 바로, 신우, 공찬, 산들 (B1A4)",2011.0,"떴다 오빠 (Oppa, Oppa)",16522
144,비원에이포,5,남,535440,,WM,"지코 (ZICO), 박경 (블락비), P.O (블락비), 태일 (블락비), 재효 (블락비), 유권 (블락비), 비범 (블락비)",2011.0,O.K,53128
145,블락비,7,남,532201,,세븐시즌스,"제이하트 (J.Heart), 최별, 봉준, 시후, 민기, 시온",2011.0,그대로 멈춰라!,127454
146,엔소닉,6,남,570311,,C2K,"직 재스퍼 (Zick Jasper), 심스 ($IM$), 강남",2011.0,Super Boy,232
147,엠아이비,4,남,575911,,정글,"수빈, 세리 (달샤벳), 아영 (달샤벳), 우희 (달샤벳)",2011.0,G.D.M,2669
148,달샤벳,4 (6),여,514619,,해피페이스,"한별혜원, 한빛효영, 서은교, 한나연, 승희, 오연경 (더 씨야)",2011.0,Supa Dupa Diva,6022
149,파이브돌스,5,여,520160,,MBK,"세미, 보름, 수이, 아지, 샤인",2011.0,입술자국,723
150,치치,5 (7),여,527980,,예당,"유민, 지은, 따보, 지유, 혜미, Alexandra, 이나",2011.0,,210
151,BP 라니아,7,여,532321,,DR뮤직,"민영 (Brave Girls), 유정, 은지, 유나, 하윤",2011.0,DR Feel Good (Korean Ver.),1255
152,브레이브걸스,7 (5),여,531700,,브레이브,"정은지, 손나은 (에이핑크), 박초롱 (에이핑크), 오하영 (에이핑크), 김남주 (에이핑크), 윤보미 (에이핑크)",2011.0,아나요,2801
153,에이핑크,6 (7),여,534360,,플랜에이,"보라 (씨스타), 효린",2011.0,몰라요,138929
154,씨스타19,2,여,537569,,스타쉽,"다나 (DANA), 선데이 (SUNDAY)",2011.0,Ma Boy (마보이),4781
155,천상지희 다나 & 선데이,2,여,552082,,SM,"가희, 정아 (애프터스쿨), 유이 (애프터스쿨), 나나 (애프터스쿨)",2011.0,나 좀 봐줘 (One More Chance),237
156,애프터스쿨 레드,2,여,554180,,플레디스,"가희, 정아 (애프터스쿨), 유이 (애프터스쿨), 나나 (애프터스쿨)",2011.0,밤 하늘에,378
157,애프터스쿨 블루,3,여,554181,,플레디스,"예은, 다영, 가빈, 티나, 기루",2011.0,원더보이 (Wonder Boy),573
158,블레이디,5 (4),여,540363,,스타플레닛,"가영, 전율, 효은, 민희, 소영",2011.0,,2227
159,스텔라,4,여,559971,,,"케미 (씨리얼), 레디 (씨리얼), 에피 (씨리얼), 앤제이 (씨리얼), 레니 (씨리얼)",2011.0,로켓걸 (Rocket Girl) (Feat. Eric),5570
160,씨리얼,5,여,569973,,NAP,"방용국, 젤로, 힘찬, 대현 (B.A.P), 영재 (B.A.P), 종업 (B.A.P)",2012.0,No No No No No,220
161,비에이피,6,남,623451,,TS,"JR (뉴이스트), Aron (뉴이스트), 백호 (뉴이스트), 황민현, 렌 (뉴이스트)",2012.0,WARRIOR,27989
162,뉴이스트,5,남,640891,,플레디스,"서은광, 이민혁, 이창섭, 임현식, 프니엘, 정일훈, 육성재",2012.0,FACE,89984
163,비투비,7,남,647971,,큐브,"카이 (KAI), 첸 (CHEN), 세훈 (SEHUN), 레이 (LAY), 시우민 (XIUMIN), 백현 (BAEKHYUN), 디오 (D.O.), 수호 (SUHO), 찬열 (CHANYEOL), 크리스 (KRIS), 루한 (LUHAN), 타오 (TAO)",2013.0,비밀 (Insane),176461
164,엑소,9 (12),남,724619,,SM,"JB (GOT7), 진영 (GOT7)",2012.0,늑대와 미녀 (Wolf),529951
165,JJ 프로젝트,2,남,672041,,JYP,"엔 (VIXX), 레오 (빅스), 라비 (빅스), 켄 (빅스), 홍빈 (빅스), 혁 (빅스)",2012.0,Bounce,24260
166,빅스,6,남,672560,,젤리피쉬,"형곤, 재형, 효준, 윤영, 성민, 승엽, 승진",2012.0,SUPER HERO,75974
167,에이젝스,5 (8),남,672551,,DSP미디어,"신, 타쿠야, 용석, 상민, 세영",2012.0,ONE 4 U,446
168,크로스진,6,남,674297,,아뮤즈코리아,"필독 (BIGSTAR), 바람, 래환 (BIGSTAR), 주드 (BIGSTAR), 성학 (BIGSTAR)",2012.0,La-Di Da-Di (라-디 다-디),2927
169,빅스타,5,남,684868,,브레이브,"Rome, 시우, Ray, 강준, T.K, 마루",2012.0,HOT BOY (핫보이),1208
170,씨클라운,6,남,685624,,바나나컬쳐,"코리, 정욱, 진홍, 홍섭, 창선, 기용",2012.0,SOLO,4351
171,투포케이,7,남,696519,,조은,"혁진, 록현, 찬용, 민우, 종환",2012.0,빨리와,1120
172,백퍼센트,5 (7),남,697486,,티오피미디어,"진, 창재, 태이, 도연, 상현, 재민",2012.0,나쁜놈,2701
173,미스터미스터,5,남,698830,,로엔,"LE (EXID), 정화 (EXID), 혜린 (EXID), 솔지 (EXID), 하니 (EXID)",2012.0,,436
174,이엑스아이디,5 (6),여,630454,,바나나컬쳐,"양지원 (스피카), 김보아 (스피카), 박시현 (스피카), 박나래 (스피카), 김보형",2012.0,WHOZ THAT GIRL,59623
175,스피카,5,여,615471,,CJE&M,"현영 (레인보우), 오승아, 지숙",2012.0,독하게,5897
176,레인보우 픽시,3,여,614911,,DSP미디어,"태연 (TAEYEON), 티파니 (TIFFANY), 서현 (SEOHYUN)",2012.0,호이 호이 (Hoi Hoi),586
177,소녀시대-태티서,3,여,663691,,SM,"앨리스 (헬로비너스), 나라 (헬로비너스), 라임 (헬로비너스), 유영 (헬로비너스), 여름 (헬로비너스), 서영 (헬로비너스)",2012.0,Twinkle,39279
178,헬로비너스,6,여,668491,,판타지오,"황지현, 최수은, 이해인, 김혜지, 소민, 조은별, 에스더",2012.0,Venus,6212
179,갱키즈,7,여,672106,,MBK,"선경, 정윤, 희라, 다솜, 다영",2012.0,HONEY HONEY,94
180,써니데이즈,5,여,672919,,하은,"이미소, 박지연, 다희, ZINNI",2012.0,가져가 (Take Away),379
181,글램,4,여,685319,쏘스뮤직,빅히트,"설현 (AOA), 혜정 (AOA), 찬미 (AOA), 유나 (AOA), 민아 (AOA), 지민 (AOA)",2012.0,,423
182,에이오에이,6 (8),여,686920,,FNC,"엘린, 소율, 금미 (크레용팝), 초아 (크레용팝), 웨이 (크레용팝)",2012.0,ELVIS,57240
183,크레용팝,4 (5),여,685904,,크롬,"R.A.M, Z.I.N (디유닛), Ujin",2012.0,Saturday Night,6501
184,디유닛,3,여,683453,,디비즈니스,"Say, J-DA, 쥬시 (JUCY), Hayana (하야나), YULL",2012.0,I`m Missin` You,561
185,이블,5,여,686378,,후너스,"지유 (JIU), 은 (EUN), 수린 (SURIN), 은영 (EUN YOUNG)",2012.0,,384
