,source,target,count
880,Jay Kang,에이치오티,3
881,Dr.JO,트와이스,3
882,BEATAMIN,달샤벳,3
883,JayJay (MosPick),골든차일드,3
884,엔느,라붐,3
885,Bello,스누퍼,3
886,홍지유,샤크라,3
887,Jerry.L,비투비,3
888,홍지상,투에이엠,3
889,Eniac,마이네임,3
890,환희,플라이 투 더 스카이,3
891,DK$HINE,달샤벳,3
892,최규성,티아라,3
893,황금두현,써니데이즈,3
894,최규성,포미닛,3
895,한상원,카라,3
896,FRANTS,데이식스,3
897,최갑원,초신성,3
898,신준기,버즈,3
899,최갑원,쥬얼리,3
900,Mafly,걸스데이,3
901,MASTA WU,투애니원,3
902,빅싼초 (Yummy Tone),펜타곤,3
903,서정진,제이워크,3
904,Denis Seo,틴탑,3
905,BEOMxNANG,피에스타,3
906,어벤전승,에이프릴,3
907,Big Brother,에프티 아일랜드,3
908,Misfit,빅스,3
909,J. Yoon,러블리즈,3
910,송수윤,러블리즈,3
911,D`DAY,히스토리,3
912,허영생,더블에스오공일,3
913,Keyfly,몬스타엑스,3
914,어벤전승,라붐,3
915,최현준 (V.O.S),에이프릴,3
916,Mordny,유키스,3
917,텐조와 타스코,모모랜드,3
918,서용배 (TENTEN),뉴이스트,3
919,심은지,인피니트,3
920,서지음,에프엑스,3
921,JIN,크레용팝,3
922,허영생,더블에스 삼공일,3
923,GR8MOON,카드,3
924,양현석,스위티,3
925,Misfit,레드벨벳,3
926,송수윤,스피카,3
927,D`DAY,써니힐,3
928,1of1,더보이즈,3
929,흑태,여자친구,3
930,실버벨,풍뎅이,3
931,희도,비아이지,3
932,서지음,슈퍼주니어,3
933,창조,업텐션,3
934,피터팬,BP 라니아,3
935,서용배 (TENTEN),엔플라잉,3
936,최유정 (Weki Meki),아이오아이,3
937,D.ana(디애나),소나무,3
938,토니 안,제이티엘,3
939,J&S,알이에프,3
940,희철 (HEECHUL),슈퍼주니어,3
941,J. Yoon,인피니트,3
942,서용배 (TENTEN),스카프,3
943,비,엠블랙,3
944,안영민,에프티 아일랜드,3
945,태완 (Taewan),터치,3
946,Kenzie,트랙스,3
947,HIGHTOP,빅플로,3
948,DANI,투포케이,3
949,블루 매직,터치,3
950,심은지,에프엑스,3
951,심은지,투피엠,3
952,Distract,갓세븐,2
953,Dok2,엠블랙,2
954,이진경,신화,2
955,Dono S.Rodriguez,스텔라,2
956,이진,핑클,2
957,김세진,제이워크,2
958,DMTN,디엠티엔,2
959,이지혜,티알씨엔지,2
960,싸이 (PSY),디베이스,2
961,김부민,소녀시대-태티서,2
962,윤영민,소나무,2
963,김부민,슈퍼주니어,2
964,한상원,더블에스오공일,2
965,유토,비투비,2
966,유토,씨엘씨,2
967,모울,소녀시대,2
968,김상윤,엔알지,2
969,김유진,크나큰,2
970,미친감성,제이와이제이,2
971,김석현,플라이 투 더 스카이,2
972,이효리,스피카,2
973,Dr.JO,마마무,2
974,한상원,유키스,2
975,윤영민,다이아,2
976,이호승,마이네임,2
977,한상원,제국의 아이들,2
978,미쓰라 진,인피니트,2
979,이택승,샤크라,2
980,심현보,쥬얼리,2
981,문설리,라붐,2
982,김영아,슈가,2
983,김원,업텐션,2
984,이트라이브,소녀시대,2
985,문한미루,갓세븐,2
986,David Kim,베스티,2
987,E.Knock,빅뱅,2
988,윤사라,핑클,2
989,김우주,오션,2
990,한준,보너스베이비,2
991,손호영,god,2
992,윤산,핫샷,2
993,이치우,달샤벳,2
994,Daniel Kim,트와이스,2
995,윤사라,엑소,2
996,윤사라,멜로디데이,2
997,이토요,원더걸스,2
998,이태건,엘씨나인,2
999,김영준,젝스키스,2
1000,Daniel Kim,갓세븐,2
1001,Daniel Kim,미쓰에이,2
1002,David Kim,스피드,2
1003,한재호,레인보우,2
1004,김수빈,디헤븐,2
1005,김순곤,잉크,2
1006,김수빈,에스에프나인,2
1007,한서윤,에이핑크,2
1008,김수정,빅스,2
1009,이현규,문차일드,2
1010,윤여훈,엔소닉,2
1011,심재희,유키스,2
1012,Dear.D,비에이피,2
1013,이진호,에프티 아일랜드,2
1014,김유민,엔알지,2
1015,김승수,다이아,2
1016,David Kim,에이핑크,2
1017,무,에스이에스,2
1018,D`DAY,에이핑크,2
1019,김승수,레인보우,2
1020,김원준,클레오,2
1021,이하진,갓세븐,2
1022,한승훈,에프티 아일랜드,2
1023,윤명선,슈퍼주니어,2
1024,이트라이브,히스토리,2
1025,물만난물고기,오션,2
1026,김영아,오마이걸,2
1027,민연재,로미오,2
1028,김보형,스피카,2
1029,박강일,헤일로,2
1030,프랭키 (Frankie),이엑스피에디션,2
1031,장우영,투피엠,2
1032,안영민,빅뱅,2
1033,박근철,멜로디데이,2
1034,장예은,펜타곤,2
1035,안영민,브라운 아이드 걸스,2
1036,장예은,비투비,2
1037,서현 (SEOHYUN),소녀시대-태티서,2
1038,피오(P.O),파란,2
1039,권은빈,씨엘씨,2
1040,장연정,슈아이,2
1041,피정훈,알이에프,2
1042,권태은,원더걸스,2
1043,권호중,슈퍼주니어,2
1044,필강,빅뱅,2
1045,그레이,태사자,2
1046,GDLO (MonoTree),엘리스,2
1047,안영민,백퍼센트,2
1048,장여진,엑소,2
1049,유영진,레드벨벳,2
1050,유영진,샤이니,2
1051,피터팬,비아이지,2
1052,장여진,비에이피,2
1053,길미,뉴이스트,2
1054,피터팬,빅플로,2
1055,장여진,구구단,2
1056,G-High (MonoTree),이달의 소녀 오드아이써클,2
1057,차상민,쥬얼리,2
1058,GR8MOON,스텔라,2
1059,장윤서,마마무,2
1060,프니엘,펜타곤,2
1061,구피,구피,2
1062,박봉성,버즈,2
1063,강훈,디베이스,2
1064,전군,에이핑크,2
1065,HB,더블에스오공일,2
1066,박덕상,파이브돌스,2
1067,전간디,에프엑스,2
1068,투챔프,틴탑,2
1069,유근호,빅톤,2
1070,Gyuberlake,비스트,2
1071,전간디,동방신기,2
1072,파랑 (Blue),풍뎅이,2
1073,고영욱,룰라,2
1074,고우리,레인보우,2
1075,재용 (JAE YONG),헤일로,2
1076,유노윤호 (U-KNOW),동방신기,2
1077,박기현,파란,2
1078,유라 (걸스데이),걸스데이,2
1079,서지음,펜타곤,2
1080,펀치사운드,몬스타엑스,2
1081,페임제이,투피엠,2
1082,장준호,포미닛,2
1083,구자경,마이네임,2
1084,Gary Haase,파란,2
1085,장준호,달샤벳,2
1086,프니엘,씨엘씨,2
1087,박근철,임팩트,2
1088,GR8MOON,에이스,2
1089,G-High (MonoTree),에이프릴,2
1090,민연재,히스토리,2
1091,E.Knock,투애니원,2
1092,민연재,더블에스 삼공일,2
1093,김동열,크로스진,2
1094,김동완,신화,2
1095,아스트로 (ASTRO),아스트로,2
1096,김동현,레드벨벳,2
1097,김동현,샤이니,2
1098,임상혁,비스트,2
1099,김동현,엑소,2
1100,유유진,핑클,2
1101,김동현,플라이 투 더 스카이,2
1102,임보경,브라운 아이드 걸스,2
1103,김마초,마마무,2
1104,일렉트로보이즈,유키스,2
1105,FRANTS,갓세븐,2
1106,한경수,에스에프나인,2
1107,민연재,포미닛,2
1108,민수,소년공화국,2
1109,김민지 (Jam Factory),동방신기,2
1110,한경혜,버즈,2
1111,김민지 (Jam Factory),업텐션,2
1112,김민지 (Jam Factory),엑소,2
1113,유제니,소녀시대,2
1114,김민혁,지지배,2
1115,이희주,브이에이브이,2
1116,김병훈,투애니원,2
1117,ESBEE,빅톤,2
1118,김보아,레인보우,2
1119,김보아 (스피카),스피카,2
1120,김보아 (스피카),카라,2
1121,민연재,비에이피,2
1122,김동열,에이프릴,2
1123,김동열,업텐션,2
1124,Ferdy (MosPick),골든차일드,2
1125,필릭스,스트레이 키즈,2
1126,성오,투포케이,2
1127,G-High (MonoTree),레인보우,2
1128,김규종,더블에스오공일,2
1129,김근수,잉크,2
1130,성유리,핑클,2
1131,김기범,걸스데이,2
1132,성주 of Uniq,유니크,2
1133,김기범,샤크라,2
1134,유영진,엑소,2
1135,민연재,젝스키스,2
1136,김기범,파이브돌스,2
1137,하민우,제국의 아이들,2
1138,김남주 (에이핑크),에이핑크,2
1139,김남희,베이비 복스 리브,2
1140,임채현,파란,2
1141,하울,임팩트,2
1142,안데니,god,2
1143,민연재,슈퍼주니어,2
1144,김도훈 (RBW),비투비,2
1145,임영,더블에스오공일,2
1146,유유진,클릭비,2
1147,김도훈 (RBW),에이오에이,2
1148,Ferdy (MosPick),여자친구,2
1149,김도훈 (RBW),엔플라잉,2
1150,김도훈 (RBW),투에이엠,2
1151,임서현,버즈,2
1152,멧돼지,빅톤,2
1153,NODAY,미쓰에이,2
1154,김은수,베스티,2
1155,황유빈,샤이니,2
1156,이상호,비스트,2
1157,황성진,비투비,2
1158,나영,프리스틴,2
1159,라비 (빅스),구구단,2
1160,황성진,제이워크,2
1161,남기상,베리굿,2
1162,Alex Cantrall,샤이니,2
1163,이상인,플라이 투 더 스카이,2
1164,남기상,에이시아,2
1165,남기상,에이프릴,2
1166,황유빈,마마무,2
1167,라디오갤럭시,제이제이씨씨,2
1168,이상인,스맥스,2
1169,남우현,인피니트,2
1170,Artronic Waves,이달의 소녀 1/3,2
1171,이노베이터,에스에프나인,2
1172,이상윤,에프티 아일랜드,2
1173,낭이,모모랜드,2
1174,황유빈,첸백시,2
1175,낯선,BP 라니아,2
1176,이상백,스맥스,2
1177,ARRAN,러블리즈,2
1178,이상백,보이스립,2
1179,이상민,엑스라지,2
1180,황지원 (Jam Factory),동방신기,2
1181,황지원 (Jam Factory),로미오,2
1182,노는어린이,멜로디데이,2
1183,노는어린이,써니데이즈,2
1184,이기광,하이라이트,2
1185,황성제,신화,2
1186,신아녜스,에스이에스,2
1187,김혜정,비에이피,2
1188,황금두현,에이핑크,2
1189,레나,프리스틴,2
1190,이스란,엑소,2
1191,BOBBY,맙,2
1192,래환 (BIGSTAR),빅스타,2
1193,BLSSD,인피니트,2
1194,김형석,베이비 복스 리브,2
1195,스타트랙,소나무,2
1196,이스란,소녀시대-태티서,2
1197,BIGONE,투포케이,2
1198,이스란,샤이니,2
1199,김혜선,터보,2
1200,BEOMxNANG,달샤벳,2
1201,B.PLAN,씨클라운,2
1202,이상호,엔알지,2
1203,신익수,티티마,2
1204,Avengers,엠블랙,2
1205,라이머,초신성,2
1206,이서연,프로미스나인,2
1207,승,아이콘,2
1208,김희선,티아라,2
1209,김희선,플라이 투 더 스카이,2
1210,김희선,헬로비너스,2
1211,Ashtray,엔소닉,2
1212,황성제,소녀시대,2
1213,이상호,투윤,2
1214,이기 (오레오),헬로비너스,2
1215,이상호,와이투케이,2
1216,AB&CO.,엠블랙,2
1217,노는어린이,에이프릴,2
1218,레드락,와썹,2
1219,신아녜스,레이디스 코드,2
1220,디함,갓세븐,2
1221,220 VOLT,마이네임,2
1222,신사동 호랭이,소년공화국,2
1223,이도연,엔알지,2
1224,더 네임,몬스타엑스,2
1225,1월 8일,엑소,2
1226,신사동 호랭이,스피드,2
1227,1월 8일,신화,2
1228,더보이즈(THE BOYZ),더보이즈,2
1229,덤앤더머,크레용팝,2
1230,1월 8일,소녀시대,2
1231,휘성 (Realslow),샤이니,2
1232,이던,씨엘씨,2
1233,이던,비투비,2
1234,딘딘,다이아,2
1235,1월 8일,라붐,2
1236,디엠,디유닛,2
1237,휘성 (Realslow),오렌지캬라멜,2
1238,휘인 (마마무),마마무,2
1239,17HOLIC,달샤벳,2
1240,흑태,러블리즈,2
1241,1105,임팩트,2
1242,흑태,인피니트F,2
1243,동현 (보이프렌드),보이프렌드,2
1244,희님,슈퍼주니어,2
1245,100%서정,에프엑스,2
1246,디.브라운,제이와이제이,2
1247,디알로,유앤비,2
1248,신아녜스,보이프렌드,2
1249,똘아이박,BP 라니아,2
1250,노는어린이,유키스,2
1251,황현 (MonoTree),스텔라,2
1252,신또,대국남아,2
1253,노는어린이,카라,2
1254,라도,엠블랙,2
1255,황현 (MonoTree),동방신기,2
1256,황현 (MonoTree),레드벨벳,2
1257,9999,몬스타엑스,2
1258,신아녜스,슈퍼주니어,2
1259,노주환,레인보우,2
1260,이단옆차기,디엠티엔,2
1261,이민혁,펜타곤,2
1262,이민혁,씨엘씨,2
1263,79,갱키즈,2
1264,신민철,투엑스,2
1265,똘아이박,티아라,2
1266,신사동 호랭이,모모랜드,2
1267,똘아이박,타히티,2
1268,이미지스 (IMAGES),제이비제이,2
1269,노주환,헤일로,2
1270,4번타자,피에스타,2
1271,똘아이박,빅플로,2
1272,신아녜스,소녀시대,2
1273,이뮤즈,인투잇,2
1274,황현 (MonoTree),이달의 소녀 오드아이써클,2
1275,똘아이박,비아이지,2
1276,다미,드림캐쳐,2
1277,똘아이박,마이네임,2
1278,똘아이박,대국남아,2
1279,신사동 호랭이,달샤벳,2
1280,김현아,포미닛,2
1281,BOYTOY,갓세븐,2
1282,윤영주,컬러링 베이비 7공주,2
1283,김준선,에이시아,2
1284,현아,비투비,2
1285,김재현,더블에스 삼공일,2
1286,윤효상,천상지희 더 그레이스,2
1287,CAROL BORJAS,샤이니,2
1288,현아,펜타곤,2
1289,김정배,동방신기,2
1290,송양하,더블에스 삼공일,2
1291,송양하,업텐션,2
1292,현지원,엑소,2
1293,송지훈,디베이스,2
1294,송캐럿 (Jam Factory),레드벨벳,2
1295,C-2,슈퍼주니어,2
1296,송하영,프로미스나인,2
1297,마경식,쿨,2
1298,윤혜주,투윤,2
1299,은종태,딸기우유,2
1300,이장우,터보,2
1301,수영 (SOOYOUNG),소녀시대,2
1302,린지,피에스타,2
1303,은종태,티맥스,2
1304,Brian Joo,플라이 투 더 스카이,2
1305,BreadBeat (TENTEN),펜타곤,2
1306,이윤재,로미오,2
1307,김지훈 (J.Skillz),더블에스 삼공일,2
1308,이윤재,동방신기,2
1309,홍승성,비투비,2
1310,김진수,슈가,2
1311,신진혜,슈퍼주니어,2
1312,송승현 (FT아일랜드),에프티 아일랜드,2
1313,이제희,쿨,2
1314,김진아,슈퍼주니어,2
1315,김이나,오마이걸,2
1316,송백경,스위티,2
1317,DJ 머프,빅뱅,2
1318,김은수,트와이스,2
1319,이지안,임팩트,2
1320,김의성,샤크라,2
1321,심은지,러블리즈,2
1322,DIA (다이아),다이아,2
1323,이주형 (MonoTree),투피엠,2
1324,DAVINK (다빈크),문차일드,2
1325,송수윤,레인보우,2
1326,이주형 (MonoTree),카라,2
1327,해결사,백퍼센트,2
1328,김이나,언니쓰,2
1329,심선,브이에이브이,2
1330,혁 (빅스),빅스,2
1331,허성진,업텐션,2
1332,김이나,쿨,2
1333,김이나,투포케이,2
1334,Chloe,트와이스,2
1335,이주형 (MonoTree),레드벨벳,2
1336,박상준,업텐션,2
1337,Chloe,비스트,2
1338,김이지,베이비 복스 리브,2
1339,허찬 (VICTON),빅톤,2
1340,마부스 (Maboos),로미오,2
1341,마부스,초신성,2
1342,헌터 (Hunter),이엑스피에디션,2
1343,송수윤,투하트,2
1344,이유진,엑소,2
1345,신지원,쥬얼리,2
1346,레오 (빅스),빅스,2
1347,김태주,씨클라운,2
1348,김태완,유키스,2
1349,김태우,god,2
1350,Ben Hostetler,이엑스피에디션,2
1351,슈퍼창따이,마틸다,2
1352,Bekuh BOOM,블랙핑크,2
1353,김태윤,슈가,2
1354,로빈,타이니지,2
1355,Bee,러블리즈,2
1356,홍지유,신화,2
1357,홍지유,알,2
1358,홍지유,에프엑스,2
1359,슈퍼창따이,에이핑크,2
1360,BULL$EYE,크로스진,2
1361,이승호,문차일드,2
1362,Billion Dollar Baby,미쓰에이,2
1363,BULL$EYE,제이비제이,2
1364,홍지유,태사자,2
1365,김태형,클릭비,2
1366,홍지유,플라이 투 더 스카이,2
1367,홍지유,핑클,2
1368,슈퍼창따이,틴탑,2
1369,이승재,에이젝스,2
1370,김태희,잉크,2
1371,환희,마이네임,2
1372,김태희,쥬얼리,2
1373,이승재,더블에스 삼공일,2
1374,김태희,터보,2
1375,이기 (오레오),업텐션,2
1376,김태완,비에이피,2
1377,김태영,히스토리,2
1378,홍재선,보이 클럽,2
1379,이용민,클릭비,2
1380,를(LEL),보이프렌드,2
1381,Brand Newjiq (브랜뉴직),에이프릴,2
1382,Brand Newjiq (브랜뉴직),업텐션,2
1383,이강희,디베이스,2
1384,김진환,소녀시대,2
1385,이우천,플라이 투 더 스카이,2
1386,김진환,에이핑크,2
1387,김진훈,디헤븐,2
1388,이건우,룰라,2
1389,이건우,솔리드,2
1390,Brand Newjiq (브랜뉴직),더블에스 삼공일,2
1391,이우민 `collapsedone`,갓세븐,2
1392,이건우,아이돌,2
1393,이용민,클레오,2
1394,김태영,써니힐,2
1395,슈,에스이에스,2
1396,Boy Club,보이 클럽,2
1397,Bluesun,업텐션,2
1398,로코,티아라,2
1399,BlueBridge,마이네임,2
1400,홍지상,JJ 프로젝트,2
1401,슈퍼 창따이,에이핑크,2
1402,김창환,터보,2
1403,슈퍼 창따이,투피엠,2
1404,김태성,동방신기,2
1405,이기 (오레오),다이아,2
1406,이신성,에이핑크,2
1407,이신성,에이프릴,2
1408,위한샘,워너비,2
1409,피터팬,티아라,2
1410,TEXU,피에스타,2
1411,Young-Hu Kim,에프엑스,2
1412,박진영,JJ 프로젝트,2
1413,주효,원더걸스,2
1414,양재선,에이포,2
1415,양재선,씨유,2
1416,박지후,립버블,2
1417,박지환,립버블,2
1418,박지원,프로미스나인,2
1419,용감한 형제,티아라,2
1420,S-One,러브,2
1421,정주희 (Jam Factory),엑소,2
1422,케빈오빠,데이식스,2
1423,KUSH,빅뱅,2
1424,베카 (애프터스쿨),애프터 스쿨,2
1425,Ryan S. Jhun,유키스,2
1426,Ryan S. Jhun,슈퍼주니어,2
1427,Ryan,투피엠,2
1428,Ryan,엔소닉,2
1429,Ryan,업텐션,2
1430,코난 (로코베리),아이즈,2
1431,Ryan,갓세븐,2
1432,Yorkie,헬로비너스,2
1433,KZ,에이핑크,2
1434,박준하,트랙스,2
1435,Kenzie,동방신기,2
1436,서용배 (TENTEN),포미닛,2
1437,정한종,알,2
1438,서용배 (TENTEN),헬로비너스,2
1439,서운영,샤크라,2
1440,Kevin,제국의 아이들,2
1441,SEVILL,인투잇,2
1442,양현석,서태지와 아이들,2
1443,주태영,베리굿,2
1444,양현석,빅뱅,2
1445,YOUNG H.KIM,신화,2
1446,S.E.S.,에스이에스,2
1447,최갑원,신화,2
1448,Kenn Kato,에프티 아일랜드,2
1449,최희진,핑클,2
1450,SEION,에이프릴,2
1451,서융근,신화,2
1452,최갑원,슈퍼주니어,2
1453,범이,모모랜드,2
1454,SEION,걸스데이,2
1455,정진환,컬러링 베이비 7공주,2
1456,박지연,갓세븐,2
1457,Mafly,빅스,2
1458,Maxx Song,대국남아,2
1459,Rich Jang,스텔라,2
1460,Mafly,헤일로,2
1461,ZigZag Note,여자친구,2
1462,ZigZag Note,유키스,2
1463,변방의 킥소리,러블리즈,2
1464,청담슈퍼,제국의 아이들,2
1465,Jimmy Richard,더블에스오공일,2
1466,오브로스,빅톤,2
1467,Jimmy Burney,슈퍼주니어,2
1468,정은지,에이핑크,2
1469,쿤타,달샤벳,2
1470,ZigZag Note,에이프릴,2
1471,크라이베이비,몬스타엑스,2
1472,박정민,더블에스오공일,2
1473,Rescue The Beat,몬스타엑스,2
1474,Jenyer,포미닛,2
1475,e.one,비투비,2
1476,청담슈퍼,매드타운,2
1477,Maxx Song,갓세븐,2
1478,e.one,신화,2
1479,Razer (Strike),골든차일드,2
1480,서재우 (TENTEN),펜타곤,2
1481,ZigZag Note,에스아이에스,2
1482,Rphabet,미쓰에이,2
1483,조윤경,동방신기,2
1484,Mafly,에이프릴,2
1485,준혁,핫샷,2
1486,양요섭,비스트,2
1487,용배 (RBW),업텐션,2
1488,Mafly,오마이걸,2
1489,코리,투포케이,2
1490,ZeroZine (MosPick),(여자)아이들,2
1491,K. Smith,티아라,2
1492,오브로스,업텐션,2
1493,Mafly,트와이스,2
1494,ZigZag Note,아이비아이,2
1495,Junebug,오마이걸,2
1496,코스믹 사운드,스피카,2
1497,초이,엘에이유,2
1498,지국현,러브,2
1499,코타,써니힐,2
1500,콰지모도,브이에이브이,2
1501,ZigZag Note,멜로디데이,2
1502,청담슈퍼,피에스타,2
1503,RickyP,젝스키스,2
1504,Keyfly,비에이피,2
1505,주찬양 (티맥스),핫샷,2
1506,Xepy,몬스타엑스,2
1507,조규만,클릭비,2
1508,Shaun Kim,다이아,2
1509,오희준,크나큰,2
1510,SeungHwan,로미오,2
1511,"The Hitman ""Bang""",아이즈,2
1512,조은희,쿨,2
1513,조은희,클릭비,2
1514,최유정 (Weki Meki),위키미키,2
1515,최은하,멜로디데이,2
1516,Sean Alexander,슈퍼주니어,2
1517,박현중,파이브돌스,2
1518,배진렬 (JR Groove),엔소닉,2
1519,Sean Alexander,샤이니,2
1520,조은희,핑클,2
1521,Tommy Park,미쓰에이,2
1522,Tommy Park,투피엠,2
1523,조pd (ZoPD),브라운 아이드 걸스,2
1524,어벤전승,레인보우,2
1525,배화영,동방신기,2
1526,제이호,임팩트,2
1527,서용배 (TENTEN),다이아,2
1528,오하영 (에이핑크),에이핑크,2
1529,Sky,쿨,2
1530,SUGA,방탄소년단,2
1531,조슈아 (SEVENTEEN),세븐틴,2
1532,오지훈,구피,2
1533,M (이민우),쥬얼리,2
1534,상추,초신성,2
1535,Long Candy,티아라,2
1536,Long Candy,우주소녀,2
1537,최수정,에스이에스,2
1538,최수정,파란,2
1539,새벽,로미오,2
1540,조윤경,슈퍼 주니어-디앤이,2
1541,조성호,포미닛,2
1542,방시혁,god,2
1543,Long Candy,맵식스,2
1544,Long Candy,다이아,2
1545,MATT ZARLEY,파란,2
1546,Long Candy,god,2
1547,배성현,첸백시,2
1548,MAYFLY,제이비제이,2
1549,TWELVE,투포케이,2
1550,최규성,이엑스아이디,2
1551,오종혁,제이엔씨,2
1552,UNB,유앤비,2
1553,오운 (OOON),헤일로,2
1554,MINO,맙,2
1555,Keyfly,헤일로,2
1556,SWEETCH,인피니트,2
1557,Kohway,프로씨,2
1558,MPM,대국남아,2
1559,박창현,플라이 투 더 스카이,2
1560,오션 (5TION),오션,2
1561,주영훈,아이돌,2
1562,Wiidope,빅톤,2
1563,William B,서태지와 아이들,2
1564,박창현,업텐션,2
1565,MR.CHO,데이식스,2
1566,빌리비,미스터미스터,2
1567,최갑원,플라이 투 더 스카이,2
1568,정호현 (e.one),트와이스,2
1569,정호현 (e.one),워너원,2
1570,Keyfly,여자친구,2
1571,정호현 (e.one),소나무,2
1572,빅톤,카드,2
1573,최현준 (V.O.S),유니티,2
1574,SUN,업텐션,2
1575,주찬양 (티맥스),레인즈,2
1576,용감한 형제,로미오,2
1577,제이 (Jay),트랙스,2
1578,LE (2LSON),소년공화국,2
1579,SWEETUNE,골든차일드,2
1580,Unknown,악동 클럽 (디 에이디),2
1581,조준영,플라이 투 더 스카이,2
1582,Unknown,에이포,2
1583,최재우,플라이 투 더 스카이,2
1584,조진광,구피,2
1585,배화영,에스이에스,2
1586,오예진,인투잇,2
1587,최준영,룰라,2
1588,SWIN,파란,2
1589,Urban Cllasik,나인뮤지스,2
1590,SWIN,초신성,2
1591,최준영,치치,2
1592,용감한 형제,BP 라니아,2
1593,V-Hwak,틴탑,2
1594,백명한,하이포,2
1595,백종열,룰라,2
1596,MONSTER FACTORY,티아라,2
1597,VanAn,마이네임,2
1598,서용배 (TENTEN),씨엘씨,2
1599,e.one,에이핑크,2
1600,오준성,티맥스,2
1601,양갱,모모랜드,2
1602,Mirror Boy,갓세븐,2
1603,북극곰,씨클라운,2
1604,JQ,동방신기,2
1605,PINKMOON (핑크문),모모랜드,2
1606,진리 (Full8loom),구구단,2
1607,태양,빅뱅,2
1608,강명신,에이핑크,2
1609,원영헌,빅톤,2
1610,PEEJAY,빅뱅,2
1611,PASCAL GUYON,슈퍼주니어,2
1612,P.O (블락비),파란,2
1613,오레오,여자친구,2
1614,JOKER,씨클라운,2
1615,JIN,비에이,2
1616,태완 (Taewan),유키스,2
1617,P.O (블락비),블락비,2
1618,박수민,스피카,2
1619,서지음,샤이니,2
1620,Misfit,샤이니,2
1621,Misfit,소나무,2
1622,Misfit,슈퍼주니어,2
1623,탁 (TAK),러블리즈,2
1624,강남사운드,써스포,2
1625,차희 (멜로디데이),멜로디데이,2
1626,탁 (TAK),골든차일드,2
1627,정성윤,핑클,2
1628,정성윤,클릭비,2
1629,Peniel,비투비,2
1630,안형석,칠학년일반,2
1631,타이거JK,엠아이비,2
1632,zomay,업텐션,2
1633,타이비언,베리굿,2
1634,Pdogg,틴탑,2
1635,JQ,워너비,2
1636,Pdogg,투에이엠,2
1637,Pdogg,방탄소년단,2
1638,서지음,동방신기,2
1639,가면라이더,코코소리,2
1640,가영,스텔라,2
1641,가은,달샤벳,2
1642,JQ,샤이니,2
1643,Minuki,쥬얼리,2
1644,박시연,쿨,2
1645,JQ,몬스타엑스,2
1646,원태연,멜로디데이,2
1647,진리 (Full8loom),엘리스,2
1648,진리 (Full8loom),우주소녀,2
1649,강전명,걸스데이,2
1650,브라더수,방탄소년단,2
1651,원택 (1Take),프로미스나인,2
1652,전상환,백퍼센트,2
1653,블랙아이드 필승,에이핑크,2
1654,강전명,쥬얼리,2
1655,Mr. Cho,갓세븐,2
1656,테디,아이콘,2
1657,테디,지디 앤 탑,2
1658,전다운,시크릿,2
1659,강지원,걸스데이,2
1660,전다운,소나무,2
1661,텐조,워너원,2
1662,NOP.K,지피베이직,2
1663,차용운,레인보우,2
1664,강지원,파이브돌스,2
1665,텐조와 타스코,제이제이씨씨,2
1666,HOYA (호야),인피니트,2
1667,HONE,더보이즈,2
1668,강타 (KANGTA),엔알지,2
1669,진영,아이오아이,2
1670,차쿤 (일렉트로보이즈),빅플로,2
1671,J.Y.PARKTHEASIANSOUL,투피엠,2
1672,박선주 (Pak Sun Zoo),티티마,2
1673,강은경,구피,2
1674,태을,블락비,2
1675,원택 (1Take),골든차일드,2
1676,태익,백퍼센트,2
1677,OllePolle,틴탑,2
1678,원택 (1Take),러블리즈,2
1679,차쿤 (일렉트로보이즈),유키스,2
1680,Miunki,쥬얼리,2
1681,원택 (1Take),씨클라운,2
1682,Miwa,씨엔블루,2
1683,강은경,젝스키스,2
1684,태훈,신화,2
1685,전승우,플라이 투 더 스카이,2
1686,전승우,파이브,2
1687,전승우,클릭비,2
1688,블랙아이드 필승,트와이스,2
1689,박성수,슈가,2
1690,차쿤 (일렉트로보이즈),스텔라,2
1691,브라더수,몬스타엑스,2
1692,정성헌,브라운 아이드 걸스,2
1693,탁 (TAK),프로미스나인,2
1694,박우현,브이에이브이,2
1695,e.one,투피엠,2
1696,키겐,빅스,2
1697,앤드,플라이 투 더 스카이,2
1698,Jaden Jeong,이달의 소녀 오드아이써클,2
1699,별들의 전쟁,제국의 아이들,2
1700,서정진,제이엔씨,2
1701,지안 (임팩트),임팩트,2
1702,지인,씨클라운,2
1703,kenzie,첸백시,2
1704,영광의 얼굴들 (Full8loom),아스트로,2
1705,우연석,제이엔씨,2
1706,우연석,클릭비,2
1707,mOnSteR nO.9,빅톤,2
1708,Postino,비투비,2
1709,정연,트와이스,2
1710,박은우,비에이피,2
1711,앤드류 최,JJ 프로젝트,2
1712,earattack,씨스타,2
1713,영광의 얼굴들 (Full8loom),구구단,2
1714,Megatone (13),여자친구,2
1715,earattack,트와이스,2
1716,R307,에프티 아일랜드,2
1717,영광의 얼굴들 (Full8loom),로미오,2
1718,RM,방탄소년단,2
1719,iHwak,씨스타,2
1720,우석 (펜타곤),비투비,2
1721,우석 (펜타곤),씨엘씨,2
1722,별들의 전쟁,워너원,2
1723,iHwak,젝스키스,2
1724,Question,배틀,2
1725,지예원 (Joombas),엑소,2
1726,정용화 (CNBLUE),에이오에이,2
1727,j-hope,방탄소년단,2
1728,서정아,아이오아이,2
1729,정수민,임팩트,2
