,source,target,count
1730,Jamil Kazmi,에프티 아일랜드,2
1731,Micky,동방신기,2
1732,지수,디엠티엔,2
1733,찬용,백퍼센트,2
1734,JQ,티알씨엔지,2
1735,ssengirl,업텐션,2
1736,정수민,멜로디데이,2
1737,별들의 전쟁,틴탑,2
1738,별들의 전쟁,헬로비너스,2
1739,보라 (씨스타),씨스타,2
1740,Ponde,브이에이브이,2
1741,Ragoon IM,투피엠,2
1742,우진,스트레이 키즈,2
1743,Mikey J. Romeo,룰라,2
1744,이기 (오레오),로미오,1
1745,이기 (오레오),마마무,1
1746,신아녜스,엑소,1
1747,이기 (오레오),마이틴,1
1748,염동건,에이젝스,1
1749,이나경,프로미스나인,1
1750,에이맨,씨엔블루,1
1751,영광의 얼굴들 (Full8loom),초신성,1
1752,영광의 얼굴들 (Full8loom),카라,1
1753,염동건,투피엠,1
1754,신승익,허니스트,1
1755,신아녜스,나인뮤지스,1
1756,오준성,더블에스오공일,1
1757,신연아,샤크라,1
1758,신승익,크레용팝,1
1759,엔느,레인보우,1
1760,은채,루비,1
1761,에스킴,티아라,1
1762,오유원,걸스데이,1
1763,신연아,베이비복스,1
1764,엔느,러블리즈,1
1765,오유원,로미오,1
1766,이기 (오레오),베스티,1
1767,이강,프로씨,1
1768,오준성,슈퍼주니어,1
1769,신아녜스,동방신기,1
1770,에이노,브이에이브이,1
1771,신아녜스,에이오에이,1
1772,에이팀,레인보우 블랙,1
1773,오브로스,리얼걸프로젝트,1
1774,오유원,크레용팝,1
1775,오유원,엑소,1
1776,신연아,베이비 복스 리브,1
1777,에이팀,키스&크라이,1
1778,엔 (VIXX),빅스,1
1779,이다윤,스피드,1
1780,이나티,디엠티엔,1
1781,이경남,동방신기,1
1782,영광의 얼굴들 (Full8loom),트와이스,1
1783,이건우,씨아이브이에이,1
1784,이경남,베이비복스,1
1785,에피톤 프로젝트,슈퍼주니어,1
1786,신영정,엔알지,1
1787,이다리,제이제이씨씨,1
1788,이결,신화,1
1789,이건우,엔알지,1
1790,에코브릿지,브라운 아이드 걸스,1
1791,신지원,에스이에스,1
1792,이경남,제국의 아이들,1
1793,이건영,씨리얼,1
1794,오민주,샤이니,1
1795,오준성,나인뮤지스,1
1796,영광의 얼굴들 (Full8loom),위키미키,1
1797,오민주,슈퍼주니어,1
1798,영광의 얼굴들 (Full8loom),투피엠,1
1799,오자현,소나무,1
1800,오자현,소년공화국,1
1801,이교원,달샤벳,1
1802,이경민,몬스타엑스,1
1803,이경섭,티아라,1
1804,오민주,몬스타엑스,1
1805,신아녜스,온앤오프,1
1806,이경봉,제국의 아이들,1
1807,에이팀,엘씨나인,1
1808,영광의 얼굴들 (Full8loom),포미닛,1
1809,신지선,클릭비,1
1810,오예진,업텐션,1
1811,예빈 (다이아),빈챈현스S,1
1812,오늘도 새벽 4시,아이즈,1
1813,오레오,인피니트,1
1814,신종섭,프로씨,1
1815,오성훈,레인보우,1
1816,여정윤,베이비 복스 리브,1
1817,여은 (멜로디데이),멜로디데이,1
1818,이단옆차기,다이아,1
1819,오성훈,엠블랙,1
1820,여비호이,터치,1
1821,이기 (오레오),프리스틴,1
1822,오성훈,오렌지캬라멜,1
1823,이기 (오레오),엠블랙,1
1824,이기 (오레오),엔플라잉,1
1825,이기 (오레오),피에스타,1
1826,영광의 얼굴들 (Full8loom),걸스데이,1
1827,영광의 얼굴들 (Full8loom),엘리스,1
1828,신아녜스,샤이니,1
1829,이단옆차기,비에이피,1
1830,신유미,첸백시,1
1831,오민석,더보이즈,1
1832,이기 (오레오),카라,1
1833,영광의 얼굴들 (Full8loom),우주소녀,1
1834,오레오,아스트로,1
1835,이단옆차기,멜로디데이,1
1836,이기 (오레오),타이니지,1
1837,신은주,문차일드,1
1838,오브로스2,빅톤,1
1839,오레오,멜로디데이,1
1840,오레오,이달의 소녀 1/3,1
1841,오브로스,터치,1
1842,오브로스2,아스트로,1
1843,신익주,미스터미스터,1
1844,이기 (오레오),투에이엠,1
1845,신인수,걸스데이,1
1846,오레오,러블리즈,1
1847,오성훈,남녀공학,1
1848,이단옆차기,라붐,1
1849,이기 (오레오),애프터 스쿨,1
1850,여지원,컬러링 베이비 7공주,1
1851,오성훈,제이워크,1
1852,오예진,비에이피,1
1853,이기 (오레오),비원에이포,1
1854,예아나이스 (MosPick),신화,1
1855,이기 (오레오),블락비,1
1856,염동건,비아이지,1
1857,신중현,첸백시,1
1858,이기원 (레인즈),레인즈,1
1859,오예진,레인즈,1
1860,오브로스,틴탑,1
1861,오성훈,티아라,1
1862,엘 (인피니트),인피니트,1
1863,신아녜스,멜로디데이,1
1864,신아녜스,레인보우,1
1865,신우섭,프로씨,1
1866,엔느,마틸다,1
1867,예성 (YESUNG),슈퍼주니어,1
1868,이기찬,비투비,1
1869,이단옆차기,아이오아이,1
1870,엠블랙,엠블랙,1
1871,오예진,더보이즈,1
1872,여름,터보,1
1873,오세은,터보,1
1874,이기광,레인즈,1
1875,이단옆차기,뉴이스트,1
1876,신아녜스,스텔라,1
1877,신아녜스,씨엘씨,1
1878,이단옆차기,씨엘씨,1
1879,신중현,원더걸스,1
1880,오승은,파란,1
1881,신유,신화,1
1882,이기광,비투비,1
1883,오승환,비아이지,1
1884,이기 (오레오),씨엘씨,1
1885,예하나,프리스틴,1
1886,이단옆차기,아스트로,1
1887,연규중,투포케이,1
1888,신유,블랙 비트,1
1889,안영민,쥬얼리,1
1890,오지훈,비에이,1
1891,야마아트,우주소녀,1
1892,유재하,에프티 아일랜드,1
1893,아리,에프티 아일랜드,1
1894,아리,씨엔블루,1
1895,유정 (LABOUM),라붐,1
1896,우석 (펜타곤),(여자)아이들,1
1897,야마아트,업텐션,1
1898,우라탕탕,위키미키,1
1899,아메리카노 (Americano),디헤븐,1
1900,아르마딜로,투에이엠,1
1901,얀키 (Yankie),샤이니,1
1902,양갱,다이아,1
1903,유종호,테이크,1
1904,아르마딜로,우주소녀,1
1905,유창용,에스이에스,1
1906,유재하,슈퍼주니어,1
1907,유재하,비투비,1
1908,용배 (RBW),로미오,1
1909,우수,아이즈,1
1910,앙꼬 (힙잡),미스터미스터,1
1911,유유진,쿨,1
1912,앙리,유키스,1
1913,우은증,밀크,1
1914,앙리,인피니트,1
1915,아폴론,레인즈,1
1916,아이유,하이포,1
1917,아바타 LEE,구피,1
1918,아이엔,스트레이 키즈,1
1919,야마,써니데이즈,1
1920,우석 (펜타곤),워너원,1
1921,유은미,티알씨엔지,1
1922,유음,에이치유비,1
1923,야마아트,빅톤,1
1924,유치연,오렌지캬라멜,1
1925,아르마딜로,씨엘씨,1
1926,아르마딜로,스트레이 키즈,1
1927,양승훈,엠블랙,1
1928,유현경,클릭비,1
1929,유현종,써니힐,1
1930,양갱,우주소녀,1
1931,양경주,미스터미스터,1
1932,유휘헌,써니힐,1
1933,유희열,샤이니,1
1934,유희열,슈퍼주니어,1
1935,용준형,포미닛,1
1936,유희열,유앤비,1
1937,심현보,써니힐,1
1938,심현보,구구단,1
1939,심지선,인피니트,1
1940,육성재,비투비,1
1941,윤경,슈가,1
1942,유현경,젝스키스,1
1943,용배 (RBW),엔플라잉,1
1944,유하,프리스틴,1
1945,싸이 (PSY),아이콘,1
1946,싸이 (PSY),쿨,1
1947,싸이져,비스트,1
1948,용배 (RBW),오렌지캬라멜,1
1949,용배 (RBW),프리스틴,1
1950,용배 (RBW),피에스타,1
1951,싸이져,써니힐,1
1952,싸이킥스,지지배,1
1953,유토,(여자)아이들,1
1954,써니사이드 챙,태사자,1
1955,쏘울풀몬스터,엑소,1
1956,유키,트와이스,1
1957,아론,나인뮤지스,1
1958,유치연,헬로비너스,1
1959,아폴론,비오케이,1
1960,안녕하신가영,나인뮤지스,1
1961,알고보니 혼수상태,소년공화국,1
1962,원택 (1Take),몬스타엑스,1
1963,안영민,스피드,1
1964,원택 (1Take),이엑스아이디,1
1965,원택 (1Take),워너원,1
1966,유민형,오션,1
1967,안용진,god,1
1968,원택 (1Take),소년24,1
1969,원택 (1Take),모모랜드,1
1970,원준 (소년공화국),소년공화국,1
1971,안영민,슈가,1
1972,원태연,애프터 스쿨,1
1973,안영민,비스트,1
1974,유상헌,투에이엠,1
1975,유선균,비아이지,1
1976,유세윤,베스티,1
1977,안영민,애프터 스쿨,1
1978,유리,쿨,1
1979,원택 (1Take),인피니트,1
1980,안영민,애프터스쿨 블루,1
1981,유두호,샤이니,1
1982,유니스,빈챈현스S,1
1983,안영주,멜로디데이,1
1984,유남용,동방신기,1
1985,안영주,구구단,1
1986,원펀치,제이하트,1
1987,안영민,플라이 투 더 스카이,1
1988,원필,업텐션,1
1989,유근,터보,1
1990,안영민,초신성,1
1991,유권 (블락비),블락비,1
1992,안영민,오렌지캬라멜,1
1993,윌리,매드타운,1
1994,유야,빅톤,1
1995,유영건,써니데이즈,1
1996,유유진,젝스키스,1
1997,유유성,써클,1
1998,안영민,갱키즈,1
1999,우태운,소나무,1
2000,유영진,에프엑스,1
2001,안성준,제이엔씨,1
2002,유영진,트랙스,1
2003,우태운,모모랜드,1
2004,안성준,샤크라,1
2005,원일,컬러링 베이비 7공주,1
2006,유유진,버즈,1
2007,우태운,맵식스,1
2008,안성일,젝스키스,1
2009,유유진,베이비 복스 리브,1
2010,유유진,엔알지,1
2011,우태운,걸스데이,1
2012,안정훈,핑클,1
2013,우희 (달샤벳),달샤벳,1
2014,웅재,임팩트,1
2015,안영민,더블에스오공일,1
2016,안영민,러블리즈,1
2017,유영진,소녀시대,1
2018,원상우,라붐,1
2019,안영민,레이디스 코드,1
2020,원상우,파란,1
2021,원영헌,신화,1
2022,원영헌,업텐션,1
2023,원영헌,우주소녀,1
2024,안정연,투피엠,1
2025,안익수,쥬얼리,1
2026,유영지,동방신기,1
2027,원영헌,제이와이제이,1
2028,유영석,슈퍼주니어,1
2029,용배 (RBW),마마무,1
2030,심재희,쥬얼리,1
2031,신진혜,동방신기,1
2032,옥상달빛,빅스,1
2033,윤혜주,에스에프나인,1
2034,어벤전승,마틸다,1
2035,어벤전승,업텐션,1
2036,신화,신화,1
2037,윤호,몬스타엑스,1
2038,윤호기,크레용팝,1
2039,윤효상,소녀시대,1
2040,올빼미,에이젝스,1
2041,윤효상,에스이에스,1
2042,어벤전승,우주소녀,1
2043,오호라,인투잇,1
2044,오현주,갓세븐,1
2045,윤희성,제국의 아이들,1
2046,신혜선,에프엑스,1
2047,윤혜주,비투비,1
2048,와사비사운드,투엑스,1
2049,용배 (RBW),구구단,1
2050,심선,이블,1
2051,윤종신,투에이엠,1
2052,윤철종,오렌지캬라멜,1
2053,웨이 (크레용팝),크레용팝,1
2054,윤태영,블락비 바스타즈,1
2055,윤현성,컬러링 베이비 7공주,1
2056,외국곡,와이투케이,1
2057,외국곡,문차일드,1
2058,윤혜주,마마무,1
2059,심규선 (Lucia),러블리즈,1
2060,윤현성,티맥스,1
2061,외국곡,룰라,1
2062,윤혜주,디헤븐,1
2063,어벤전승,달샤벳,1
2064,와우,에이스,1
2065,오태호,터보,1
2066,윤희성,파란,1
2067,융희,모모랜드,1
2068,은종태,티티마,1
2069,에릭 (THE BOYZ),더보이즈,1
2070,신쿵,다이아,1
2071,은종태,슈퍼주니어,1
2072,은종태,크레용팝,1
2073,에바,걸스데이,1
2074,오징징,스피드,1
2075,은지원,알이에프,1
2076,융희,비에이피,1
2077,은지원,젝스키스,1
2078,신진혜,에프엑스,1
2079,신진혜,신화,1
2080,은진,루비,1
2081,에스킴,엠블랙,1
2082,오지훈,에프티 아일랜드,1
2083,신쿵,워너원,1
2084,은종태,더블에스오공일,1
2085,이단옆차기,여자친구,1
2086,오징징,티아라,1
2087,은유사김진용,브라운 아이드 걸스,1
2088,신쿵,유니티,1
2089,에릭,에스이에스,1
2090,은별,러브,1
2091,신쿵,펜타곤,1
2092,오창훈,오렌지캬라멜,1
2093,오창훈,크레용팝,1
2094,에릭,스텔라,1
2095,신혁,백퍼센트,1
2096,오태호,에프티 아일랜드,1
2097,어쿠스틱 베이 (Accoustic Vei),써스포,1
2098,신혁,피에스타,1
2099,어벤전승,카라,1
2100,심스 ($IM$),달샤벳,1
2101,외국곡,컬러링 베이비 7공주,1
2102,어벤전승,나인뮤지스 A,1
2103,윤사라,디베이스,1
2104,용감한 형제,제아 파이브,1
2105,심재건,제이워크,1
2106,양재선,쿨,1
2107,양재선,포미닛,1
2108,양재선,핑클,1
2109,윤비 (YunB),러버소울,1
2110,양준영,쥬얼리,1
2111,윤석준,더블에스오공일,1
2112,심은지,플라이 투 더 스카이,1
2113,양준영,클릭비,1
2114,심은지,트와이스,1
2115,용감한 형제,애프터스쿨 레드,1
2116,윤사라,클릭비,1
2117,윤사라,플라이 투 더 스카이,1
2118,심재원,엑소,1
2119,양재선,쥬얼리,1
2120,용감한 형제,초신성,1
2121,용감한 형제,터치,1
2122,윤보미 (에이핑크),에이핑크,1
2123,양재선,블랙 비트,1
2124,심재훈,블락비,1
2125,윤대장,와썹,1
2126,윤닭 (오브로젝트),크로스진,1
2127,용감한 형제,파이브돌스,1
2128,심재희,빅뱅,1
2129,윤계상,god,1
2130,양재선,베이비복스,1
2131,양재선,god,1
2132,양요섭,하이라이트,1
2133,윤경,코코소리,1
2134,윤경,신화,1
2135,윤석,모모랜드,1
2136,윤성희,빅스,1
2137,어벤전승,나인뮤지스,1
2138,윤정,트랙스,1
2139,윤영주,브라운 아이드 걸스,1
2140,용감한 형제,배틀,1
2141,심은지,에이핑크,1
2142,윤은혜,베이비 복스 리브,1
2143,윤일상,써니힐,1
2144,어벤전승,굿데이,1
2145,윤종성,러블리즈,1
2146,심은지,투에이엠,1
2147,심은지,골든차일드,1
2148,심영민,스누퍼,1
2149,윤종신,레드벨벳,1
2150,용감한 형제,달샤벳,1
2151,용감한 형제,나인뮤지스,1
2152,윤종신,세븐틴,1
2153,윤영민,엠블랙,1
2154,윤영민,에이프릴,1
2155,용감한 형제,베스티,1
2156,어깨깡패,베리굿,1
2157,심은지,우주소녀,1
2158,어깨깡패,레인보우,1
2159,용감한 형제,비투비,1
2160,양환,에스아이에스,1
2161,윤여훈,걸스데이,1
2162,용감한 형제,스텔라,1
2163,용감한 형제,스피드,1
2164,윤승환,쥬얼리,1
2165,용감한 형제,스피카.S,1
2166,윤성희 (Sunghee Yoon),알이에프,1
2167,윤성희 (Sunghee Yoon),솔리드,1
2168,윤성희,터보,1
2169,심은지,카라,1
2170,윤치웅,워너비,1
2171,임광욱,제아 파이브,1
2172,이단옆차기,유니티,1
2173,최영미,에이오에이,1
2174,최갑원,파란,1
2175,최갑원,파이브,1
2176,최강창민 (MAX),샤이니,1
2177,최강창민 (MAX),슈퍼주니어,1
2178,최규성,god,1
2179,최규성,다소니,1
2180,최규성,비투비,1
2181,최규성,빅스,1
2182,최규성,시크릿,1
2183,최규성,에이핑크,1
2184,최규성,쥬얼리,1
2185,최규성,티티마,1
2186,최린,베스티,1
2187,최명희,소녀시대,1
2188,최민환 (FT아일랜드),에프티 아일랜드,1
2189,최병찬 (VICTON),빅톤,1
2190,최석영,에스이에스,1
2191,최소영,레드벨벳,1
2192,최소영,소녀시대,1
2193,최소영,소녀시대-태티서,1
2194,최수인,하이포,1
2195,최수정,레드벨벳,1
2196,최수정,베이비 복스 리브,1
2197,최수정,알,1
2198,최수정,핑클,1
2199,최아름,소녀시대,1
2200,최연제,걸스데이,1
2201,최갑원,원타임,1
2202,최갑원,엔플라잉,1
2203,최갑원,에프티 아일랜드,1
2204,창조,비원에이포,1
2205,짱가,카라,1
2206,차상민,더블에스오공일,1
2207,차상민,제국의 아이들,1
2208,차상민,카라,1
2209,차세정,투에이엠,1
2210,차은택,더블에스오공일,1
2211,차일훈,데이식스,1
2212,차쿤 (일렉트로보이즈),스피카.S,1
2213,차쿤 (일렉트로보이즈),씨스타19,1
2214,차쿤 (일렉트로보이즈),제아 파이브,1
2215,차쿤 (일렉트로보이즈),티아라,1
2216,찬,유앤비,1
2217,채리나,룰라,1
2218,최갑원,아이즈,1
2219,채은정,클레오,1
2220,채정은,서태지와 아이들,1
2221,채지오,문차일드,1
2222,천재노창,몬스타엑스,1
2223,천정아,클릭비,1
2224,천정아,핑클,1
2225,청담동박건우,갓세븐,1
2226,초콜릿 노트,레인즈,1
2227,초콜릿 노트,브이에이브이,1
2228,최갑원,미스터미스터,1
2229,최갑원,베이비복스,1
2230,최갑원,비원에이포,1
2231,최영락,파이브,1
2232,최영신,애프터 스쿨,1
2233,진짜사나이,오션,1
2234,최영환,원더걸스,1
2235,최희진,엔알지,1
2236,추대관 (MonoTree),나인뮤지스,1
2237,추대관 (MonoTree),스피카,1
2238,추대관 (MonoTree),온앤오프,1
2239,추대관 (MonoTree),카라,1
2240,칵스 (THE KOXX),포미닛,1
2241,커즈디,달샤벳,1
2242,케빈오빠,코코소리,1
2243,케빈오빠,트와이스,1
2244,케이던스,베리굿,1
2245,코끼리 왕국,유키스,1
2246,코끼리왕국,제국의 아이들,1
2247,코난,베이비복스,1
2248,코난,인피니트,1
2249,코난,티아라,1
2250,코랑이,제이비제이,1
2251,코스믹 걸 (Cosmic Girl),크로스진,1
2252,코스믹 사운드,걸스데이,1
2253,코스믹 사운드,업텐션,1
2254,코스믹 사운드,크로스진,1
2255,코키 (Koki),이엑스피에디션,1
2256,콰지모도,이블,1
2257,큐베이스 J,슈퍼주니어,1
2258,크록 (CROQ),골든차일드,1
2259,크루셜스타 (Crucial Star),갓세븐,1
2260,크루셜스타 (Crucial Star),몬스타엑스,1
2261,키겐,god,1
2262,최희준,빅뱅,1
2263,최희재,에스에프나인,1
2264,최휘경,솔리드,1
2265,최준영,쿨,1
2266,최용찬,비투비,1
2267,최원석,에이시아,1
2268,최원선,알이에프,1
2269,최은하,러브,1
2270,최은하,브라운 아이드 걸스,1
2271,최은하,알이에프,1
2272,최은하,쿨,1
2273,최인선,다이아,1
2274,최자,인피니트 에이치,1
2275,최재우,멜로디데이,1
2276,최재우,몬스타엑스,1
2277,최준영,제이제이씨씨,1
2278,최지혜,레드벨벳,1
2279,최현준 (V.O.S),플라이 투 더 스카이,1
2280,최지혜,멜로디데이,1
2281,최지혜,몬스타엑스,1
2282,최진선,엑소,1
2283,최철기,에스이에스,1
2284,최하나,빅스,1
2285,최한솔,허니스트,1
2286,최현준 (V.O.S),빅톤,1
2287,최현준 (V.O.S),소나무,1
2288,최현준 (V.O.S),아스트로,1
2289,최현준 (V.O.S),엠블랙,1
2290,최현준 (V.O.S),제국의 아이들,1
2291,최현준 (V.O.S),트와이스,1
2292,진혜,갓세븐,1
2293,진영,오마이걸,1
2294,키겐,뉴이스트 W,1
2295,주영훈,카라,1
2296,조윤경,빅스,1
2297,조윤경,소녀시대-태티서,1
2298,조윤경,첸백시,1
2299,조윤경,투하트,1
2300,조윤경,프리스틴 V,1
2301,조은희,베리굿,1
2302,조은희,브라운 아이드 걸스,1
2303,조은희,소녀시대,1
2304,조은희,알이에프,1
2305,조은희,오션,1
2306,조은희,젝스키스,1
2307,조은희,쥬얼리,1
2308,조은희,파이브,1
2309,조자영,뉴이스트,1
2310,조자영,마이틴,1
2311,조정흠,유키스,1
2312,조진호,카드,1
2313,종업 (B.A.P),비에이피,1
2314,종현 (JONGHYUN),엑소,1
2315,죠지,몬스타엑스,1
2316,주민,보이 클럽,1
2317,주비,써니힐,1
2318,주석,티아라,1
2319,주승훈,타히티,1
2320,주영,몬스타엑스,1
2321,주영훈,비원에이포,1
2322,주영훈,아스트로,1
2323,조윤경,구구단,1
2324,조유리 (Jam Factory),슈퍼 주니어-디앤이,1
2325,조영수,헬로비너스,1
2326,조미쉘,걸스데이,1
2327,제이피에스,신화,1
2328,제임스피오폰트,풍뎅이,1
2329,조pd (ZoPD),블락비,1
2330,조광호,동방신기,1
2331,조광호,와이투케이,1
2332,조규만,쥬얼리,1
2333,조규만,핑클,1
2334,조규찬,플라이 투 더 스카이,1
2335,조규천 (조트리오),투에이엠,1
2336,조남준,에스이에스,1
2337,조동희,에스이에스,1
2338,조미선,터보,1
2339,조미쉘,레인즈,1
2340,조영수,헤일로,1
2341,조미쉘,브이에이브이,1
2342,조미쉘,엔플라잉,1
2343,조미양,레드벨벳,1
2344,조미양,비에이피,1
2345,조미양,샤이니,1
2346,조병석,에스이에스,1
2347,조사라,슈퍼주니어,1
2348,조성민,비스트,1
2349,조성천,비투비,1
2350,조영수,남녀공학,1
2351,조영수,더블에스오공일,1
2352,조영수,초신성,1
2353,주영훈,잉크,1
2354,주완 (ZUWAN),뉴이스트,1
2355,진영,옆집소녀,1
2356,주완 (ZUWAN),스피카,1
2357,지우,더 블루,1
2358,지유리,티알씨엔지,1
2359,지율,달샤벳,1
2360,지인,이엑스아이디,1
2361,지코 (ZICO),에프엑스,1
2362,지평권,에스에프나인,1
2363,지후 (아이즈),아이즈,1
2364,지훈,레이디스 코드,1
2365,지훈,마마무,1
2366,지훈,아이오아이,1
2367,지훈,오렌지캬라멜,1
2368,지훈,이엑스아이디,1
2369,지훈,첸백시,1
2370,지훈,티아라,1
2371,진,미스터미스터,1
2372,진리,터보,1
2373,진리,트와이스,1
2374,진리 (Full8loom),러블리즈,1
2375,진리 (Full8loom),슈퍼주니어,1
2376,진리 (Full8loom),에이핑크,1
2377,진리 (Full8loom),인피니트,1
2378,진리 (Full8loom),티아라,1
2379,진바이진,에스에프나인,1
2380,진바이진,트와이스,1
2381,진보,레드벨벳,1
2382,진보,샤이니,1
2383,진보,에프엑스,1
2384,지우,구구단 오구오구,1
2385,지용이와 범주,뉴이스트,1
2386,지완이,쿨,1
2387,준,에이스,1
2388,주완 (ZUWAN),씨리얼,1
2389,주완 (ZUWAN),피에스타,1
2390,주은,다이아,1
2391,주찬양 (티맥스),빅스,1
2392,주찬양 (티맥스),투피엠,1
2393,주찬양 (티맥스),하이라이트,1
2394,주태영,구피,1
2395,주태영,클릭비,1
2396,주헌 (몬스타엑스),보이프렌드,1
2397,주호,풍뎅이,1
2398,주효,미쓰에이,1
2399,주효,빅톤,1
2400,준 (June),멜로디데이,1
2401,지예원 (Joombas),이엑스아이디,1
2402,준호,원더걸스,1
2403,쥬디,브라운 아이드 걸스,1
2404,쥬얼리,쥬얼리,1
2405,지국현,에스이에스,1
2406,지국현,파이브,1
2407,지근식,에프티 아일랜드,1
2408,지나,비투비,1
2409,지누,터보,1
2410,지니,씨유,1
2411,지성희,와이투케이,1
2412,지수,신화,1
2413,지예원 (Joombas),에이스,1
2414,키겐,뉴이스트,1
2415,키겐,몬스타엑스,1
2416,이단옆차기,유키스,1
2417,황금두현,걸스데이,1
2418,현진,미스터미스터,1
2419,현진,스트레이 키즈,1
2420,혜린 (EXID),이엑스아이디,1
2421,혜림 (원더걸스),트와이스,1
2422,홍고운,에이시아,1
2423,홍규,비에이,1
2424,홍성민,에이치오티,1
2425,홍수정,크로스진,1
2426,홍수지 (153Joombas),슈퍼 주니어-디앤이,1
2427,홍승성,씨엘씨,1
2428,홍승성,펜타곤,1
2429,홍승현 (makeumineworks),비에이피,1
2430,홍재선,룰라,1
2431,홍재선,슈퍼주니어,1
2432,홍재선,에프티 아일랜드,1
2433,홍재선,클레오,1
2434,홍지상,갓세븐,1
2435,홍지상,레이디스 코드,1
2436,홍지유,나인뮤지스,1
2437,홍지유,레드벨벳,1
2438,홍지유,바이칼,1
2439,홍지유,슈퍼주니어,1
2440,홍지유,엑소,1
2441,홍지유,워너비,1
2442,홍지유,천상지희 더 그레이스,1
2443,홍지유,티티마,1
2444,홍현걸,터보,1
2445,현지원,첸백시,1
2446,현지원,유앤비,1
2447,현지원,워너원,1
2448,허성진,씨스타,1
2449,함승천,빅뱅,1
2450,함승천,위너,1
2451,함승효,나인뮤지스,1
2452,함승효,쥬얼리,1
2453,핫띠,씨스타,1
2454,핫샷 (HOTSHOT),핫샷,1
2455,핫펠트 (예은),트와이스,1
2456,해리안,빅톤,1
2457,해온,멜로디데이,1
2458,허니듀오,플라이 투 더 스카이,1
2459,허성진,비원에이포,1
2460,허성진,스카프,1
2461,허성진,투에이엠,1
2462,현지원,멜로디데이,1
2463,허유진,디헤븐,1
2464,허인창,에이포,1
2465,허인창,유키스,1
2466,헬로굿보이,소년공화국,1
2467,현선희,오션,1
2468,현아,(여자)아이들,1
2469,현아,포미닛,1
2470,현영 (레인보우),레인보우,1
2471,현우,다이아,1
2472,현욱,인투잇,1
2473,현준,아이즈,1
2474,현지원,레드벨벳,1
2475,화영,씨스타,1
2476,황금두현,제아 파이브,1
2477,함경문,와이투케이,1
2478,황금두현,카라,1
2479,황현,소녀시대,1
2480,황현 (MonoTree),샤이니,1
2481,황현 (MonoTree),슈퍼주니어,1
2482,황현 (MonoTree),에프엑스,1
2483,황현 (MonoTree),이달의 소녀 1/3,1
2484,황현 (MonoTree),인피니트,1
2485,황현 (MonoTree),카라,1
2486,황현 (MonoTree),프리스틴,1
2487,황현숙,알,1
2488,회장님,제이와이제이,1
2489,후니훈,베이비 복스 리브,1
2490,후이 (펜타곤),신화,1
2491,후이 (펜타곤),워너원,1
2492,휘성 (Realslow),동방신기,1
2493,휘성 (Realslow),마마무,1
2494,휘성 (Realslow),비투비,1
2495,휘성 (Realslow),슈퍼주니어,1
2496,휘성 (Realslow),씨리얼,1
2497,휘성 (Realslow),엠블랙,1
2498,휘성 (Realslow),투에이엠,1
2499,휘성 (Realslow),트랙스,1
2500,휘성 (Realslow),트와이스,1
2501,휘성 (Realslow),티아라,1
2502,흑태,로미오,1
2503,흑태,미쓰에이,1
2504,흑태,엘리스,1
2505,희철 (HEECHUL),오렌지캬라멜,1
2506,황현,레이디스 코드,1
2507,황현,레드벨벳,1
2508,황찬희,쿨,1
2509,황성진,비에이,1
2510,황금두현,터보,1
2511,황금두현,투에이엠,1
2512,황금빛,하이포,1
2513,황보,샤크라,1
2514,황석주,임팩트,1
2515,황성욱,파란,1
2516,황성제,동방신기,1
2517,황성제,배틀,1
2518,황성제,블랙 비트,1
2519,황성제,카라,1
2520,황성제,티맥스,1
2521,황성진,마마무,1
2522,황성진,시크릿,1
2523,황찬희,소녀시대,1
2524,황성진,애프터 스쿨,1
2525,황성진,업텐션,1
2526,황성진,크레용팝,1
2527,황성진,크로스진,1
2528,황유빈,업텐션,1
2529,황유빈,엑소,1
2530,황은빛,레인즈,1
2531,황종하,달샤벳,1
2532,황종하,파이브,1
2533,황지원,엔소닉,1
2534,황지원 (Jam Factory),라붐,1
2535,황지원 (Jam Factory),빅스,1
2536,함길수,비비드,1
2537,함경문,브라운 아이드 걸스,1
2538,키겐,베스티,1
2539,하광훈,플라이 투 더 스카이,1
2540,투챔프,브레이브걸스,1
2541,트웰브,비에이피,1
2542,티나,블레이디,1
2543,팀콜럼버스,비원에이포,1
2544,파이어뱃(RBW),애플비,1
2545,팔로알토(Paloalto),원더걸스,1
2546,팔로알토(Paloalto),인피니트 에이치,1
2547,팻뮤직,버즈,1
2548,페노메코 (PENOMECO),갓세븐,1
2549,페노메코 (PENOMECO),블락비,1
2550,페리,원타임,1
2551,프니엘,(여자)아이들,1
2552,프로미스나인,프로미스나인,1
2553,프리미엄 프로젝트,업텐션,1
2554,프리미엄 프로젝트,하이포,1
2555,프리미엄프로젝트1,뉴이스트,1
2556,플래티넘 보이즈,디헤븐,1
2557,피경진,업텐션,1
2558,피터팬,마이네임,1
2559,피터팬,몬스타엑스,1
2560,피터팬,베스티,1
2561,피터팬,빅스,1
2562,피터팬,써스포,1
2563,피터팬,타히티,1
2564,피터팬,틴트,1
2565,필독 (BIGSTAR),빅스타,1
2566,필승불패,디헤븐,1
2567,투챔프,로미오,1
2568,톰과 제리,버즈,1
2569,텐조와 타스코,비투비,1
2570,타이비언,키스&크라이,1
2571,키겐,블락비,1
2572,키겐,세븐틴,1
2573,키겐,신화,1
2574,키겐,워너원,1
