,source,target,count
1598,은종태,딸기우유,2
1599,김희선,헬로비너스,2
1600,김희선,티아라,2
1601,은종태,크레용팝,2
1602,은종태,티맥스,2
1603,김희선,애프터 스쿨,2
1604,은지원,젝스키스,2
1605,김혜지,핑클,2
1606,김혜정,비에이피,2
1607,이강희,디베이스,2
1608,김혜선,터보,2
1609,이건우,룰라,2
1610,이건우,솔리드,2
1611,윤혜주,투윤,2
1612,남우현,인피니트,2
1613,낭이,모모랜드,2
1614,장여진,엑소,2
1615,윤사라,플라이 투 더 스카이,2
1616,윤사라,핑클,2
1617,윤산,핫샷,2
1618,노주환,헤일로,2
1619,윤여훈,엔소닉,2
1620,윤영민,다이아,2
1621,윤영민,소나무,2
1622,노주환,레인보우,2
1623,노도,디유닛,2
1624,낯선,BP 라니아,2
1625,노는어린이,유키스,2
1626,노는어린이,에이프릴,2
1627,윤일상,써니힐,2
1628,노는어린이,써니데이즈,2
1629,윤정,동방신기,2
1630,노는어린이,멜로디데이,2
1631,윤종신,슈퍼주니어,2
1632,윤지웅,신화,2
1633,Yorkie,헬로비너스,2
1634,박선주 (Pak Sun Zoo),티티마,2
1635,DAVINK (다빈크),문차일드,2
1636,Brand Newjiq (브랜뉴직),업텐션,2
1637,허찬 (VICTON),빅톤,2
1638,정진환,컬러링 베이비 7공주,2
1639,S-One,러브,2
1640,Lucas Secon,소녀시대,2
1641,진바이진,소년공화국,2
1642,S.E.S.,에스이에스,2
1643,헌터 (Hunter),이엑스피에디션,2
1644,Long Candy,티아라,2
1645,SEION,걸스데이,2
1646,BreadBeat (TENTEN),펜타곤,2
1647,Long Candy,우주소녀,2
1648,텐조와 타스코,제이제이씨씨,2
1649,혁 (빅스),빅스,2
1650,SEION,에이프릴,2
1651,혁성,슈퍼주니어,2
1652,진보,방탄소년단,2
1653,Ferdy (MosPick),골든차일드,2
1654,SEVILL,인투잇,2
1655,현아,비투비,2
1656,현아,펜타곤,2
1657,Brandon Fraley,슈퍼주니어,2
1658,Long Candy,맵식스,2
1659,Ferdy (MosPick),여자친구,2
1660,Long Candy,다이아,2
1661,Long Candy,god,2
1662,SIGVARDT,슈퍼주니어,2
1663,SIMISTER,샤이니,2
1664,정주희 (Jam Factory),엑소,2
1665,Brand Newjiq (브랜뉴직),에이프릴,2
1666,Ryan S. Jhun,타히티,2
1667,Ryan S. Jhun,에프엑스,2
1668,Ryan S. Jhun,샤이니,2
1669,Ronny Svendsen,소년공화국,2
1670,정호현 (e.one),워너원,2
1671,CAROL BORJAS,샤이니,2
1672,정호현 (e.one),소나무,2
1673,프니엘,펜타곤,2
1674,프니엘,씨엘씨,2
1675,RickyP,젝스키스,2
1676,해결사,백퍼센트,2
1677,정한종,알,2
1678,펀치사운드,몬스타엑스,2
1679,Rocketeer,비에이,2
1680,MAYFLY,제이비제이,2
1681,Roman Campolo,방탄소년단,2
1682,MATT ZARLEY,파란,2
1683,허성진,업텐션,2
1684,투챔프,틴탑,2
1685,C-luv,디유닛,2
1686,파랑 (Blue),풍뎅이,2
1687,MARK LISTER,슈퍼주니어,2
1688,진리 (Full8loom),구구단,2
1689,C-2,샤이니,2
1690,Rphabet,미쓰에이,2
1691,Ryan,갓세븐,2
1692,Ryan,업텐션,2
1693,Ryan,엔소닉,2
1694,Ryan,투피엠,2
1695,FRANTS,갓세븐,2
1696,진리 (Full8loom),엘리스,2
1697,M (이민우),쥬얼리,2
1698,텐조,워너원,2
1699,Brand Newjiq (브랜뉴직),더블에스 삼공일,2
1700,SeungHwan,로미오,2
1701,진영,아이오아이,2
1702,차쿤 (일렉트로보이즈),유키스,2
1703,SWIN,파란,2
1704,정은지,에이핑크,2
1705,탁 (TAK),러블리즈,2
1706,탁 (TAK),골든차일드,2
1707,홍승성,비투비,2
1708,차희 (멜로디데이),멜로디데이,2
1709,LE (EXID),트러블 메이커,2
1710,BULL$EYE,크로스진,2
1711,찬용,백퍼센트,2
1712,BULL$EYE,제이비제이,2
1713,LE (2LSON),소년공화국,2
1714,Samantha Harper,방탄소년단,2
1715,타이비언,베리굿,2
1716,"LA VERDI,THOMAS",슈퍼주니어,2
1717,홍재선,보이 클럽,2
1718,정용화 (CNBLUE),에이오에이,2
1719,타이거JK,엠아이비,2
1720,Kohway,프로씨,2
1721,GR8MOON,스텔라,2
1722,Keyfly,헤일로,2
1723,Keyfly,여자친구,2
1724,GR8MOON,에이스,2
1725,Keyfly,비에이피,2
1726,BOYTOY,갓세븐,2
1727,BOBBY,맙,2
1728,BLSSD,인피니트,2
1729,Sean Alexander,슈퍼주니어,2
1730,Gary Haase,파란,2
1731,SWIN,초신성,2
1732,GDLO (MonoTree),엘리스,2
1733,Bee,러블리즈,2
1734,SV (김수빈),디헤븐,2
1735,Boy Club,보이 클럽,2
1736,Fuxxy,우주소녀,2
1737,Bluesun,업텐션,2
1738,테디,아이콘,2
1739,SUN,업텐션,2
1740,현지원,엑소,2
1741,태훈,플라이 투 더 스카이,2
1742,G-High (MonoTree),레인보우,2
1743,BlueBridge,마이네임,2
1744,태훈,신화,2
1745,태훈,슈퍼주니어,2
1746,LeeOn,소녀시대,2
1747,태익,백퍼센트,2
1748,태을,블락비,2
1749,탁 (TAK),프로미스나인,2
1750,차상민,쥬얼리,2
1751,G-High (MonoTree),이달의 소녀 오드아이써클,2
1752,차용운,레인보우,2
1753,Billion Dollar Baby,미쓰에이,2
1754,SWEETCH,인피니트,2
1755,Ben Hostetler,이엑스피에디션,2
1756,SWEETUNE,골든차일드,2
1757,차쿤 (일렉트로보이즈),빅플로,2
1758,SWEETUNE,로미오,2
1759,태양,빅뱅,2
1760,차쿤 (일렉트로보이즈),스텔라,2
1761,Bekuh BOOM,블랙핑크,2
1762,LUVAN (러반),윙스,2
1763,정호현 (e.one),트와이스,2
1764,MIKKEL REME,슈퍼주니어,2
1765,지코 (ZICO),디유닛,2
1766,Rich Jang,스텔라,2
1767,D`DAY,스매쉬 (토니 & 스매쉬),2
1768,주찬양 (티맥스),레인즈,2
1769,Dear.D,비에이피,2
1770,Nermin Harambasic,소년공화국,2
1771,DOMINIQUE RODRIGUEZ,슈퍼주니어,2
1772,Megatone (13),여자친구,2
1773,조윤경,엔시티 드림,2
1774,조윤경,슈퍼 주니어-디앤이,2
1775,주찬양 (티맥스),핫샷,2
1776,조윤경,동방신기,2
1777,Denzil A Remedios,유키스,2
1778,Maxx Song,대국남아,2
1779,DK,슈퍼주니어,2
1780,OllePolle,틴탑,2
1781,필릭스,스트레이 키즈,2
1782,Denzil `DR` Remedios,슈퍼주니어,2
1783,DJ 머프,빅뱅,2
1784,Maxx Song,갓세븐,2
1785,필강,빅뱅,2
1786,조슈아 (SEVENTEEN),세븐틴,2
1787,조성호,포미닛,2
1788,P.O (블락비),블락비,2
1789,PASCAL GUYON,슈퍼주니어,2
1790,PEEJAY,빅뱅,2
1791,DIA (다이아),다이아,2
1792,한상원,유키스,2
1793,PINKMOON (핑크문),모모랜드,2
1794,한상원,제국의 아이들,2
1795,주효,원더걸스,2
1796,D`DAY,에이핑크,2
1797,하민우,제국의 아이들,2
1798,Deanfluenza,매드타운,2
1799,Daniel Kim,트와이스,2
1800,Misfit,소나무,2
1801,Misfit,유키스,2
1802,David Kim,베스티,2
1803,주연정,파파야,2
1804,Minuki,쥬얼리,2
1805,Miunki,쥬얼리,2
1806,Minuki,브라운 아이드 걸스,2
1807,David Kim,에이핑크,2
1808,주영훈,아이돌,2
1809,조진광,구피,2
1810,Mr. Cho,갓세븐,2
1811,한경수,에스에프나인,2
1812,Daniel Pandher,슈퍼주니어,2
1813,Mikey J. Romeo,룰라,2
1814,하울,임팩트,2
1815,조은희,핑클,2
1816,Midnite,소년공화국,2
1817,Daniel Kim,미쓰에이,2
1818,Daniel Kim,갓세븐,2
1819,조은희,클릭비,2
1820,NODAY,미쓰에이,2
1821,조은희,쿨,2
1822,주영훈,케이팝,2
1823,Micky,동방신기,2
1824,조은희,젝스키스,2
1825,조은희,에이포,2
1826,NOP.K,지피베이직,2
1827,한경혜,버즈,2
1828,Dono S.Rodriguez,스텔라,2
1829,피터팬,티아라,2
1830,Martin Mulholland,소년공화국,2
1831,MPM,대국남아,2
1832,EJAE,이엑스아이디,2
1833,R307,에프티 아일랜드,2
1834,지수,디엠티엔,2
1835,피오(P.O),파란,2
1836,한준,보너스베이비,2
1837,Chance,슈퍼주니어,2
1838,지안 (임팩트),임팩트,2
1839,지예원 (Joombas),엑소,2
1840,MR.CHO,데이식스,2
1841,"ENGMARK,HAVID",슈퍼주니어,2
1842,제이,에이포,2
1843,MR.B.I.G,에프티 아일랜드,2
1844,제아,브라운 아이드 걸스,2
1845,ESBEE,빅톤,2
1846,제이덥 (JDUB),슈퍼주니어,2
1847,MONSTER FACTORY,티아라,2
1848,프랭키 (Frankie),이엑스피에디션,2
1849,MONSTER FACTORY,이엑스아이디,2
1850,Ragoon IM,투피엠,2
1851,지우,더 블루,2
1852,Razer (Strike),골든차일드,2
1853,지율,달샤벳,2
1854,지인,씨클라운,2
1855,MINO,맙,2
1856,정희수,써클,2
1857,CHO JINJOO,엔시티 일이칠,2
1858,Rescue The Beat,몬스타엑스,2
1859,CHO JINJOO,엔시티 유,2
1860,R.A.M,디유닛,2
1861,Chloe,비스트,2
1862,피터팬,유니티,2
1863,지국현,러브,2
1864,Pdogg,글램,2
1865,Pdogg,투에이엠,2
1866,Pdogg,틴탑,2
1867,Peniel,비투비,2
1868,Dr.JO,마마무,2
1869,DA9297,포미닛,2
1870,준혁,핫샷,2
1871,피터팬,빅플로,2
1872,Mafly,헤일로,2
1873,D.major,매드타운,2
1874,한서윤,에이핑크,2
1875,피터팬,비아이지,2
1876,Mafly,트와이스,2
1877,Peter Ibsen,방탄소년단,2
1878,피정훈,알이에프,2
1879,조규만,클릭비,2
1880,Mafly,오마이걸,2
1881,Mafly,에이프릴,2
1882,지국현,에스이에스,2
1883,Ponde,브이에이브이,2
1884,조pd (ZoPD),블락비,2
1885,조pd (ZoPD),브라운 아이드 걸스,2
1886,제이호,임팩트,2
1887,한승훈,에프티 아일랜드,2
1888,Mafly,빅스,2
1889,E.Knock,빅뱅,2
1890,Chloe,트와이스,2
1891,Question,배틀,2
1892,BIGONE,투포케이,2
1893,G-High (MonoTree),에이프릴,2
1894,Gyuberlake,비스트,2
1895,황지원 (Jam Factory),동방신기,2
1896,Thomas Troelsen,에프엑스,2
1897,Ali Tamposi,방탄소년단,2
1898,HB,더블에스오공일,2
1899,황현 (MonoTree),이달의 소녀 오드아이써클,2
1900,Thomas Troelsen,슈퍼주니어,2
1901,황성제,동방신기,2
1902,황성제,신화,2
1903,K. Smith,티아라,2
1904,크라이베이비,몬스타엑스,2
1905,V-Hwak,틴탑,2
1906,220 VOLT,마이네임,2
1907,VINCENZO,우주소녀,2
1908,TEXU,피에스타,2
1909,장준호,포미닛,2
1910,THE RAP MONSTER,글램,2
1911,THOMAS,샤이니,2
1912,HONE,더보이즈,2
1913,전간디,엔시티 유,2
1914,장준호,달샤벳,2
1915,최갑원,슈퍼주니어,2
1916,정모 (JUNGMO),트랙스,2
1917,전군,에이핑크,2
1918,장우영,투피엠,2
1919,KZ,에이핑크,2
1920,JQ,몬스타엑스,2
1921,전상환,백퍼센트,2
1922,장윤서,마마무,2
1923,KZ,소나무,2
1924,황금두현,카라,2
1925,Xepy,몬스타엑스,2
1926,황지원 (Jam Factory),로미오,2
1927,최희진,엔알지,2
1928,최수정,베이비 복스 리브,2
1929,휘성 (Realslow),샤이니,2
1930,XIA (준수),동방신기,2
1931,Urban Cllasik,나인뮤지스,2
1932,KUSH,빅뱅,2
1933,JQ,동방신기,2
1934,최수정,에스이에스,2
1935,1월 8일,라붐,2
1936,쿤타,달샤벳,2
1937,HOYA (호야),인피니트,2
1938,1월 8일,신화,2
1939,최규성,에이핑크,2
1940,전승우,신화,2
1941,전준규,쿨,2
1942,최혜정,에프티 아일랜드,2
1943,코난 (로코베리),아이즈,2
1944,재용 (JAE YONG),헤일로,2
1945,최규성,이엑스아이디,2
1946,황유빈,마마무,2
1947,황유빈,샤이니,2
1948,1월 8일,소녀시대,2
1949,코리,투포케이,2
1950,"The Hitman ""Bang""",아이즈,2
1951,전승우,파이브,2
1952,최현준 (V.O.S),유니티,2
1953,Teddy Riley,슈퍼주니어,2
1954,Wiidope,빅톤,2
1955,The Season,룰라,2
1956,코스믹 사운드,스피카,2
1957,Heaven Light,씨엔블루,2
1958,WILLIAM EDWARD,샤이니,2
1959,전간디,에프엑스,2
1960,VanAn,마이네임,2
1961,코타,써니힐,2
1962,최수정,파란,2
1963,황유빈,첸백시,2
1964,Jenyer,포미닛,2
1965,전혜원,에이핑크,2
1966,황유빈,엔시티 드림,2
1967,ARRAN,러블리즈,2
1968,Junebug,오마이걸,2
1969,황성진,시크릿,2
1970,TROELSEN,샤이니,2
1971,July,슈퍼주니어,2
1972,전간디,동방신기,2
1973,JOKER,씨클라운,2
1974,TWELVE,투포케이,2
1975,최갑원,신화,2
1976,전승우,클릭비,2
1977,3534,엔알지,2
1978,Unknown,악동 클럽 (디 에이디),2
1979,JQ,티알씨엔지,2
1980,Kenn Kato,에프티 아일랜드,2
1981,정성헌,써니힐,2
1982,최희진,핑클,2
1983,BEOMxNANG,달샤벳,2
1984,정성윤,핑클,2
1985,Tommy Park,미쓰에이,2
1986,YOUNG H.KIM,플라이 투 더 스카이,2
1987,휘인 (마마무),마마무,2
1988,Jam Factory,리얼걸프로젝트,2
1989,정성윤,클릭비,2
1990,황현 (MonoTree),슈퍼주니어,2
1991,정성윤,쥬얼리,2
1992,청담슈퍼,피에스타,2
1993,황현 (MonoTree),동방신기,2
1994,흑태,러블리즈,2
1995,정수민,멜로디데이,2
1996,장연정,슈아이,2
1997,Sky,쿨,2
1998,정수민,임팩트,2
1999,Avengers,엠블랙,2
2000,Tommy Park,투피엠,2
2001,Ashtray,엔소닉,2
2002,홍지유,알,2
2003,1105,임팩트,2
2004,최준영,치치,2
2005,청담슈퍼,제국의 아이들,2
2006,정수민,엔시티 유,2
2007,79,갱키즈,2
2008,B.PLAN,씨클라운,2
2009,Artronic Waves,이달의 소녀 1/3,2
2010,전다운,비투비,2
2011,Jaden Jeong,이달의 소녀 오드아이써클,2
2012,Jimmy Richard,더블에스오공일,2
2013,UNB,유앤비,2
2014,Any Masingga,우주소녀,2
2015,4번타자,피에스타,2
2016,환희,마이네임,2
2017,케빈오빠,데이식스,2
2018,Anne Judith Wik,소년공화국,2
2019,장예은,비투비,2
2020,장예은,펜타곤,2
2021,최유정 (Weki Meki),위키미키,2
2022,최재우,플라이 투 더 스카이,2
2023,Shaun Kim,다이아,2
2024,Jamil Kazmi,에프티 아일랜드,2
2025,청담슈퍼,매드타운,2
2026,Kass,방탄소년단,2
2027,정병기,쥬얼리,2
2028,황현 (MonoTree),스텔라,2
2029,Unknown,에이포,2
2030,흑태,인피니트F,2
2031,황현 (MonoTree),레드벨벳,2
2032,휘성 (Realslow),오렌지캬라멜,2
2033,키겐,빅스,2
2034,최준영,룰라,2
2035,초이,엘에이유,2
2036,100%서정,에프엑스,2
2037,정연,트와이스,2
2038,최은하,멜로디데이,2
2039,홍지유,핑클,2
2040,9999,몬스타엑스,2
2041,Antwann Frost,에프엑스,2
2042,JQ,워너비,2
2043,Jimmy Burney,슈퍼주니어,2
2044,홍현걸,터보,2
2045,오예진,레인즈,1
2046,유민형,오션,1
2047,오예진,비에이피,1
2048,오준성,나인뮤지스,1
2049,오준성,더블에스오공일,1
2050,피터팬,타히티,1
2051,추대관 (MonoTree),나인뮤지스,1
2052,피터팬,빅스,1
2053,추가열,슈퍼주니어,1
2054,오예진,업텐션,1
2055,오유원,로미오,1
2056,최현준 (V.O.S),플라이 투 더 스카이,1
2057,오유원,엑소,1
2058,피터팬,마이네임,1
2059,오유원,크레용팝,1
2060,피터팬,몬스타엑스,1
2061,피터팬,딸기우유,1
2062,오윤성,클릭비,1
2063,오자현,소나무,1
2064,오자현,소년공화국,1
2065,최희진,문차일드,1
2066,오원경,쥬얼리,1
2067,유미경,에이포,1
2068,피터팬,베스티,1
2069,최희준,빅뱅,1
2070,오유원,걸스데이,1
2071,유리,쿨,1
2072,최희재,에스에프나인,1
2073,피터팬,써스포,1
2074,키겐,워너원,1
2075,최현석,쿨,1
2076,최현준 (V.O.S),트와이스,1
2077,오예진,더보이즈,1
2078,최지혜,몬스타엑스,1
2079,하정헌,샤이니,1
2080,오레오,이달의 소녀 1/3,1
2081,최진선,엑소,1
2082,오레오,인피니트,1
2083,최철기,에스이에스,1
2084,하울,애프터 스쿨,1
2085,오민석,더보이즈,1
2086,오민주,몬스타엑스,1
2087,오민주,샤이니,1
2088,오민주,슈퍼주니어,1
2089,하서,리얼걸프로젝트,1
2090,오민주,엔시티 일이칠,1
2091,오브로스,리얼걸프로젝트,1
2092,하랑,샤이니,1
2093,하라는,에이프릴,1
2094,최하나,빅스,1
2095,최지혜,멜로디데이,1
2096,하정호,슈퍼주니어,1
2097,하정호,인피니트,1
2098,예하나,프리스틴,1
2099,유영진,트랙스,1
2100,하정호,투하트,1
2101,예아나이스 (MosPick),신화,1
2102,하정호,투피엠,1
2103,하정호,투에이엠,1
2104,최준영,써클,1
2105,유영진,제이티엘,1
2106,최준영,제이제이씨씨,1
2107,최지혜,레드벨벳,1
2108,하정호,클릭비,1
2109,오느루,엔시티 일이칠,1
2110,오늘도 새벽 4시,아이즈,1
2111,오레오,러블리즈,1
2112,오레오,멜로디데이,1
2113,오레오,아스트로,1
2114,최지연 (Jam Factory),소녀시대 오지지,1
2115,유영지,동방신기,1
2116,하라는,레인보우,1
2117,하드캐리,오마이걸,1
2118,최현준 (V.O.S),에스아이에스,1
2119,오성훈,티아라,1
2120,오세은,터보,1
2121,유야,빅톤,1
2122,필독 (BIGSTAR),빅스타,1
2123,오승은,파란,1
2124,유세윤,베스티,1
2125,피터현,슈퍼주니어,1
2126,피터팬,틴트,1
2127,오성훈,오션,1
2128,최현준 (V.O.S),엠블랙,1
2129,오승은,핑클,1
2130,오승환,비아이지,1
2131,최현준 (V.O.S),우주소녀,1
2132,유선균,비아이지,1
2133,유상헌,투에이엠,1
2134,최현준 (V.O.S),제국의 아이들,1
2135,오성훈,제이워크,1
2136,오성훈,오렌지캬라멜,1
2137,최한솔,허니스트,1
2138,필승불패,써스포,1
2139,하나,임팩트,1
2140,오브로스,터치,1
2141,오브로스,틴탑,1
2142,하광훈,플라이 투 더 스카이,1
2143,오브로스2,빅톤,1
2144,최현석,룰라,1
2145,오브로스2,아스트로,1
2146,필승불패,디헤븐,1
2147,유영건,써니데이즈,1
2148,오성훈,남녀공학,1
2149,오성훈,레인보우,1
2150,유두호,샤이니,1
2151,오성훈,엠블랙,1
2152,최현준 (V.O.S),빅톤,1
2153,최현준 (V.O.S),소나무,1
2154,최현준 (V.O.S),아스트로,1
2155,추대관 (MonoTree),스피카,1
2156,오창훈,크레용팝,1
2157,피경진,업텐션,1
2158,용배 (RBW),구구단,1
2159,용감한 형제,제아 파이브,1
2160,용감한 형제,초신성,1
2161,용감한 형제,터치,1
2162,태훈,트랙스,1
2163,크리스,쥬얼리,1
2164,태훈,블랙 비트,1
2165,태훈,동방신기,1
2166,예성 (YESUNG),슈퍼주니어,1
2167,원상우,라붐,1
2168,태훈,티맥스,1
2169,용배 (RBW),로미오,1
2170,용배 (RBW),마마무,1
2171,용배 (RBW),블락비 바스타즈,1
2172,태윤미,써니힐,1
2173,태완 (Taewan),쿨,1
2174,키겐,god,1
2175,태완 (Taewan),제이와이제이,1
2176,태완 (Taewan),블레이디,1
2177,크리스,동방신기,1
2178,원영헌,신화,1
2179,키겐,뉴이스트,1
2180,텐조와 타스코,걸스데이,1
2181,용감한 형제,스피드,1
2182,원태연,티아라,1
2183,용감한 형제,스피카.S,1
2184,용감한 형제,씨리얼,1
2185,원태연,유키스,1
2186,텐조와 타스코,비투비,1
2187,원태연,애프터 스쿨,1
2188,쿤타,와썹,1
2189,크록 (CROQ),골든차일드,1
2190,원영헌,업텐션,1
2191,크루셜스타 (Crucial Star),갓세븐,1
2192,원일,컬러링 베이비 7공주,1
2193,텐조,뉴이스트 W,1
2194,용감한 형제,애프터스쿨 레드,1
2195,원영헌,제이와이제이,1
2196,용감한 형제,유니티,1
2197,원영헌,우주소녀,1
2198,크루셜스타 (Crucial Star),몬스타엑스,1
2199,우희 (달샤벳),달샤벳,1
2200,태완 (Taewan),몬스타엑스,1
2201,유니스,빈챈현스S,1
2202,우태운,걸스데이,1
2203,우리형과 내동생,씨스타,1
2204,우리형과 내동생,제국의 아이들,1
2205,우리형과 내동생,쥬얼리,1
2206,타스코,워너원,1
2207,우석 (펜타곤),(여자)아이들,1
2208,키겐,스텔라,1
2209,키비,히스토리,1
2210,키비,트와이스,1
2211,키비,워너원,1
2212,우리형과 내동생,보이프렌드,1
2213,키비,뉴이스트 W,1
2214,우탄,엔시티 유,1
2215,키겐,신화,1
2216,우은증,밀크,1
2217,우석 (펜타곤),워너원,1
2218,키겐,트와이스,1
2219,키겐,크로스진,1
2220,우수,아이즈,1
2221,타이비언,몬스타엑스,1
2222,타이비언,키스&크라이,1
2223,키겐,뉴이스트 W,1
2224,용배 (RBW),피에스타,1
2225,태무,비트윈,1
2226,용배 (RBW),엔플라잉,1
2227,키겐,몬스타엑스,1
2228,키겐,베스티,1
2229,키겐,블락비,1
2230,용배 (RBW),오렌지캬라멜,1
2231,우태운,소나무,1
2232,용배 (RBW),프리스틴,1
2233,탁 (TAK),워너원,1
2234,우태운,맵식스,1
2235,용준형,포미닛,1
2236,탁,윙스,1
2237,우라탕탕,위키미키,1
2238,키겐,세븐틴,1
2239,우리형과 내동생,나인뮤지스,1
2240,타이비언 1,에스에프나인,1
2241,타이비언,트러블 메이커,1
2242,우태운,모모랜드,1
2243,용감한 형제,스텔라,1
2244,콰지모도,이블,1
2245,코키 (Koki),이엑스피에디션,1
2246,키겐,제이비제이,1
2247,프라이머리,브라운 아이드 걸스,1
2248,오징징,티아라,1
2249,유권 (블락비),블락비,1
2250,코끼리 왕국,유키스,1
2251,프라이머리,방탄소년단,1
2252,코끼리 왕국,제국의 아이들,1
2253,오창훈,오렌지캬라멜,1
2254,윌리,매드타운,1
2255,코난,베이비복스,1
2256,유근,터보,1
2257,오태호,브라운 아이드 걸스,1
2258,오태호,에프티 아일랜드,1
2259,오태호,터보,1
2260,코난,인피니트,1
2261,위종수,천상지희 다나 & 선데이,1
2262,오혁,투애니원,1
2263,웨이 (크레용팝),크레용팝,1
2264,웨이 (크레용팝),딸기우유,1
2265,케이던스,베리굿,1
2266,케빈오빠,트와이스,1
2267,코스믹 사운드,크로스진,1
2268,추대관 (MonoTree),온앤오프,1
2269,플래티넘 보이즈,디헤븐,1
2270,오준성,슈퍼주니어,1
2271,오준성,천상지희 다나 & 선데이,1
2272,프리미엄프로젝트1,뉴이스트,1
2273,프리미엄 프로젝트,하이포,1
2274,추대관 (MonoTree),오마이걸,1
2275,프리미엄 프로젝트,업텐션,1
2276,프로미스나인,프로미스나인,1
2277,추대관 (MonoTree),카라,1
2278,오징징,스피드,1
2279,칵스 (THE KOXX),포미닛,1
2280,오지훈,비에이,1
2281,캡틴락,슈퍼주니어,1
2282,프랙탈,크레용팝,1
2283,커즈디,달샤벳,1
2284,오지훈,에프티 아일랜드,1
2285,프라임보이 (Primeboi),매드타운,1
2286,케빈오빠,코코소리,1
2287,프니엘,(여자)아이들,1
2288,오현주,갓세븐,1
2289,오호라,인투잇,1
2290,용감한 형제,베스티,1
2291,용감한 형제,달샤벳,1
2292,티나,블레이디,1
2293,코스믹 걸 (Cosmic Girl),크로스진,1
2294,코스믹 사운드,걸스데이,1
2295,트웰브,비에이피,1
2296,원택 (1Take),인피니트,1
2297,용감한 형제,배틀,1
2298,원택 (1Take),이엑스아이디,1
2299,원택 (1Take),워너원,1
2300,페리,원타임,1
2301,원택 (1Take),소년24,1
2302,투챔프,브레이브걸스,1
2303,원택 (1Take),몬스타엑스,1
2304,코스믹 사운드,업텐션,1
2305,투챔프,로미오,1
2306,용감한 형제,비투비,1
2307,원택 (1Take),모모랜드,1
2308,톰과 제리,버즈,1
2309,팀콜럼버스,비원에이포,1
2310,원펀치,제이하트,1
2311,용감한 형제,나인뮤지스,1
2312,코랑이,제이비제이,1
2313,옥상달빛,빅스,1
2314,페니 (Pe2ny),인피니트,1
2315,페노메코 (PENOMECO),블락비,1
2316,페노메코 (PENOMECO),갓세븐,1
2317,와사비사운드,엠블랙,1
2318,코난,티아라,1
2319,와사비사운드,투엑스,1
2320,팻뮤직,버즈,1
2321,와우,에이스,1
2322,팔로알토(Paloalto),인피니트 에이치,1
2323,외국곡,룰라,1
2324,팔로알토(Paloalto),원더걸스,1
2325,외국곡,문차일드,1
2326,외국곡,와이투케이,1
2327,파이어뱃(RBW),애플비,1
2328,원필,업텐션,1
2329,외국곡,컬러링 베이비 7공주,1
2330,하정호,플라이 투 더 스카이,1
2331,장여진,첸백시,1
2332,예빈 (다이아),빈챈현스S,1
2333,홍진영,써니힐,1
2334,신상근,투포케이,1
2335,홍지유,트랙스,1
2336,신상호,슈퍼주니어,1
2337,신성호,신화,1
2338,신승익,에이프릴,1
2339,홍지유,천상지희 더 그레이스,1
2340,신승익,크레용팝,1
2341,홍지유,워너비,1
2342,홍지유,소녀시대,1
2343,신승익,허니스트,1
2344,신승훈,클릭비,1
2345,홍지유,바이칼,1
2346,홍지유,레인보우 블랙,1
2347,홍지유,레드벨벳,1
2348,신아녜스,나인뮤지스,1
2349,신아녜스,동방신기,1
2350,홍지유,동방신기,1
2351,신아녜스,레인보우,1
2352,신아녜스,멜로디데이,1
2353,홍지유,나인뮤지스,1
2354,신아녜스,샤이니,1
2355,신아녜스,스텔라,1
2356,신아녜스,씨엘씨,1
2357,홍지상,레이디스 코드,1
2358,신아녜스,에이오에이,1
2359,신상근,터치,1
2360,홍창석,신화,1
2361,신아녜스,엑소,1
2362,화영,씨스타,1
2363,신민규,에프티 아일랜드,1
2364,황성제,카라,1
2365,황성제,블랙 비트,1
2366,신사동 호랭이,다소니,1
2367,황성제,배틀,1
2368,황성제,더블에스오공일,1
2369,황성욱,파란,1
2370,신사동 호랭이,빅스,1
2371,황석주,임팩트,1
2372,황보,샤크라,1
2373,신사동 호랭이,소녀시대,1
2374,황금빛,하이포,1
2375,황금두현,투에이엠,1
2376,황금두현,터보,1
2377,신사동 호랭이,시크릿,1
2378,신사동 호랭이,씨리얼,1
2379,신사동 호랭이,씨엘씨,1
2380,신사동 호랭이,씨클라운,1
2381,황금두현,제아 파이브,1
2382,신사동 호랭이,유니티,1
2383,황금두현,걸스데이,1
2384,신사동 호랭이,쥬얼리,1
2385,신사동 호랭이,크레용팝,1
2386,신사동 호랭이,투피엠,1
2387,환희,슈퍼주니어,1
2388,홍지상,갓세븐,1
2389,홍종구,레드벨벳,1
2390,하주호,비에이피,1
2391,신중현,원더걸스,1
2392,신중현,첸백시,1
2393,홍규,비에이,1
2394,신지선,클릭비,1
2395,신지원,에스이에스,1
2396,신진혜,동방신기,1
2397,홍고운,에이시아,1
2398,신진혜,신화,1
2399,신진혜,에프엑스,1
2400,호세,씨클라운,1
2401,혜미 (나인뮤지스),나인뮤지스,1
2402,혜림 (원더걸스),트와이스,1
2403,신진혜,엔시티 일이칠,1
2404,신쿵,다이아,1
2405,혜린 (EXID),이엑스아이디,1
2406,신쿵,워너원,1
2407,신쿵,유니티,1
2408,신쿵,펜타곤,1
2409,신피디,룰라,1
2410,신혁,백퍼센트,1
2411,신혁,피에스타,1
2412,신현승,버즈,1
2413,현태,비투비,1
2414,현진,스트레이 키즈,1
2415,신혜선,에프엑스,1
2416,현진,미스터미스터,1
2417,홍단비,에스아이에스,1
